[NEW_DOCUMENT: DOCid=1, lang=bzd, DOCNAME=Los Bribris y Cabécares de Sulá].	[NEW_DOCUMENT: DOCid=1, lang=spa, DOCNAME=Los Bribris y Cabécares de Sulá].
Etaba gichane je kulá tsegene jawate, jeska i yaiwate jilé bëna bárama je weitsegé, jewa ktsögé je chicheiwö je töbiöklöwá jishögö naka bárama.	Se realiza otro ritual y se lleva a enterrar sin que toque tierra. ~~~ Apagan luego el fuego sagrado, sin embargo la familia por varios días realiza ceremonias como recuerdos del difunto. ~~~ 7.
Universo simbólico Siwá pagé sikína. ~~~ Sibö jenete dalabuluktö ka shaka yöljatana, jieb i bëwö senaklö yuájatana; je yuaiterö sia je wökuaitewa.	Universo simbólico Sibö como creador del universo, también creó el cielo; lo hizo soplando las piedras sagradas.
Jie jenete ka bëna yuakama saje sajertsö ia Kabar ska, jenewa sajete jishögö je siwei juñér taí, bigëtse taí Sa Mina Këglö suta, jebi sa siwei jerö ji kKabar ska, je she maískalera ijek iawogé bëwák suta.	Es el hacedor del mundo de los indígenas de Talamanca, tiene una relación directa con la Madre Tierra, por lo que según las creencias talamanqueñas, se presenta a la población de diferentes formas, como animales.
Sate siwá sikí kibí pagë, Sibö je ju rö je kápagë sikírama, jeska Sibö yaiwá sergerö.	En un plano cósmico, la casa de Sibö representa ese universo simbólico, donde están los dioses.
Jiete saje ditsöwö je tsatkegé jilé selwiwa je yiga.	Él protege a las semillas de otros agentes sobrenaturales que tratan de dañarlas.
Je kuegi, ju yuegé je jukö jerö kawö döglögawa i senaglö sikírama ji ka yöbi je batá kiga.	Por ello, la puerta del este de la casa es resguardada por entes míticos que impiden el paso de los primeros seres a este mundo.
Sajete ibigetse ts abasira, jewa ne jatana u yaga je yuwöwarö tka gepi wayana, mané kuöwöyë saje dëltë sögötöra jene waiwa jenewá sergé Sibö yabalá jewayërö Siwá pagé sikínashurrú, juká batá, tka tso bëna i yököglö.	En este sentido, se relaciona los sonajeros, las pelotillas de arcilla dentro de los soportes de los jarrones, como una simbolización de las semillas (los seres humanos) a lo interno de la casa de Sibö.
Etaba gichane je kulá tsegene jawate, jeska i yaiwate jilé bëna bárama je weitsegé, jewa ktsögé je chicheiwö je töbiöklöwá jishögö naka bárama.	
Universo simbólico Siwá pagé sikína. ~~~ Sibö jenete dalabuluktö ka shaka yöljatana, jieb i bëwö senaklö yuájatana; je yuaiterö sia je wökuaitewa.	La ubicación de una sola ranura en los soportes de los jarrones se asocia con la representación de la entrada de la casa cósmica; una sola entrada viendo al este.
Jie jenete ka bëna yuakama saje sajertsö ia Kabar ska, jenewa sajete jishögö je siwei juñér taí, bigëtse taí Sa Mina Këglö suta, jebi sa siwei jerö ji kKabar ska, je she maískalera i jek iawogé bëwák suta.	El jawá es uno de los guías espirituales y médicos indígenas con conocimientos en medicina natural que efectúan curaciones de enfermedades con cantos sacros en un lenguaje espiritual y poético.
Sate siwá sikí kibí pagë, Sibö je ju rö je kápagë sikírama, jeska Sibö yaiwá sergerö.	
Jiete saje ditsöwö je tsatkegé jilé selwiwa je yiga. ~~~ Je kuegi, ju yuegé je jukö jerö kawö döglögawa i senaglö sikírama ji ka yöbi je batá kiga.	Conocen sobre el origen del cosmos, de la tierra y de todo lo existente y tiene poder para tener contacto con los espíritus y ser consejero de su comunidad.
Sajete i bigetse ts abasira, jewa ne jatana u yaga je yuwöwarö tka gepi wayana, mané kuöwöyë saje dëltë sögötöra jene waiwa jenewá sergé Sibö yabalá jewayërö Jilé bikölë satë yuwöSaje ksö, saje bul sigö jerö kápage sikírama, kajerö jañaglö guna, köwakbölöglö guna, sa sigëbölöwá jete kápagé taí je mája tana manebi jilé bëna je tsönarö, manebi yabá je korgerö, je paukö, manebi sa nul je pabutregerö siwawa jawawate, jeska sa sigëglöwa je siwá kulamá, dualköye köbatwa, dualköyë aletel, kögi, manebi sa juiglei je katá tiegene isulá ka skané.	8. ~~~ Arte y culturaLa música espiritual indígena es sagrada, los cabécares le cantan a todos los elementos de la naturaleza, el nacimiento de un niño, o la despedida de un difunto, con cantos sacros del jawá, el sacerdote que se impregna de lo sagrado, su musicoterapia despide una persona que murió.
Sa cabecarwá, jewa ka mik, ka ñáyikira sajertsö je mege jataná sa blenawara sate jilé selwí, jilé babawa je wablá ji kagi jera je kiané je pagö ñawösiga, ñakkërama i sakawa ia jerö kau tsëna bëna jewawá, jerö sa ña páktöje.	Los Cabécares, tienen la costumbre de tener a alguien de su confianza a quien le cuentan todo lo que hizo en la tierra, sea bueno o malo, para que cuando muera, en presencia de la comunidad, familia y amistades escuchen los relatos.
Ksöglö klolé jewawá kápaké juñér taí, jete ba ksë je washerö, jenerö sa nul je juiglei je patkömine i Sulá ka skané, mai Siböwa sa metölö kuöwöyë je keiskane, jené kiané pakana siwawa, sa kiané böina, julá jiena diglö yabalá batá kiga mai sa juí je tkögejunska, je ka suanaklö, je shkörami ñawösika.	El cantor ceremonial tiene una función importante, pues interpreta canciones litúrgicas, para orientar y despedir el espíritu del difunto que regresa al lugar eterno de donde Sibö lo trajo al principio como semilla, por lo que a través de los rituales litúrgicos y de curación se habla de ríos peligrosos por donde pasan el alma del difunto, al cual acechan espíritus.
Ksë je wapagerö taí: Bulësiké: Jerö sa sigëglöwa jewate manebí jiléwa tso bëna je pablë siwawá, ksëwa; tara je bëna kápagë je meljatana Siböte sajewa suná sa ña pasigöglö, s aña kimaglö, jilé taí je sewei pablöglö, ju yöna spanara je pablö, je sulétiö, je paukö, jené watie gerö skiritke, sa julá jiermar sa klawa bák batagíga dölöi wöchaga, je wamble erö miga sa dalí je töbiegera, miga sa dalí je wörmar jera, miga yabalá duluna je konara, jeska siga pakërö.	En cuanto a sus danzas podemos citar: La danza del Bursiqué: máxima expresión dancística; enseñada por Sibö que la dejó para que los indígenas lo bailaran cuando se realiza alguna actividad como la construcción de la casa, un rancho comunitario, cuando se siembra, y se recoge la cosecha, para el nacimiento de un niño, entre otros.
Bul je sigegerö wata shkiritke, sögötö jera jayiwa tögapa aláglöwa jewané i tsa tiermarmirö, jiewa julá jiöké ña bák batá kiga, je watiermar jená, jeska jiewa je koyirmar ñawössë, jebi kawö menajataná sajewa ia, sa senaklö böi ji jishögö je batá kiga.	Consiste en que hombres y mujeres forman un gran círculo marcado por sus pasos, que simboliza la solidaridad y la pertenencia a la tierra.
Je sa bul sigögera dishkota je tso yana sa klewawa.	Esta danza por lo general va acompañada de chicha u otras bebidas.
Maísalera sa bul sigögé sabakwa, acordeónwa, guitarrawa; ka jerö saje dalí bulanaglö atara ba bulardö je kuegi sate i tsegemi sa ñakimaglö ba kanérama, saje ditsö ñawödulawá je bulanewa, jira sa kalawate jilé bëna sikua jewa bular je watiegé.	Se realizan algunos bailes con instrumentos de música de otros pueblos como el acordeón o la guitarra; la forma de bailar entre varias personas tanto nativos y pobladores de otras comunidades, con estilos modernos de bailes que aprenden generalmente los jóvenes (sincretismo).
Jira, sa kalawa te satë yuweké krórama, je yuweké jishökö muleiwa kie u yaka, jené yöle sa sigëglö wate je kieterö sakawin ualiwaglö i sakawa ia, kalabë jiewa ia; jené batá kiga jiewawa ka juñér taí, kápakë, jérbiké.	Ahora bien, respecto a la artesanía, se utilizó el barro por los antepasados, para la creación de vasijas, ídolos y otros objetos, encontrados en los pueblos, por sus pobladores; ha permitido conocer parte de su historia, tradiciones y costumbres.
Je sigëglöwa je satë, je dalí je kole jenewa jiewa sawe gé jibö je yöle jiewa sigëglöwawá, mané kaweiska, bikö jewa duas tso, jeska i jërké jibö siwei je yuwá jiewa sigëglö wate, manebi jiewa kápagá, jile bigëtsaite.	Por la época en que se encontraron, también permite conocer el grado de organización que tenían y su misma jerarquía ancestral, según los objetos encontrados.
Jirö böi je shaite, je bigëtsaite, manebi i sená ñara. ~~~ Saká win ywaite jerö wata, tëita, kokobö lo jibö kuekirö.	Comprende los elementos que identifican diversos valores relacionados con el comportamiento de cada individuo, inmerso en la sociedad.
Kal kichá kie janá jana jewa ite jilé bëna yuwá jiböne je kierö, je tso taí kalyökö dikinaka, jishtö je pagaite, jiro kueki je yuwaite, ekla ekla jerö siwata, paketa, manebi i nuwaite diglönaka, manebi ite i pachaite.	
Kokobölö yuwaite dalí je tsoglö, jöglö ka kuawa dömi, kalwö tsolö, daliwöglö bölöglö.	Elaboran objetos variados, según sus necesidades, como canastas, jabas y cestas.
Manebi ite je kane waite, je pasigaite, je ksiwaite, wö pashtaite, je balaie Jemi ittë mewö yuwaite wayana, juriö je kaku yöglö, jaba, jabá je yuwöglö, tka juriö sigöglö. ~~~ Jemi sa sigëglö wa te kipö, jametö yuweké ktsali kuöwa.	Los materiales usados para confección de cestas abarcan el bejuco, sóksha y bejuco negro, el cual solo se encuentran en el bosque, lo dividen en varias partes y se dejan en agua hasta que se suavice y pueda ser utilizado.
Jewa yuwegé molëwa ju kal kichi jemi, jerö bárama sa shtrinaglö, jelbënaklö.	
Miga sa kalawa datsé sa yulö jera jiewa jiegecha kipö jenaka, i jelbënaklö böi tsánasi.	Las jabas se utilizan para transporte de productos como tubérculos y de almacenamiento.
Jirda je kané wayöle je watorgé inaglöwa, je tso taí jera je tseemi watona mai pë tapargé taí jewa ska. jiewa sigëglö wate, manebi jiewa kápagá, jile bigëtsaite.	La forma de utilizarlos, es sobre la espalda con el apoyo de una faja natural, elaborada de la corteza de mastate y se sujeta desde la frente.
Jirö böi je shaite, je bigëtsaite, manebi i sená ñara. ~~~ Saká win ywaite jerö wata, tëita, kokobö lo jibö kuekirö.	También se han especializado en la elaboración de jícaras para usar como guacales y otros utensilios como soperas, platos, cucharas.
Kal kichá kie janá jana jewa ite jilé bëna yuwá jiböne je kierö, je tso taí kalyökö dikinaka, jishtö je pagaite, jiro kueki je yuwaite, ekla ekla jerö siwata, paketa, manebi i nuwaite diglönaka, manebi ite i pachaite.	
Kokobölö yuwaite dalí je tsoglö, jöglö ka kuawa dömi, kalwö tsolö, daliwöglö bölöglö.	
Manebi ite je kane waite, je pasigaite, je ksiwaite, wö pashtaite, je balaie Jemi ittë mewö yuwaite wayana, juriö je kaku yöglö, jaba, jabá je yuwöglö, tka juriö sigöglö.	
Jemi sa sigëglö wa te kipö, jametö yuweké ktsali kuöwa.	Fabrican hamacas elaboradas del árbol de burío.
Jewa yuwegé molëwa ju kal kichi jemi, jerö bárama sa shtrinaglö, jelbënaklö.	Estas se atan a los postes o trocos de la vivienda, sirven para descanso.
Miga sa kalawa datsé sa yulö jera jiewa jiegecha kipö jenaka, i jelbënaklö böi tsánasi.	Si llega una persona especial a visitarlos como un awá, lo sientan en ella, para que descanse.
Jirda je kané wayöle je watorgé inaglöwa, je tso taí jera je tseemi watona mai pë tapargé taí jewa ska.	Su venta representa una gran fuente de ingreso, las elaboran para llevar a los mercados artesanales nacionales.
[END OF CHAPTER].	[END OF CHAPTER].
[NEW CHAPTER: CAPÍTULO 2 , DOCid=1, lang=bzd]. ~~~ Ka pja siwei Entre los ríos se citan: iglö shanaka: elire jemi nimei dölönasi kie tiburón Diglö Sixaola jemi i- julá katáwa kie Xilore, Tshi jemi Urén jemi siká: Lari talaeké je diglö, juëla je jargate siwaki, Arari, Iberi, Dapari, Duri, Coén.	
2 Cultura.	[NEW CHAPTER: CAPÍTULO 2 , DOCid=1, lang=spa].
	D 1. ~~~ Geografía Entre los ríos se citan: Teliri o agua del tiburón, Río Sixaola y sus afluentes Xilore, Tshi y Urén (Urén y otros: Cori, Lari agua del trueno, porque cae como desde el cielo, Dibus, Arari, Iberi, Dipari, Duri, Coén. respectivamenteExtensión Habitantes LocalidadesBratsi16.
Población CabecarUbicaciónProvincia –Cantón Distrito Telire LimónTalamanca Tayni Limón –LimónCunabri, Moy, Cinacri y CureyNairi Awari Limón –CartagoMatinaSiquirres. ~~~ Turrialba:Tres EquisPacuarito, Tayutic. ~~~ 5.	260 ha 650 habitantes Alto Telire, Gavilán Canta, Bella Vista, Mesa de Piedra, Lli, Chiquey, Blurere y Rancagaye, China Kichá(ubicada entre el Progreso y Gavilán Canta), El progreso, San Vicente, San Miguel y SibujúValle la Estrella16.
038 ha y 8862 m22.	216 ha 1.
Sa siwá.	700 personas Cuen, Alto Cuen, Boca Cuen, Calveri, Xicalar, Jabuy, Serere, Suruy, Tay Tawa Psara Baja, 2.
I. kapake je washeite, manebi sa serdö, sa kápakö jemi bëna washe jerö sigëglö jawá je siwá, ji Costa Rica jewate i kierö dokona “Sukia”.	CulturaFundamentan sus tradiciones, costumbres, narraciones y leyendas en la figura del jawá que se conoce en Costa Rica como “sukia”.
Jiewanerö sa tsakuí sa wötso sa julaji ö je patkeldö Siböte sa paktö manebi ka bëna je tonanegërö , manebi sené ñara; jiebi jeska jilé wablerke bëna je washö je pagö mai sa ser keska.	Son los guías espirituales enviados por Sibö para que respetaran la naturaleza, las normas sobre vivir en sociedad y con la naturaleza; también opinan sobre acontecimientos importantes de cada comunidad.
Jiegepi, jútsini bëna yöle je yugerö kakö ts sa kalyönaka.	Además, tradicionalmente el patrón de la construcción de los ranchos se basó en el uso extensivo de los recursos naturales.
Mai ijiewate jútsini yuweke jerö kábatana, ka kuli jemi, jemi diglö yabalá je katkemi, mai diglö wöbalá dögesan ska.	Los lugares donde construían los ranchos estaban cerca de las colinas y de las quebradas, ríos, ojos de agua.
Jené kuegi jiewa seneldö kamí karö ñagichami guna.	Estas condiciones incidieron en la estructuración de un patrón de asentamiento disperso.
Jiewa segerö, jeska kiané taí shabarbë dali watköglö, dali töbiöglö, je kane waito maitö mai jiewa je damiska, jiewate nimá je yulegé, kalw ö yulegé ñana katana.	La ubicación, necesitó de grandes espacios para la agricultura itinerante, para la caza, la recolección y la pesca.
Jiewa ka je balatiegé ñaia jerö kalbatá jene piri töbiegé i. sawoglö manerö sa kalawa charö atá manero sajeicha, je balatie gerö mamaworkua piriwa, je patarö babálirama.	Los espacios se delimitaban por medio de árboles como el cedro o el ceibo o por medio de hileras de caña india.
3.	3.
Sa wögriwá ña klolé. ~~~ Duas 1821, sikua ña yasa Kabar ska, ka iña bugena ia saje sajertsö wara Kabar, sikua jete saje sua selwí ka kata, ka jérbigöta, saje ditsö jewawá ka juñér taí, ka juëné sikua jewa wögí.	Orden jerárquico ancestralEn 1821, los españoles se retiran del territorio de Talamanca, no pudieron doblegar a los Talamancas, principalmente porque menospreciaron su inteligencia y su altamente elaborada organización social y religiosa.
Sa wögriwá ña klolé. ~~~ Sa siwáUseglawá jerö saje distsö je wögriwá jewa nerö sa pasigörö, sa kanewö, tögapa jawawá je ñayuwá sa ttëi shö jewawá yöna taí sa paukö siwawá.	Los Useklas fueron los máximos sacerdotes nobles de los cabécares, superior a ellos, posteriormente se habló de los chamanes con gran poder espiritual y luego los jawá.
Ka je keweskara je tsoiwa balatële i wuwua ditseiwöwá, sögötö sa wögriwá taí jewa cha, jewawá net esa yuwe gerö, sa páktegerö, jiewa sigëglöwá serdö bárama ikalawara.	El territorio estaba dividido entre los distintos clanes indígenas, uno de ellos es el clan noble que prepara a sus habitantes a estudiar, son inteligentes y tienen una relación fácil con la comunidad.
Jebi jiewa wötkerö, jawáyë:jerö sa böinewo warö, sa julá j iö, sa tsátkö, jiewa jenete jútsiní je pagé bawa rö, sa nul je pabutrö jemi sa juíglewa je paktö, je julá jiö.	En ese orden, está el jawá: médico, historiador, orientador espiritual, que goza de lo sagrado, actúa dentro de la casa cósmica, curador por excelencia del cuerpo y espíritu de los cabécares.
Je sigëglöwá seneldö ka kie Kaspa, jiewa je shkörö jérbikéwa, biköjkë i tsaitera ka tsö selwí i batá kira, ñarieke, ñakpe, jilé duë selwí datséra je köjiö sa kiga, i, datsera, jet esa wökpe gera jewa yiga.	Viven en San José Cabécar, actúan con su sabiduría cuando sienten que está amenazada la población indígena con guerras, epidemias, plagas o catástrofes naturales.
Ø Sa wögriwa klolé tabar Sa wögiwa, sa tsakuwá je tso tapardö ditseiwöwá, jewa mardö sa mina je kanega, je ditseiwöwa, karö sa kaga kanega guna; je kleiwa, je siwawá sa sergé ñara, sa julá batsö ge warö.	La organización social se fundamenta en el sistema de filiación de clanes, que siguen la línea materna, no del padre; genera la estructura familiar y los intercambios matrimoniales.
Jeska jishögö tso wamele janá janá kuawa iwuwua wa ia, jeska ishkabalöké je wa wöna jera je balatiegé ñawuáyaka ñabö ia, jerö yana, katana, jebi jiewa je ia Siböte ka meneljatana sena ñara.	Tienen un área determinada para el uso de la tierra, donde desarrollan la producción de los granos básicos, tubérculos y crianza de reses para su alimentación, además asumen responsabilidades para el uso racional de los recursos naturales, respetando las reglas establecidas por Sibö.
Sajete ishera, sa kalawa sergé China Kicháwa, Progreso, San Miguel, Sibuju jewa bëna datërö dia ka kie sökwa, jewa senachawá jeska rö.	Por ejemplo, en las comunidades de China Kichá, El Progreso, San Miguel, Sibujú están conformadas por familias que llegaron de la Zona Sur y se establecieron en dichos territorios.
Jiewa dokcha taí jishögö je tëishö, jera jishögö taí tso rö sikua bulú taí je julanaka, tögapa ñerö sa tsaguwá klonaka Asociación de Desarrollo Integral Indígena jenaka, jewa jete k a wökuchí tawasa: jene ianawarö.	Daban una lucha por obtener las tierras, en manos de personas no indígenas y con la creación de la Asociación de Desarrollo Integral Indígena, empezaron la lucha. ~~~ Finalmente lo lograron: se declaró reserva indígena.
Ale sajertsö je kawa ka tawa ia, jewa jishögö wökuchi kaku mena ia wa töbina.	Algunos pobladores que no tenían tierra, se les otorgó una o dos hectáreas, para sembrar.
Iwuawuate ishe sikua bulú taí jewa ne ka taí bakalesa klolewa vaca wa ia, tögapa iminejun, jene wökuchila balá tëna sa kalawa distö wa ia rö. ~~~ Sha . .	Cuentan sus pobladores que un empresario no indígena poseía grandes extensiones de tierra para la ganadería y tuvo que abandonar el territorio, pasando los indígenas a ser dueños de dichas tierras y a fundar las comunidades mencionadas.
(Domingo Reyes Estrada, 2013).	(Domingo Reyes Estrada, 2013).
Ka ñayigi jera sa sigëglöwa je ña tapalé tsánasi, sögötö sa wögri taí jewarö Useglawá jewarö dölöita taí, oloita taí jewa nerö sa wögriwá siwarö, jewa ia saje distö i kalawa je kawöta dalí wö, yakewö je ma kecrá, jemi jaw á jewa ia; taí jiewa je oloirö, jiewa yöle taí je kuegi, atara je siwa je meljatana rö Sibö jenete sa tsatköglö bëchi selwí je köjiö sa bata kiga, sa yiga. ~~~ Jawawá je juërdawa i datsi kuegi, jiewa ña pajiörö kuawa kegra, jemi jirö dalí tsoglo tsinele je dam iwa kichá tkele jene i te sia wö damiwa, i tsaku batá kiga jile molë shkirírama kal tcheiwa babá jeshtöwa jska du kö tkelega i tsaku batá Kika.	Otro rango dentro de la organización social, es la conformada por los Uséklar, sacerdotes nobles y guías espirituales, a quienes se les brinda tributo, así como los jawá; les tenían gran respeto, como la máxima autoridad de alto rango, dotados por poderes especiales y sabiduría que les da Sibö para proteger a los indígenas de seres sobrenaturales malignos Los chamanes se conocían por sus atuendos y uso del bastón que andaban siempre, así como un pequeño bolso en que guardaban las piedras mágicas para hacer la ceremonia de curación; en la cabeza se ponían coronas redondas, elaboradas de corteza del árbol de mastate con plumas. ~~~ 4.
Naglö tëi Ka ñayigi jera sate jishögö jene wa ñegerö sa senaglö takírama sa yaiwara, sa kalawa ra, je kaska sa sigëglö wate jishögö wañe gate tka, je wa kane wegerö tulú wa, jebi jishögö wa shkabele gerö, jera ba iwa wördö taí.	EconomíaDesde tiempos ancestrales la agricultura es la base de la subsistencia de la familia, por lo que para trabajar la tierra, para sembrar, aprovechan las posiciones de la luna en la preparación, la siembra y la recolección de una buena cosecha.
Ka ñáyigi jera sa sikebölöwá je shkabalörö ñara, jiwa ña kima taí, jemi jilé ñana je kaku mege ña ia.	Comparten el trabajo entre las personas de la comunidad, así como la alimentación.
Miga samar shkabalö jera sa kawöta batsö báwa tköu, je wable kerö dalí töbia sate watká sate je wönaglö taí, jené diei yegerö kegra, miga jishögö je kane wemar satera, jerö betsetsana taí.	Según cada etapa del trabajo realizan ceremonias con rituales para tener mayor producción, como la preparación del terreno, la siembra y cosecha.
Jebi, yëriawa migé yëbölö, nimá kugö, jerö betseita, jerö siweita, jenera sate i kaku ketemi warö, ji lé wa wege sate jera sa kawöta batsö énasí kalabë sa yaiwara.	Así, la caza y la pesca constituye una necesidad fundamental, fuente de las proteínas en la dieta diaria de la familia.
Jera ka tso bi sa Kika, sa kawöta diglö shkalwa, kalyögö oloitsö jera jilé bëna je tsö bárama.	Obtienen del bosque y los ríos lo necesario, así viven en armonía con la naturaleza, como parte integral de ella.
Jiewa shkabölöro keweitara, karö kegra gua, jerö tulú wa, jebi jishögö je wa kane wekerö.	Sus actividades las hacen por períodos, de acuerdo al ciclo de la agricultura.
Sa dits ö je kate bëwák të keana ka wata, sawa ijuñér bëna rö wakeita, je kuegi ilé bëwák tëgewa ekueta, ka weige guna, jera kai iwagë je ulur, at ásate bëwák iweigara iwagë sa malechera, sa ñakpora jiera, sa weerda jeska. ~~~ 4.	No matan por placer, porque ellos, también tienen un dueño, por ello si trata de matar un animal y no muere, la creencia es que el dueño de ese animal se enoja y cuando muera debe luchar con los animales que hirió, no dejando que llegue al lugar de donde nació.
Naglö tëiaKa sate bëwák teguna keanabö, kalabë bëwák jerö wagëta, jera miga sate jile ka dunewa jera i wakei ulurdaga taí, jera saduawa, jera sa juiglei je wueerma taí jera k asa dömita mai sa Sulá je ka ska. ~~~ Jirda, saje ditsö je ñakpö gate sikua wara ka kuegi jiewate sa yiga ka begesa, je uköskara béwák bëna je tuawerawa, teölomaite kalabë, namá je kulitö kuegi, bëwák kuö, bëwák dulá kuegi, jiewate ttë taí tso parruöglö ka dölö tseite, jiewa kawa je oloita ani.	Hoy día, los indígenas libran una gran lucha con los no indígenas pues invaden sus territorios en busca de animales silvestres como los leopardos, dantas, venados entre otros, para cazarlos, generalmente para satisfacer sus capacidades de cazadores y obtener de ellos, la cabeza, piel o cuernos, a pesar que existen leyes que no cumplen.
Utilizan armas modernas para la caza Jirda ditsote pë sikua moklö jené tsone jira yëbölöglörö jete bëwák tso kargi dikinaka je ewawa kalabë, jirda ke bëwák je guna ta ia kargi dikinaka, Je sta, sa kawöta bëwák jurbö wa je tsikinewa, je kebiwa watoná, atá maískalera bëwák karböwa je katana bítaba juska jebö.	Utilizan armas modernas para la caza y a veces parecen carnicerías sangrientas que quedan en los bosques sin control del daño causado a la naturaleza.
Sa sigëbölö wate ishe bëwák karbö je yag á karö watorda guna, jira sa weer ibatá giga, sa wötër je kuegi.	Del mismo modo, se hace una distinción entre el uso de los animales domésticos y los animales silvestres.
	Los animales domésticos como el chancho o la gallina sí se pueden comer pero también comerciar, la carne de los animales silvestres es solo para el consumo familiar.
3 4. jilé bëna tso ñara Biodiversidad.	Si ellos los venden o hacen algún tipo de negocio van a ser castigados por los dueños de los animales.
Ditsö cabecarwa ia, jilé bëna tso ká diginaka, je mai jiewa tsoska jerö jiewa ju, jerö jiewa senaglö, jeska karö ba senaklö, sa tsër ba, jeska iwakei kie Duawalkö jete je tkönanege ba, je bëna jerö tëita, manebi kal je tiegerö, bëwák 5. jilé bëna tso ñarayule gerö ñaia kalabë karö eglab ia guna, ka sawá e oné mané sa ia iyinabi jera sa weigerá ka yöbite , jera duë datsé sa kiga taí, jera sa tuarmar, duë shanaka.	5. ~~~ BiodiversidadPara los cabécares, los recursos naturales y el bosque son como su casa, lugar donde encuentran salud y donde viven personajes que los cuidan y les establecen reglas de cómo deben utilizar su entorno natural, sean animales o plantas, quienes no tienen un dueño individual, para tomarlos deben cumplir con reglas generales para la colectividad, el que no lo realice así, se está exponiendo a que se sufran desastres naturales, epidemias y otros males como enfermedades.
Jebi Siböte ka wö mel jatana sa ia, sa kawöta je kugö, je kanewa ñawösika, ñakkë je washeké sa yabala ia biköle ia.	Así Sibö dejó las cosas para los indígenas, para que lo cumplieran, respetaran y lo enseñaran a las futuras generaciones.
Kal tso bëna jerö balatëlë kuawa: male rö katana, juyë yöna, pepeliyë sa böinewaklö.	Las plantas se dividen en tres grupos: plantas comestibles, productoras o maderables y medicinales.
Bil jilé tso ñana, katana, guyana, jewa kal kö, kalwö jewa kierö bla k arbö, je wö, je kö, i kuö je aliwegé mai sha shkaná, sa biganá je böinewaglö; atara je aliwe gerö tsánasi ba buë diglö balwa, je kali jerö sa ju pabutroglö, datchá jerö ba ju je klo pabatroglö, ju ñakjiöglö, je köjsil, iwörkua je yuwegé sa tsaku katayë, atara dachá kuö je butrgé ba shkiritkë daliwö, kalwö je bölöglö miga isiwa pjoramara, jekkëpa dachó klö je tso sigëglö wawa ulúyë duë mei yuwöglö, jáknama mei yuwöglö, jero ttë siwa kibí taí shtöglö je kiga.	Entre las comestibles, se cuentan plantas de usos múltiples como el jocotillo cimarrón, del cual comen los frutos y cogollos de la corteza sirve para limpiar heridas; la preparan sumergiéndola en agua y una vez que se cuece se puede usar; la madera se usa para cercas y construcción de casas, balsas (Ochroma lagopus), para hacer paredes, para cuerdas, las flores secas para almohadas, la madera seca para recipiente de granos, los troncos se dibujan en el rito de la curación; también como medicina para la piel, goma o resina para ciertos usos, madera para cercar.
Jebi, ksagichá kie To klasku, je baglerö a yköglös a diglö batagika atara je yuwgerö ksagichawa tani Ka bar ska.	Igualmente, el bejuco Pata de Pava, se usaba para amarrar puentes de hamaca en la Alta Talamanca.
Jiebi, bëwák tso karböwa, ji sate ishera jewa ka guna taí, naí, jemi namá, konó, tkabë, jemi taí i sigá je ka guna ia.	Por otra parte, las plantas madereras se encuentran en los bosques primarios y se utilizan para la construcción de las casas y alguna artesanía.
Je bëwák sergé kábatana, diglö tkömi, digö yabalá je pami, jeska iyabalá j uargé, kal nul jenaka, ka janeina, kal cheinaka.	Además, respecto a los animales silvestres, muchos de ellos se encuentran en peligro de extinción como la danta, el tigre, tepezcuintle, serpientes, coyotes, entre otros.
Male i chulwa tso ia, je ktegate sajertsöte, konobi jemi taí siga bëwák ji sate i shera ka je guna jia yë sa ka jarga.	Viven en la montaña, cerca de los ríos y riachuelos, hacen sus madrigueras en árboles caídos o en los huecos de las raíces, con varias entradas.
Konó je pjarö bárama: iwuwua ñawögé je ñegene iwuawua tene, jerö –wuauwua dular, atara i yagé je katalá ba malárama.	Algunos de ellos todavía son cazados para consumo de carne en las familias como el tepezcuintle o aves silvestres.
	El tepezcuintle tiene una característica muy particular: las heces se las vuelven a comer y a digerir, obtienen muchos nutrientes de ellas y por ende el beneficio es para la familia que consume tal carne.
Male ditsö jewa ña wödulawá i kibiwo, itsikinewo yaga katana, jerö böi jenera k asa wödular taí ikabiwa, i juanewo, jera kai ijenawá.	Es importante mencionar que sus pobladores consideran que los han criado para el consumo de carne de una manera hábil y sostenible pues nunca han puesto en peligro su existencia como especie.
Kasirí, je kie male sa kawate “köchi karböwa”, jewa kesigayë ser selwí, takí, je yik wajalar ka komí, atara i wöbala jene ka wa juër böirö.	El saíno, también llamado “chancho de monte”, fuertes y agresivos desarrollan fuertemente el tacto y el oído, no así la visión.
[END OF CHAPTER].	[END OF CHAPTER].
[NEW CHAPTER: CAPÍTULO 3 , DOCid=1, lang=bzd].	[NEW CHAPTER: CAPÍTULO 3 , DOCid=1, lang=spa].
L CAPÍTULO 3 1.	1.
Ser ba, saje pepelí tso sawa idëlyë a pepelí tso sawa idëlyë je yulegerö kádiginá, kalyögö shanaka, jeskane itsoro, jenewa sa ñaböiwagerö, je pepelí yegerö tsanasí wöböiwa atara jira sa suleweite.	Salud: medicina tradicional a medicina tradicional se basa en el uso de plantas naturales, extraídas del bosque, para diagnosticar y curar enfermedades suministradas con la dosis correcta.
Ser ba, saje pepelí tso sawa idëlyëKöl köta matka: je kö aliwegé sa jukewaglö miga sa kirer gera.	
Duwaskö: Jerö yana ñadölör ki.	
