[NEW_DOCUMENT: DOCid=4, lang=gym, DOCNAME=El Mundo Ngäbe: Entre Costa Rica y Panamá].	[NEW_DOCUMENT: DOCid=4, lang=spa, DOCNAME=El Mundo Ngäbe: Entre Costa Rica y Panamá].
Meden kisete jie ngitete gwairebe jogrä ye Sixaola nementäritä Río Cocle de Norte konti nibitre oro ne tigue mentogwäre.	Indudablemente, había una abundancia de oro, en el área, razón por la cual toda la costa desde río Sixaola hasta las inmediaciones del río Coclé de Norte, consideraba una zona de comercio, que atraía sin lugar a muchos comerciantes de la época.
[END OF CHAPTER].	[END OF CHAPTER].
[NEW CHAPTER: Características Socioculturales: Salud, Alimentación, Infraestructura y estilos de Vida.	[NEW CHAPTER: Características Socioculturales: Salud, Alimentación, Infraestructura y estilos de Vida.
CAPÍTULO 3 , DOCid=4, lang=gym].	CAPÍTULO 3 , DOCid=4, lang=spa].
L1.	J1.
Ni bren ñakaa kkrägai miga gare täte ni ngäbei ni ñö ngrabare gare ietre erato, nünandre ñö jodron nire madabe, kä tiebien nebtä tä ragare i erato. ~~~ Ye nitre umbre köböite kugwe ne gare tä te.	Saludos pueblos indígenas han desarrollado un conjunto de prácticas y conocimientos sobre el cuerpo humano, la convivencia con los demás seres humanos, con la naturaleza y con los seres espirituales, muy complejo y bien estructurado en sus contenidos y en su lógica interna.
Ni Ngäbe ne bari, tä noin raire, ne ñan nobtä aune, ja ngubua gare, ja krägai migatä kuin, ja bointä tä te, ne ñan ñöbtä aune nunantä kuin Kä kri tibien nigwe nebe, aune ja migata täte erato.	Mucha de la fuerza y capacidad de sobrevivencia de los pueblos indígenas se debe a la eficacia de sus sistemas de salud tradicionales, cuyo ‘eje conceptual’ o cosmovisión se basa en el equilibrio, la armonía y la integridad. ”
Meden kisete ni dite, ni krübäte sribire baliente jagräNitre ni krägai migaga ye tä ja totigue jodron käsentä yebtä , ye kograbtä , kri bulu btä , kri ngätri ye meden btä , tätre krägä den kratibe nitregräKugwe gare nitrei ye ruäre tä dirire, monsotrei mrägatrei, ne krwere abugon kugwe ne ñakä readrete kugwe kuin abugon, nitre umbre ruäre tä niguen ben jabe.	(OPS/OMS 1997:13). ~~~ Los médicos tradicionales y las plantas empleadas, pueden aliviar o sanar todas las dolencias y enfermedades presentes en las comunidades indígenas.
Kugwe ne ñan ni brare aibe krägue ye ni merire tä ra krübäte biti erato. ñöbtä ni kite bren, ye ni nire ara ngite Chui motori tä bren tigue, jodron komegome sribetä kwe bti ye ñan bren krware ai kite ni murie kete.	Además, el conocimiento tradicional no está siendo transmitido a las nuevas generaciones.
Bren tärä nagainga ni käite akwa ye jotro ja krägai migatä .	Dicen que cada vez hay menos médicos tradicionales.
Ngöbo ye ñakä bren juen nigra, ni nire ara tä bren tigue jabti.	Vale decir que dicho tipo de conocimiento no es exclusivo de los hombres, sino que las mujeres se han encargado también de ponerlo en práctica.
	La enfermedad es el resultado del desequilibrio del ser humano con su ambiente más inmediato y con las esferas espirituales, es por ello que de acuerdo a la historia se considera que las enfermedades pertenecen a dos grupos: las enfermedades causadas por factores sobrenaturales (encantos, vientos, espíritus, que actúan en forma autónoma o dirigidos por personas que hacen el daño) y las enfermedades enviadas por Dios.
2.	2.
Kraga jateriNi tärä krägä deanga kri jateri, sribigwe tärä kugwe nebtä , Suguia tärä ni ngäberenegwe, sribiga krägä jateri nebe, Ngäbe Panamagri abra suguia, tärä Costä Rica nete suguia ñagare, akwa ni kraga, deanga, tärä krübäte, jateri yei.	Origen de la medicina tradicionalExistencia de especialistas en el manejo de hierbas medicinales, llamados usualmente “curanderos”.
Nitre krägä deanga ye tä jatötigue Ngöbö diebti btä tä ja totigwe jodron tä kä kri tbien nebtä eratoSübrü ye kuin mura juruäregra, ye kitädre kuin bti migare krube biti ñadreNaran mutu: köbö ñan rabadre nie aune naran kä darebe darebe ye otädre biti riadre, aune ñadre kianbe gwä tä köbö den ni ogwäte.	El pueblo Ngäbe tiene los guías espirituales, que son especialistas terapéuticos y líderes espirituales, no obstante en el territorio costarricense no los hay, pero se encuentran curanderos que tienen cierto grado de conocimiento para curar enfermedades con plantas naturales.
Ibia dime: krägä ne kuin, ni tä nemen itrani käin täre, krägue. ~~~ Ye tigarega oto kia biti riadre.	Los guías espirituales eran los que poseían los conocimientos naturales de la medicina, dada por el Dios Ngöbö y ellos trasmitían sus conocimientos a personas mayores para que aprendieran a conocer el origen y el conocimiento de la medicina para empezar a curar.
Biti ñadre krube siä mun kwati. ~~~ Biti bä dera mada ñadretä chi, ni tä be kitetä kuin kwe.	Mucha de la población confía más en los sistemas tradicionales de salud los cuales delega en los curanderos el aprendizaje médico del medioambiente y en los guías espirituales aspectos vinculados con la espiritualidad.
3.	3.
Kraga jateriSuguia tä köbö kite biti, ne kugwe tä nagainga näire, ñakä tä nugue gare aune miga nien suguiabtä ni töe kome ye tä kwä ñain, aüne täbe nemen, drobare kisete.	Plantas medicinales: Jengibre (sübrü) se machaca y se hace un té; se endulza con miel de abeja o con tapa de dulce y se toma para la tos (no se debe hervir mucho el sumo, es volátil).
	Cogollos de naranjo para el insomnio: Se hierven de cinco a seis cogollos tiernos, la cantidad para un vaso se le agrega leche y se toma.
	Cogollos de guayabas: para controlar la diarrea en niños y adultos.
	Se hierven varios cogollos de guayaba y se le da varias tomas al paciente por día.
	La caña agria: para la cistitis (mal de orina).
Kwä migata suguiae ye tä ñauna köbö bägä dego,mägäite aune jodron kome, ni toi kome tä niguen käbare.	Se corta un pedazo de caña agria y se raja en cuatro pedacitos y se hierve, luego el paciente se toma un vaso tibio.
Moden kisete kwa ye krübäte aune utuäte kriSribetä krörö rotäta nötä , aune kitata 4.	Reina de la noche: para desinflamar golpes, se corta un puño de hojas tiernas y se hierve.
Jodron kwetadreMrö ni ngäbergwe ye diguima, o tä dögwä daba, i, sribetä miare btä döre.	Se toma el vapor en la parte afectada luego se hacen baños también con el agua tibia.
	Curaciones: Cuando en el hogar se consume alguna cacería que nunca se ha comido se acostumbra guardar los huesos y las plumas de aves, que sirven para cuando alguien ya sea adulto o niño, no le ha caído bien la carne que comió, principalmente en los niños y que empieza a adelgazarse y no quiere comer y toma mucha agua.
	Es cuando inmediatamente se prende el fuego en el suelo y empieza a echar mucho humo se toma al niño se pasa por encima del mismo varías veces, luego se toma los huesos y se ponen al fuego, cuando están ya quemados se ponen en medio vasito de agua se le da al niño para tomar y así queda curado.
Jodron ne nogatä jökrä ja käiteNi ngäbere käite ruäre hortäliza sribetä, btä legumbre nögat aune kri ngogwä, tärä nögabare krübäte erato.	Existen diferentes formas de preparar las plantas medicinales, por ejemplo en zumo, jugos, ungüentos, cocción, maceración, emplastos, compresas y otros.
	También solas mezcladas, serenadas, hervidas, reposadas, asadas.
	4. ~~~ AlimentaciónLa comida diaria es a base de verduras, producida en sus propias tierras: banano, yuca, tiquizque, pejibaye, el maíz sirve para todo (bebida y comida)En los territorios Ngäbes se encuentra mucho las frutas, legumbres y hortalizas.
5.	5.
Bebidas Tradicionales.	Bebidas Tradicionales.
La chichaDö ye sribe nomene, meguera krörö i ye kitä nomene ñöte, biti mäga nomene krigote, nomene nemen kuin ture aune ugwa nomene, kürübti.	La chichaLo elaboraban desde tiempos pasados hasta el día de hoy, consiste en que se echa el maíz al nacer, en unas hojas, después se muele en un metate con una piedra; se prepara, lo cocinan y lo dejan enfriar, se pone a fermentar en un barril de plástico, o tinaja, después se le echa dulce un poco, y se deja hervir cuando ya está tirando burbujas, es que está listo para tomar.
Biti ria nomene kuin, biti miganomene, tibo biti kitä nomene mrüte, metä re abugon kitätä tänque platicore te, tä ra kite dime aune dibia dube o azúcar kitätä te, aune tä kite kuaga krübäte biti ñatä.	Bebida el cacao es un fruto muy usado por los Ngäbe, desde tiempos ancestrales. ~~~ Lo utilizaban para tomarlo a nivel familiar y en reuniones para celebrar un acontecimiento.
Kwä ngätäNi Ngäbe ye tä kwa ñain jamugore, kirabe noain jatä ni, ye ñatä nitregwe jökrä gwita batä gatä nuaintä näire, blitä mugo.	También recomendado por los médicos tradicionales, cuando pasa algo anormal en la comunidad, que no eran explicable, como enfermedades, porque si se mareaba, esa personas traía un espíritu maligno.
Gwitä jodron käsentä kwetä tä aune kä btä kra migatä , koin kragare, ne ñan nobtä monso ruäre tä nögöite, jodron kisete Monso nögöite gare kuin, ye tä kite krare tä ñö ñain krübäte, ñakä tä nemen mröre.	Se manda a las personas de la comunidad a tomar cacao por 4 noches y a la cuarta noche supuestamente se alejaban los espíritus malos, por ello, es un fruto sagrado.
Ye ngwangware ñögwa bugatetä tibien biti Jodron krä o droin kitä tä ñögwate, biti monso kägatä ngübüebti, ye biti mada, bada kitätä nöte biti ketätä monsoe mada ya biti tä kitetä kuin mada.	La preparación es muy sencilla, se tuesta, se muele se hacen unas pelotitas y en cada toma se pone una pelotita a cocinar.
Krägä sribetä , ba ketäkäbre ye sribetä ñöire sribetä ngatärere, sribetä rebe migare brenbti migatä nigui ja brenbti, migatä toboare, migatä kälu käite dego, riatä , mritä aune kugwatä erato.	Cuando es para ceremonia no se le agrega nada de azúcar, se toma simple, aún hoy día permanece la creencia y les dan chocolate a las personas enfermas.
6.	6.
Dangutú ngäbereKirabe kugwe naganinga kore. ~~~ Batibe meti nugani gwi ni brarei, ni ne abugon ogwäte namani tuin merire ie.	Vestido Tradicional:Desde épocas ancestrales, cuenta la historia: que un día se le apareció una mujer a un hombre que según él creía que era mujer, pero cuando se dio cuenta era una culebra.
Tebrä raire mada gani kwe naune culebraoto nomene ja ba migue ni merire metre krwere Te merire ne nigani, brare ne jiebti nomene niguen, aune ñakä nomene nuguetä jotro gwi, namani mate jiebti aune, nomene kuekebe, kide kitä mi ja ngara, meri madabe ñagabare kwe ie rubone, ja kwitäni kulebra erere kwe, aune tebrä, kwatäni kwe brare no konime ngatäni. niñas hasta las adultas mayores usan los Kulebra ne niganintä kuguen, meri iti ne namanime dan tärä tigue kulebra tärä ne erere, Namani sribero kore, abugon ngwandretä törö jae, kugwe naganinga kore btä.	
Meden erere dan kuguon tregatä jatäri, dän tärä tigatä tuarabe ni braregra. ~~~ Ye kirabe Ngäbe nomene, noguatä sribero danguture jae, juga nomene tuarebe kwetre.	Un día la mujer fue a investigarlo porque él se iba y no regresaba rápido y lo encontró con otra mujer abrazada, se enojó y le habló convertida en culebra, lo mordió y se murió.
Kä ni Ngäbegwe ketä rigue ne konti dan nagwon ne ngwantä jökrä jabtä kwetre. ~~~ Ye monso kia btä umbre umbre kätä ngwen jabtä , ye Casona, Conte Burica, Abrojo Montezuma Osa Alto Laguna. btä Altos de San Antonio.	La culebra se fue y desde ahí esa mujer empezó hacer vestidos con diseños de triángulos como un recuerdo de lo que había pasado y desde ahí aprendieron todos los indígenas hacer triangulitos para decorar los vestidos y los hombres las camisas con vistosos colores”Los trajes usados por los Ngäbe antiguamente los elaboraban de la corteza del mastate, los cuales los pintaban con vivos colores y bordados representativos.
Metare dangutu, ne kogatä jutäte, sribedre jae, dän ye sribetä nga nuguebe ngotogwäte tibien, aune digani toarebe kwetre.	Actualmente en los cinco territorios Ngäbe siempre prevale el uso del vestido tradicional por parte de las mujeres, desde vestidos tradicionales, pero fabricados con telas que compran en las tiendas de los pueblos cercanos, sin embargo entre las mujeres Ngäbe se sigue manteniendo la vestimenta tradicional: vestidos largos hasta los tobillos con decoraciones geométricas de diversos colores.
Monsotro merire bati bati kitetre ja ngwa kite, chui motori erere, metäre ne nemen bare ni ngäbe käe keta rigue te guairebe.	No obstante, las mujeres más jóvenes, en algunos casos, han comenzado a adoptar la vestimenta de corte occidental, lo cual se puede constatar en mayor o menor medida en los distintos territorios.
7.	7.
Ju sribeta ni ngäberegweNi ngäbere ngatäite ye ju ñakä, konime ja ken jogra ye tätre nüne mente mente ruäre. ~~~ Meguerabe ju ye mente mente ruäre. ~~~ Meguerabe ju ye sribo nomene balanbti, suitä bti, ketäga nomene cañazabti, ye jon sribe nomene erato jodron migara koin.	Infraestructura tradicionalOrigen de las casas:En los asentamientos las casas están dispersas entre sí, en la construcción de las casas tradicionales se utilizaba la suita, con paredes de caña de bambú, con techo de hierba y piso de tierra, en cada casa hay una plataforma bajo el techo, utilizada para el almacenamiento de alimentos y también varias plataformas para las camas.
Bitinkä ju sribe jatäni gobrangwe ni ngäberegrä ye “bono de la vivienda” ñieta metare nitre nibira nune jene metäre ju mräte, ye cemento mritäta aune zin migatä biti, ne ñan ñobtä aune, balan, batä suitä kitra nega jogra.	Recientemente con la aprobación del bono de vivienda por parte del Estado se otorgaron para la mayoría de las familias, la construcción de casas con techo de zinc y cemento, pues ya no hay materiales en la montaña maderables para construir el rancho.
Ju sribe nomene tiangular, aune ka ugate nomene ketebukubo gwi, jadugara, aune mröria käi.	Las viviendas en el pasado se constituían de una planta rectangular o cuadrada, utilizada para dormir y cocinar construidas de palma.
Ju bobre te nunanta ngabegwe ñö kuin ñakä. ~~~ Nietä (cama chogwe (1996:24.	Actualmente en los cinco territorios Ngäbe, están siendo beneficiados algunas familias con el bono de la vivienda otorgado por el Estado.
Meguera abra nuna nomene kore, akwa ni ngabe käe ketä rigue konti gobran nibira ju sribere ngabebti, aune kä mendö mendö konti abugon sribetä, krigwatä bti, ye metare ju kite jodron jökrä ben ye ñotra koigra migatä btä ño migatä gwi erato.	Son construidos con material prefabricado y en lugares de difícil acceso se construyen de madera; todos cuentan con los servicios básicos, sin embargo, hay lugares donde no hay electricidad.
8.	8.
Ji ni ngäbe ngätäiteJi Ji ñakä kuin ruäre, nona ngabe konti, ye ji tä nigwen ngwarbe ñu jobete. ~~~ 9. ~~~ Jodron ñadreyo ja di migatä deantä ribti metä re, abugon ngabe bati bati ñakä toibiare, aune kito jerekä be bula tä guete.	Vías de comunicaciónCaminosEl difícil acceso a las comunidades Ngäbe en algunos territorios se da por la falta de infraestructura vial, los caminos se deterioran principalmente en épocas de lluvia9.
Krün nobiti ngäbe nomene ja gain kirabe ne sribe nomene kä töte ngwane, Ye ngabe nnüanga kä mendöbti nomene noi jo kra krünbtä . ~~~ Krün ne kitä tä ni itibe ben ruäre ni käbre ben.	RecreaciónHan rescatado sus deportes tradicionales como la balsería, que la utilizan de diferentes formas; actualmente se complementa con otros deportes como el futbol.
Ye etobali gwi btä etobali kuguoni kätä ja tä gue kwari gwari.	La Balsería sigue conservando muchas tradiciones ancestrales.
Ye ni tä gatä ngure bulete, ruäre n tä gatä bochuinte. ~~~ Krün ye braitä ba rore.	La Balsería, por ejemplo, es un juego tradicional que se practica en época seca.
Krün ne kitä ñakä bugon kä Costä rikägri. ~~~ Meguera.	Varias comunidades se desplazan largas distancias para encontrarse y desarrollar esta festividad.
	Se juega entre dos personas; una de ellas tira el “balso” (pieza de unos 150 centímetros de longitud elaborada a partir del árbol de balsa) y trata de golpear las pantorrillas de la otra persona, quien se encuentra de espaldas con respecto a ella y trata de esquivar el golpe mediante su habilidad.
Krorobtä krün kitä ñakä bugon ningabe kaite Costa Rica, ye chui Ngöbö diriga köböite, ne abugon kugwe no kome ñieta kwetre bata ngabe ta tainmetre, aune ne Erato nitre umbre nonga kugwe no juebti ye kitra niguen jogra, monso bati bati a,,bugonä ñaka kugwo ne toibire10.	En Costa Rica el juego de la balsería se practicaba en Guaymí de Coto Brus y Conteburica, se ha dejado de practicar por motivo de la sectas religiosas y además los mayores que les gustaba este deporte han ido falleciendo y a la juventud actual no les interesa mucho. ~~~ 10.
JatotigaraJatotigadre kuin ni ngäberegwe, ye kugwe jene nigwe ye deantaribtä erato ye kugwe kirabätä, nunanta ño bätä nada.	EducaciónEl mejoramiento de la calidad de los indígenas está muy relacionado con el rescate de sus tradiciones, costumbres y vivencias.
Kä negwane Ministerio Educación, kagwe ju ja totigara ye uganinte, ruäre, sribebare mrä ruäre, ni ngäbe käite kingrabare ye bätä diriga, kugwe jeñe yebtä ye mirira sribire kwetre erato.	Actualmente el Ministerio de Educación ha mejorado la infraestructura de las escuelas en los territorios indígenas, el nombramiento de maestros de la cultura y del lenguaje autóctono, mayor tecnología, como un esfuerzo importante de preservar sus raíces ancestrales.
Ne konti kugwe jeñe nigwe ne bäri rabadre utuäte nigwe. ~~~ Aune kugwe tä sribedre bäri monsotregrä,ne krwere abugon kugwe jeñe ne ñaka readrete nada.	Queda como desafío incorporar mayor tecnología y capacitación para el acceso de los niños y jóvenes de las comunidades sin perder su identidad cultural.
11.	11.
Blita NgäbereNi ngäbe kugwe kratibe ngäbere, aune blita suliare yebti blitata bä räkä ye bäsi 90%näre aune ngäbere abrä 100% täte.	Idioma Los Ngäbe conservan su idioma en un 100%, y el 90% habla el español, pues articulan el castellano con su lengua.
Ne konti sribi nuanta M. E. P yegwe ye kuin aune utäte kri,ne ñan ñobtä aune diriä kugwe ngäbere miri sribire kwe ju ja tötigaga ye konti, ni ngäbere ngätäite. ~~~ Ne kwere abugon kugwe jeñe nigwe ne ñaka rabadre nete nigon,abtä sribidre ja ñäte kwetre bätä.	Es importante mencionar que los esfuerzos del MEP en que haya maestros del lenguaje en las escuelas indígenas para su aprendizaje están permitiendo que puedan conservar su idioma, de esta manera mejorar la calidad de la educación del idioma a los niños y niñas, jóvenes y contribuir con el conocimiento y la comprensión de la cultura, que todos puedan trabajar en conjunto para mantenerlo y hablarlo y no vaya a perder12.
12. ~~~ Kugwe jeñe ngäbere dirita aune migata gare. ~~~ Ni ngäbere kätä kugwe jeñe ne ngwen jakone meden konti Organización ruäre kätä die migue.	Transmisión de conocimiento de la culturaActualmente el esfuerzo realizado por los grupos indígenas de conservar sus tradiciones y costumbres ha logrado que algunas instituciones protejan su identidad cultural.
Kugwe ne migare utuäte kri jae. ~~~ Kugwe nigwe ne ñaka rabadre gaidre nigrä.	“Se debe conservar siempre nuestra cultura indígena debemos llevarla siempre como algo muy nuestro, de la cual no deberíamos avergonzarnos y debemos conservar la naturaleza también porque es nuestro fin, nuestros antepasados amaron mucho a la naturaleza y nosotros debemos seguir también ese consejo que es una sabiduría, porque si hacemos lo contrario haríamos mal y terminaríamos talvez nosotros mismo la tierra o el planeta donde vivimos. ”
Nitre kira kägwe kä kri tibienne tareni bongrabe, medenbtä kugwe mirite kuetre nigrä jatäri. ~~~ Kugwe kome ye ñaka nuaindre kore, ne ñan ñobtä aune ni ne juroaindi erato kä dri nigwe nebe gwairebe kore.	(Fernando Mendoza Palacios Sabio de la Cultura Ngäbe) Gracias a ese manejo y al conocimiento del mundo, de los climas, del espacio y todo lo relacionado con el arte y la naturaleza les permite seguir soñando que la sociedad no indígena les reconozca ese valor incalculable de riqueza de su mundo indígena.
Entrevista Fernando Mendoza Palacios. ~~~ (2013).	Kä Nague, Lugar mítico de los espíritus al otro lado del mar.
GLOSARIOBube: Ser espiritual y temido. ~~~ Chácaras: Bolsos.	Maleficio: Mal enviado por un espíritu en forma de enfermedad o espiritual.
Cosmogonía: Es el mundo mítico; que todo fue creado en el universo por un Dios que les envió dioses buenos y malos; ha sido la importancia de los sueños, donde están los seres buenos y malos.	Ngäbetre:Nikrware es la persona que tiene mal espíritu o mal pensamiento.
Cosmovisión: Es la visión espiritual de ver y concebir el mundo, donde viven los seres humanos, que se interrelacionan con la naturaleza.	Ngöbö que es el creador de todo el universo de los Ngäbe.
Grwä: Claria.	Ngütuäbu Ngutiobo .
Educación para los jóvenes en forma estricta.	Seres malignosTiebbe jakogätiri” (soné mal).
Hoy día no existe dicho sistema.	Reserva indígena.
Gwara: Es el pez mantarraya.	Es el territorio otorgado por el Estado vía decreto ejecutivo.
Gute: El tigreHemay, Hortay, y Olay: Tres grandes ríos míticos, que tienen que atravesar las almas en su camino al más allá. ~~~ Esquivarlo: No dejarse que la otra persona lo toque con algo.	Sukia: Guía espiritual que cura las enfermedades con plantas naturales y los protege de los espíritus malignos interpretando los sueños de los Ngäbe.
Ju es una edificación construida por Ngöbö en un periodo de cuatro días.	
KUGWE TOAGABube: Jodron krübäte bti nitre nomene ja tö den Kra: Cosmogoniai: http://www. ministeriodesalud. go. cr/ops/comunidadesindigenas/http://www. ministeriodesalud. go. cr/ops/comunidadesindigenas/ [END OF CHAPTER].	Ju: Kä nague: Krwa bian tä: Ni krware: Territorio: Sukia: [END OF CHAPTER].
[END OF DOCUMENT].	[END OF DOCUMENT].
