[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Capizcayotl zan otlahuel tlachiaya ica aquin ihuan ohuallaya. —Ye ticmatti que xixicuinaliztli tlatlacolli; tlaticnequi te cualli tinemiz ximotlayohui axan, huan moztla titlacuaz. —Amo nicpía tlen ica nicchihuaz. —Tlen nia timitzilhuiz [oquito citli] nehuatl nicuicaz chiquihuitl nochan, ihuan moztla timitzchía.	La zorra, encolerizada, nada más veía a su compañera. —Ya sabes tú que la gula es pecado; si quieres que te vaya bien [o vivir bien] ayuna ahora, y [ya] mañana comerás. —No tengo por qué hacerlo. —Lo que voy a decirte —dijo la liebre— es que me llevaré el cesto a mi casa y [ahí] te espero mañana.
Capizcayotl niman otzatzic: —Inon amo; quinchihualtía motlayohuizque cicitin capizcayome, amo.	Luego gritó la zorra:—Eso no; hacer ayunar las liebres a las zorras, nunca.
Amo neci canin otiquitac inon. —Tlen cualli timitzilhuiz tía tiquinacizquía mimichtin ipan inin achololli, tiyectlacuazquía ihuan nihuetzca tlen achtopa oticuaque.—Cuallica tlen oticnemilli [oconito Capizcayotl]; zan nenca nocuatotonilía huan amo nicnemilía quénin timichacizque.	No sé dónde has visto eso. —Lo que sé decirte es que si pudiéramos coger los peces en ese charco, comeríamos muy bien y me río de lo que comamos primero. —Está bien lo que has discurrido —le dijo la zorra—; pero en vano me caliento la cabeza, y no descubro cómo hemos de coger los peces.
Onca cehualaquiahuitl. —Que neci amo melac que cente capizcayotl cuacuapitzahuac amo quimatti quénin michaciz.	Ahí hay hielo. —Parece mentira que una zorra inteligente no sepa cómo se han de coger los peces.
Tiquitaz que nehuatl ica notlancochhuan ihuan noctihuan nictlapotin cente tlacoyoctli icanica ticaquiz mocuitlapil; mimichtin apizmictazque, zanque quitazque mocuitlapil quiquetzomazque, imanon tictilanaz ihuan ye ticpiezque mimichtin.	[Ya] tú verás cómo yo con mis dientes y mis uñas, voy a abrir un agujero por donde [podrás] meter tu cola; los peces han de estar muertos de hambre, así que en cuanto vean tu cola la morderán [y] entonces la estirarás [afuera] y [así] ya tendremos pescado.
Omotlali capizcayotl itenco achololli canin oyeya cehualaquahuitl.	Sentóse la zorra a orillas del charco en donde había hielo.
Ocaqui icuitlapil; quichiaya quinquixtiz mimichtin. —Nin mimichtin iihuiantin, amo tlaquetzoma, huan nehuatl ye nicecmiqui; oncan nechaciz ce cualli cocoliztli. —Tía ornan nontlachía tía ye omacique tlen omacizquía.	Metió su cola [y] esperó a sacar los peces. —Estos pescados son listos, no muerden y yo ya me muero de frío; [lo que] voy a coger aquí es una grave enfermedad. —A ver, veré si ya se cogió lo que había de cogerse.
Inon oconito in icuac oquitac capizcayotl ye ocecmiquía: —Xi mocuani ihuan occe tonnalli ticmatizque.	Esto dijo cuando vio que la zorra ya se moría de frío. —Quítate y [ya] otro día veremos.
Omopacho citli itlac chichiquihuitl, open tlacua, tlacua; open tzatzi occente: —Xi nechcahui tlen nohuaxca. —Xi nechcahua man nitlacua huan tía mocahua, timitzcahuiz.	Se arrimó la liebre junto al cesto y empezó a comer, a comer, [y] la otra empezó a gritar: —¡Déjame lo que me pertenece! —¡Déjame comer, y si [algo] queda, te lo guardaré.
Tlen omocan, ocanten chiquihuitl ocuicac ichan citli.	Con lo que quedó, cogió el cesto y se lo llevó a su casa la liebre.
Otemota ica ipan tlatlatelli, oquitletlecalhuilitaya: —Xía, xía capizcayotl, oticnequía noca timahuiltiz, achtopa nehuatl moca onimahuilti. —Xi hualla! cícitli; xi hualla!	Iba bajando por el cerrito y le decía burlona: —¡Anda, zorra; querías dejarme burlada [y] yo me burlé la primera de ti! —¡Ven, liebrecita, ven!
Xi nechquixtiqui canin nica huan timitzmacaz nochi tlen ticnechiitlanilliz! —Aquin mitzneltocatica!	¡Sácame de aquí y te daré todo lo que me pidas! —¡Quién ha de creerte!
Aquin achtopa iztlacati ayecmo occepa moneltoca.	A quien ha mentido una vez, ya otra no se le cree.
Ompa ocehualacuapitzmic capizcayotl.	Y ahí se murió de frío la zorra.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=8, lang=nah, DOCNAME=COCOYOTL HUAN YEYEPATL ].	[NEW_DOCUMENT: DOCid=8, lang=spa, DOCNAME= EL COYOTITO Y EL ZORRILLO ].
COCOYOTL HUAN YEYEPATL .	EL COYOTITO Y EL ZORRILLO .
Cocoyotl ochantia itic itlacoyotl ipan cente tlatlatelli huan ce tonalli oquititla aquin oquitlacualzaquiliaya, quilhuía: —Axan tehua xihuía xictemoti tlen ticuazque noca nehuatl nicochi, ye ticmati nochi in yohualli amo onicoch, oc oniquimpipiaya pióme ipan cente piocalli huan amitla onichin, huan axan ye nicochmiqui.	El coyotito habitaba en su agujero en una loma, y un día le ordenó al que le traía de comer: —Ahora tú anda a buscar lo que hemos de comer mientras yo duermo. ~~~ Ya sabes que en toda la noche no dormí; estuve acechando a los pollos en un gallinero y no logré hacer nada, y ahora estoy muerto de sueño.
Oncan oquiz occente nelli oquitemoto tlen quicuazque; oya, noca occente cochcuacualaca.	Entonces salió el otro para ir a buscar algo de comer; se fue y, mientras, el otro se quedó roncando.
Oncan imán ye oízac ye tlaca huan occente amo neci, quitohua: —Ye tlenon huelliz ipan ye omochin? ~~~ Amo huitz.	Luego despertó ya muy tarde y como el otro no aparecía, exclamó: —¿Qué le habrá sucedido, que no viene?
Hueli nitlatzihui niquizaz.	Siento mucha pereza para salir.
Axan, quenin nicchihuaz?	Ahora, ¿qué haré?
Man notlacualtemoliti.	Iré a buscar mi comida.
Tle nechcocoa nocxihuan, ahuel niaz?	¿Acaso me duelen los pies para que no pueda yo ir?
Oquiz motlacualtemolito, huan oya nenemi, nenemi, huan oacito itic cente ohuacuatlalli huan oquinamiquito cente yeyepatl huan quitlatlanía cocoyotl: —Ya! canin tia?	Salió a buscar su alimento y anduvo, anduvo, y llegó a un cañaveral de maíz; allí encontróse con un zorrillo y le preguntó el coyotito: —¡Ea! ~~~ ¿A dónde vas?
Nehuatl onotlacualtemolico.	Yo vengo en busca de mi comida.
Tehuatl, canin no ye tia? —Nehuatl noiqui notlacualtemolico.	¿Y tú a dónde vas? —Yo también vengo en busca de mi comida.
Axan ye otonamiquico nican; tía tualtopazahuacan tía ticnequi tualtzicuinican.	Ahora ya nos encontramos aquí; apostaremos una carrera, si quieres correremos.
Nican ximomana ipan nin cuemitl huan zan tocepan tiquizazque icuac yexpa nitzatziz, cepan titzicuinizqie. —Ximochía, nia timitzilhuiz, huan tle zan nenca topapazahuazque?	Colócate en ese surco y juntos saldremos corriendo, y cuando yo grite tres veces, juntos echaremos a correr. —Espera. ~~~ Voy a decirte una cosa. ~~~ ¿Vamos a apostar la carrera de balde? ~~~ ¡Ea!
Ya, tle amitla nictlaniz?	¿Qué no voy a ganar nada?
Huan tía nococoltiz, tle zan nenca?	¿Y si me lastimo, será de balde?
Tía ticnequi tictlalizque dan nia nocuilitin, tía ye nitlapolohua timitzmacaz tlen notlacual, huan tía timitztlanilía tinechmacaz tlen tía titlacuaz. ~~~ Zazo quenin ticnequiz, den tehua tiquitoz yehua inon nicchihuaz. —Cuallica.	Si quieres, apostemos lo que voy a buscar; si acaso pierdo, te daré lo que debía ser mi comida, y si tú pierdes, me darás lo que ibas a comer. —Como tú quieras; lo que digas, eso haré. —Está bien.
Ce, orne, yeyi!, Coyotl open tzicuini, tzicuini, huan yeyepatl zan canepa omotlalhuilan omotlaltocac itic cuemitl.	¡Uno, dos, tres!, El coyote echó a correr, a correr, y el zorrillo nada más se arrastró por allí cerca y se metió a su agujero.
Huan coyotl amo oquima tía tía occente yeyepatl oyeya itzoncuac mili zan hueca otlacactaya huan icuac oquizato coyote ye ompon oyehuataya non occente yeyepatl huan oquilhui coyotl: —Tía tiehue occepa!	El coyote no sabía que otro zorrillo se encontraba al principio de la sementera y que de lejos lo estaba oyendo; así que cuando partió el coyote, ya estaba allí sentado el otro zorrillo, y le dijo el coyote: ¡Vamos otra vez!
Quen yez otinechxixili?	¿Cómo es que has ganado?
Tle ocachi cualli titzicuini que nehuatl?	¿Puedes correr mejor que yo?
	¡Veamos otra vez! 77Entonces de nuevo echaron a correr y otra vez ya estaba allí esperándolo el zorrillo, que le dijo: —Ya viste cómo te pasé.
Tía occepa tiualittacan.	Ahora dame lo que dijiste. —¡Ea!
76Oncan occepa omocepan man que oquizquetzicuini huan yeyepatl occepa ye ompon oyeya ye oquichiaya huan quilhuía: —Yotiquittac que zace otimitzpanahui.	Si tanto quieres que te regale lo que dije, espera a que yo vaya a buscarlo, y cuando volvamos a encontrarnos aquí, te lo daré. —¡No!
Axan xinechmaca tlen oticonito. —Ya tía ticnequi huei timitztlacoliz tlen otimitzilhui xinechchía oc manictemoti huan cuac occepa tonamiquizque, nican, timitzmacaz. —Amo!	¡Si quedamos en que aquí me lo darías! —Pero si ahora no tengo nada. —Si quedamos en que aquí me lo darías; ¿acaso eres una criatura?
Tía otiquitoque nican tinechmacaz. —Auh axan amitla nicpía. —Tía otimocan nican tinechmacaz, tle ticoconetl?	Tú ya eres muy grande, tienes juicio ¡y me haces esto!
Tehua ye ocachi tihueyi huan titlacamalactic huan iquion tinechchihualtia!	¡Eso déjalo para las mujeres!
Inon xiquincahuili zohuame!	¡No es propio de ti, que eres un hombre! —¡Ea!
Amo tehuatl, titlacatl. —Ya, tle amo tinechcaqui coyotl? —Ye otimitzilhui nican xinechchía. —Oya xicantetziti; noca nehuatl nican nictemoa cente nenextecuilli nicuaz.	¿Acaso no me oyes, coyote? —Ya te dije que me esperes aquí. —Entonces ve a traerlo. ~~~ Entretanto yo buscaré por aquí algunos gusanitos que comer.
Tía tinech anilitin, xitzicuini.	Si has de traerme algo, corre por ello.
Oquiztiquiz coyotl, zan mocuitlapil otequetzti, huehuetzca.	Echó a correr el coyote con la cola parada y se fue riendo.
Yoquic occepa omocuep huan axan ye quichixtica yeyepatl.	Ya no volvió nunca y hoy todavía lo está esperando el zorrillito.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=9, lang=nah, DOCNAME=CHICHIHUEHUE HUAN COYOTL ].	[NEW_DOCUMENT: DOCid=9, lang=spa, DOCNAME= EL PERRO VIEJO Y EL COYOTE ].
CHICHIHUEHUE HUAN COYOTL .	EL PERRO VIEJO Y EL COYOTE .
Ce chichi huehue ayocmo oquitlazotlaya niteco, ayocmo xictlamaca inin chichi, ye tetlayelti, ye huehue.	[Éste era] un perro viejo [al cual] ya no quería su dueño; ya no [se] le daba [de comer] a aquel perro [que] ya apestaba [y] era viejo.
Otlatlacoya, ayocmo quitlamaca.	[El perro] estaba triste [porque] ya no le daban de comer.
Oquinamic coyotl, quilhuía: —Tleca tlitlacoya? —Amo nitlaqua jbor in ye nihuehue.	Se encontró con el Coyote, [que] le dice: —¿Por qué estás triste? —No tengo que comer porque ya estoy viejo.
Axan ninenemi canican, ayocmo nechtlazotla noteco.	Ahora ando por aquí [vagando]; mi amo ya no me quiere.
Quitohua coyotl: —Xinechmaca cente huexolotl.	Le dijo el coyote: —Dame un pavo.
Niaz ompa teotlac niquixtitin ihuan tehua tiquizaz huan tihuahualoz huan timitzcahuilitehuaz; huan tiquitaz niman mitztlamacazque.	Esta noche iré a buscarlo y tú saldrás a ladrarme y te lo abandonaré; y entonces verás que sí te darán de comer.
Ihuan oya teotlac, huan oquiquixtili huexolotl, huan chichi huehue oquiz tlahuahuatihui: —Hua, hua, hua!	Y llegó la noche y [el coyote] fue a sacar un pavo y el perro viejo salió a ladrarle: —¡Gua, gua, gua!
Oquiquixtili huexolotl in coyotl, ihuan yahui ni teco: —Ay, nochichi huehue!	[El perro] le quitó el pavo al coyote y [entonces] salió su amo: —¡Ay, mi perro viejo!
Yoquiquixtili huexolotl in coyotl!	¡Ya le quitó el pavo al coyote!
Ay nochichi huehue!	¡Ay, mi perro viejo!
Axan xicmacacan cente tlaxcalli titilactic!	¡Ahora que le den de comer una tortilla gruesa!
Ay nochichi huehue!, 86 [END OF DOCUMENT].	¡Ay, mi perro viejo! 87 [END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=10, lang=nah, DOCNAME=XOCHICUALTEQUITCA PILTONTLI ].	[NEW_DOCUMENT: DOCid=10, lang=spa, DOCNAME= EL NIÑO HORTICULTOR ].
XOCHICUALTEQUITCA PILTONTLI .	EL NIÑO HORTICULTOR .
Nelli motohua que onemía cente nantli oquipix iconen imán otlacat huele ochocaya, amo manel oquinequía chichiz, zan onempehuaya choca open inana quitlatemolía canin oquicocouaya huan amitla oquinextilli.	Se cuenta que ésta era una señora que tuvo un hijo. ~~~ Cuando nació lloraba mucho, ni siquiera quería mamar, sólo estaba llorando. ~~~ Su mamá empezó a registrarlo buscando qué podía dolerle y no encontró nada.
	Entonces ordenó su mamá que se le preparase un atole blanco.
Imán otlatitla nantli man quichichihuilican iztac atolli, niman oquichichihuilitetzque in tlen otlatequimacoc nampa noca quichichihuilía tlen quiz piltzintli nican quiyolalía huelle choca ahuel atlamataya zan que ohuccic in iztacatolli niman otzicuinten tlatequipano ocuiquilitihuetz tlen oquizquía in pipiltontli opeque quitlanenequiltía amo oquinequía tlaíz, aquitohuaya huelliz quinequiz motzopeloltiz, man motzopelolti, oquitzopeloltique; nian iquión amo oquinec quiz.	En seguida se lo hicieron como había ordenado. ~~~ Mientras preparaban lo que había de tomar el niño para contentarlo, pues lloraba mucho, la señora madre estaba inquieta. ~~~ Tan pronto como se coció el atole blanco, en seguida corrió la criada a llevárselo para que lo tomase el niño.
Quitohua tlatequipano: Man nic chichihuilliti yeloatolli, oquichichihuilli, no iqui amo oquinec quiz.	Empezaron con mimos para que lo tomase y no quiso; pensaron que quería que se lo endulzaran. ~~~ "Que se le endulce" [ordenaron], y se lo endulzaron. ~~~ Mas tampoco quiso tomarlo.
	Dijo la criada: —Iré a hacerle atole de elote.
Huan zan que nochipa ocachi ochocaya, ye omocamiquía, tlen za ye ya miquiz, in piltzintli, nantli niman oquititla tlatequipano quilhuía: —Xitenotzati in tepati man quittaquí in piltzintli huelle choca huan amo quinequi tlacuaz.	Se lo preparó y tampoco quiso tomarlo. ~~~ Y como cada vez lloraba más, temió [la madre] que pudiese morir el niño, [y] ordenó a la criada: —Anda a llamar a la curandera, que venga a ver al niño que llora tanto y no quiere comer.
Onquiz cihuatl ontenotzáto tepati man quitaqui noce man quitad in piltzintli tlen nozo quipía huele choca: Nin cihuatl oacito ichan tepati, otetlapalo ocalac ichan tepati.	Salió la mujer en busca de la curandera para que fuese a ver o a curar al niño, que quién sabe qué es lo que tiene que llora tanto. ~~~ Llegó la mujer a casa de la curandera, saludó, entró y dijo: —Ya me cansé.
Nin cihuatl quitohua: —Ye onicía, huele hueca tichanti. —Canin timochandlía? —Nichanti techan cente cihuapa tetoca cihua cuetzpalli, onechhual titlanque nelli mitzmotlatlatillia xicmopatilliti te coconen mococoa.	Habitamos muy lejos de aquí. —¿En dónde habita usted? —Vivo en casa de una señora que se llama doña lagartija y me ordenó que viniese a suplicarle a usted que vaya a curar a su hijo que está enfermo.
Tía timuicaz, nelli niman. —Xinechmochilli, ocepan tiazque, nia nictlalliz tlen notech monequiz.	Si ha de ir usted, que sea desde luego. ~~~ Espéreme usted. ~~~ Iremos juntas. ~~~ Nada más arreglo lo necesario.
Oquitlalli itic ichiqui in xipatli; oquizque huan oyaque.	Puso en su cesto todas las hierbas medicinales y salieron y se fueron.
Ocalaquito ichan cihua cuetzpalli huan niman oquitzdhuetz in cococoxqui quenin oyeya; tepati oquintlatlani: —Tlenon anquitia? —Amitla quinequi quiz, zan nen pehua choca.	Llegaron a la casa de la señora lagartija y en cuanto la curandera vio cómo estaba el niño enfermo, preguntóles: —¿Qué le dan a tomar? 99—No quiere tomar nada; sólo está llorando.
98Oquimatoquilli in iyolixco zan cemi ohuactaya, niman oquimilhui: —Xicualicacan tepitzin octli.	Le palpó la boca al estómago; lo tenía muy enjuto, y entonces dijo: —Traigan un poquito de pulque.
Open quitia, octli huan niman otlamata.	[Y en cuanto] empezó a dárselo, se puso contento [el niño].
Achtopa oquitilli ipan iyolixco, oquipiaya cuicuiltic ica iyezo cente metí; oquimilhui: —Tía ximotilli, nonantzin, inin metí itech iyolixco cuilitica, inin quitoz nequi mohuepahuaz ica octli.	Antes había visto que tenía pintado sobre su estómago, con sangre, un maguey [y] dijo: —Mire usted, señora, este maguey que aparece pintado en su estómago quiere decir que deberá criarse con pulque.
Noca muepahua, xiquitican tlen ye anquicaque ye amechilhui.	Mientras crece denle a tomar lo que les he dicho; cuando llegue [a la edad de] siete años, ya le cambiaremos de alimento.
Inin in icuac aciz chicóme xihuitl, ye occe tlacualli mopatilliz.	Entretanto vamos a curarlo.
Noca axan tiehue ticpatizque.	Empezó a curarlo.
Open quipatia, oquiezpachichin pan iyolixco; oquipopochhui ica teyatli; zoyatl, copalli huan tlemach occequi patli; oquialahuilli inepantla iyolixco iezo tequihua.	Chupó la sangre sobre el estómago, lo sahumó con hipérico, palma, incienso y otras muchas hierbas medicinales; le untó sobre el estómago sangre de gallo, que con esto se borraría el maguey que tenía pintado el niño; lo sahumó [luego] y así ya no [volvería] a llorar.
Nelli ica inon popolihuiz metí cuiltica ipan piltzintli, oquipopochhui huan iquion ayecmo chocaz.	Desde que lo curó no volvió a llorar [ya], siempre estaba tranquilo; una vez que le daban pulque ya no había que darle otra vez, se dormía y hasta otro día dábanle de beber.
Zan que oquipati, ayoquie ochocac; nochipa zan otlamataya, zan que oquía octli, ayecmo occecpa oquimacaya ocochmiquía huan quin moztlatica occepa oquitiaya.	[Cuando] cumplió siete años, de nuevo fue a verlo aquella curandera y tornó a sahumarlo con cedro, incienso e incienso blanco.
Ocaxilti in chicóme xihuitl, occepa oya zan ye yehuatl tepati, huan occepa oquipopochhui ica tlatzca, tecopalitl, capallitl iztac; zan que omocencan oquican opanoc tepitzin huan oncan occepa, oqui tlatemolli huan ica nohuían oqui nextilli ipan iacolhuehuepal, occepa que oquicuicuiloque miactin xochicualcocone, huan oquimilhui: —Nonantzin, tlaxmotilli tlenon onez miec xochicualcocone inin noiqui qutoznequi xochicualcuani yez; huan nican ipan ima yecantli quipía cente centli, ipan iopochma, tlaxmotilli, quipía cente ayomecatl ica cente aayotli; inin no iqui quitoznequi yez tequitqui in icuac ye huei yez.	Cuando terminó, dejó pasar un rato y luego registró [su cuerpo] otra vez, y sobre su espalda encontró pintadas muchas frutitas, y le dijo a su mamá: —Mire usted, señora, lo que aparece aquí; son muchas frutitas que indican que deberá mantenerse con fruta, y aquí, en la mano derecha, tiene una mazorca, y en la mano izquierda, vea usted, tiene una guía de calabaza con una calabacita, lo que quiere decir que será trabajador cuando sea grande.
Axan anmotlacualtilizque nochi yehuatl xochicualli, anmotequilitihui non mopacachihua atlaco, non quitequipanohua ehecame, que inon quinequi quicuaz.	Ahora denle por alimento fruta únicamente; vayan a cortar de la mejor en la barranca, donde pasan los aires; de ésa es de la que debe comer.
Huan iquion ica ocuepaque in pipiltzintli, ica xochicualli.	Y así fue como criaron a aquel niño con fruta.
Oncan quimilhuía tepati: —Axan nía nicpatiz.	Luego dijo la curandera: —Ahora voy a curarlo.
Oquipachichin inmamahuan huan pan yacolhuehuepal.	Le chupó en las manecitas y en la espalda.
Oc oquichix yei tonalli, oqui pozoni caxtillanxochiü ica cenpualxochitl, cuatlaxitzin, zan que nochi inin oqui pozoni ica tlatzcacuahuitl; oncan oquicahuato oc yei tonalli itic cente tepetlaoztotlatlaco huan oquimnde/atlatiliaya, yohualli tonalli, huan pan chicnahui tonalli, oquipapac ipan yacolhuehuepal ica inon auyaca atl ye oquitiochique ehecame.	Pasados tres días, hirvió rosa de Castilla, cempasúchil, té del monte; luego que hirvió todo esto con madera de cedro, dejólo durante tres días en una cueva de la barranca y le encendieron velas noche y día, y alos nueve días le lavó la espalda con aquella agua perfumada que habían bendecido los aires.
Zan que oquipapac pipiltzintli, man niquito ocalti, nin tepati huan iquion opopolli nochi inon xochicualcocone ocuicuilitaya ipan yacolhuehuepal, nochi opopolli. ~~~ Huan oquicuitiaya "xochicualtequitca piltontli".	En cuanto lavó a la criatura o, más bien dicho, la bañó la curandera, en seguida se borraron las frutitas que tenía pintadas en la espalda, todo desapareció, y [desde entonces] le llamaban "el niño horticultor".
Amo oyeya cente milli, nian cente calmilli amo oquipiani cente onoce ocachtin xochicualcuame, huan quitohua nochintin oquin tocac ica no huían xochicualcuame; nelli tlamo amo yezquíani nian cente xochicualcuahuitl.	No había ni un solo campo de labranza, ni un solo solar que no tuviese árboles frutales, y se dice que fue él quien los sembró dondequiera, que sin él no habría ningún árbol frutal.
Tlatiochica ehecatlacatl huan icanica oyaya opanoya, nochtin tlaca omopechtecaya.	Hombre bendito de los aires, por dondequiera que pasaba todos le hacían reverencia.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=11, lang=nah, DOCNAME=TATAPACHICHI ].	[NEW_DOCUMENT: DOCid=11, lang=spa, DOCNAME= EL SALTAMONTES COLORADO ].
TATAPACHICHI .	EL SALTAMONTES COLORADO .
Tatapachichi oyeya pan milli omocehuitaya ihuan nacaztatapa ipan otentzicuin quilhuía: —Ha! ~~~ Pilalactli, nopan yotitentzicuin.	El saltamontes colorado estaba descansando en la sementera y el Saltamontes sordo cayó sobre él de un brinco, y dijo: —¡Ay, muchacho, brincaste encima de mí!
Huan onahuat: —Ya!	Contestó: —¡Ea!
Tle tiquitohua?	¿Qué dices?
Ye tihuehuentzin?	¿Ya eres viejo?
Quitohua: —Ye nihuehuentzin. —Tía melahuac ye tihuehuentzin, quezquipa yotiquitac no cuatopilitotilo1 huan no tlemoyototoco?2 Huan tehuatl, quezquipa yotiquitac? —Nehuatl chicocpa, huan tehuatl quimach titlacati huan niman ye tihue huentzin.	Y respondióle: —Ya soy viejo. —Si eres de veras viejo, di, ¿cuántas veces has visto la danza del bielgo y también el corretear de las chispas? —Y tú, ¿cuántas veces lo has visto? —Yo, siete veces, y tú acaso acabas de nacer y ya te dices viejo.
Otiquitac que yotimitztlan; amitla cualli tinechilhuía tlen timitztlatlanía.	Ya ves que te he ganado, nada puedes decir de lo que te pregunto.
Omonahuati nacaztatapa, opatlan huan oya.	Se despidió el saltamontes sordo, voló y se fue.
1 Baile con bordones de palo.	
2 El correr de las chispas: "buscapiés" 82 [END OF DOCUMENT].	83 [END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=12, lang=nah, DOCNAME=MOTLACAMATI HUAN IYOLCAME ].	[NEW_DOCUMENT: DOCid=12, lang=spa, DOCNAME= EL HOMBRE RICO Y SUS ANIMALES ].
MOTLACAMATI HUAN IYOLCAME .	EL HOMBRE RICO Y SUS ANIMALES .
Inin achca oquinpiaya ichan cente mazad, cente oquichtentzo, cente cihuacuacue huan cente calnelo, huan ocachtin mach yolcame oquinpiaya ichan.	Éste era un rico que tenía en su casa un venado, un cabrito, una vaca y un cordero, y otros animales más que tenía en su casa.
Momoztla mochtin inin yolcame oquinhuicaya cente piltontli oquinzacacualtiaya ixtlahuapa, oquititlanía teachca; ipan ichan nochi oquipiaya, tlaolli, zacatl, zacacelic; nochi den itech omonequía; huan inyolcahuan amo oquinmacaya; tlen oquichihuaya, achtopa oquitominquixtiliaya, noca teyolcahuan ocuatetiaya, ye ocuatemiquía; icuac achtopa oquipix pan occe xitica amo itlamochin, nochi otlazotic; imán oquittac nin amocualli achca, ayocuel oquintlacualtiaya, nian ayecmo onca aquin oquinhuicani ixtlahuapa; tlen oquichin, oquitemo cente tlacatl.	A diario, un muchacho llevaba a pacer a estos animales al campo, lo enviaba su patrón, [aunque] en su casa tenía de todo: maíz, paja, forraje verde, todo lo que se necesitaba, [pero] a sus animales no se lo daba; lo que hacía primero era vender sus forrajes, mientras sus animales se enflaquecían; ya se morían de flacos, y en el primer año no se dio nada, que encareció todo, cuando vio aquel malvado rico que ya no podía darles de comer, ni tenía quién los llevara al campo, lo que hizo fue que buscó un hombre [y a] este hombre lo envió aquel rico para que abandonara aquellos cuatro animales, que los había apartado para comérselos. —Ya no pueden engordar; sólo he perdido inútilmente con ellos el dinero.
Nin tlacatl oquititla nin achca man quincahuati non nahui yolcame, oquinmocahui nelli quincuaz: —Ya ahuelli tomahui, zazan ye onicnenpolo tomin.	El hombre que había tomado a su servicio le dice: —¿A dónde habré de ir a dejarlos?
Quitohua tlacatl, non oquitlaquen, quilhuía: —Canin niquincahuatin?	¿A mi casa o a la iglesia? ~~~ A lo que contestó el rico: —¡No seas tonto!
Nochan onoce teopa?	¡No seas cabeza de piedra!
	¡Orejas de tepetate!, ¡Si todavía no te digo a dónde has de llevarlos!, ¿Acaso ya te lo dije? —No, mi amo, todavía no me dice usted a dónde he de llevarlos, a donde usted me lo ordene. —Sácalos luego y anda a dejármelos en el campo a estos cuatro animales; ya no quiero tenerlos aquí.
Onahuat achca: —Amo xi ixcauhuitl, amo xi ixcuatenmaz huehue, nacaztepetla; tía ayecmo timitzilhuía canin tiquinhuicaz.	El buen hombre los desató y fue a abandonarlos a la orilla del pueblo, por donde no hay nada que comer; [allí] los dejó y se regresó.
Tle ye otimitzilhui? —Amo noteachca, ayecmo tinechmolhuilía canin niquinhuicaz, canin xinechmolhuilli. —Niman xiquinquixti huan xinechmincahuiliti ixtlahuapa inin nahui yolcame; ayecmo nicnequi nican niquinpiaz.	El venado, el cabrito, la vaca y el cordero empezaron a platicar sentados en ruedo, discurriendo qué era lo que debían hacer para buscar el sustento. ~~~ Cuando todos parecían más tristes, exclamó el venado, que era el más listo: —¿Qué es lo que hay qué hacer? —dice a los otros animales.
In cualli tlacatl oquintonto huan oquincahuato itenco altepec, icanica amonca tlen quicuazque; oquincacan huan omocuep tlacatl.	Si ustedes quieren, miren: yo ya conozco aquí por dondequiera; si gustan, síganme y ya sabré a dónde llevarlos.
Mazatl, oquichtentzo, cihuacuacue huan calnelo, opeque mononotza, omoyahualoque quinemilia quenin quichihuazque, que nin motlacualtemolizque.	A esto contestaron todos: 45—Nos iremos todos juntos, buen venadito; lo único que te rogamos es que no nos vayas a abandonar y te perdamos y nos oscurezca.
Imán nochtin tlacoltlachía, onahuaten mazatl, ocachi iihuían: —Quenin monequi mochihuaz? —quimilhuia in occequin yolcame.	Tú sabes a dónde nos llevas. —Hermanos míos, no se amedrenten; yo respondo de ustedes.
Tía anquinequi, tlaxquitacan: nehuatl ye niixtlamati ica nohuían; tía aquinequi zan xinechtocacan huan nehuatl nicmati canica namechhuicaz.	Cuando empezó a oscurecer los llevó a una cueva. ~~~ Aquel día, o más bien dicho, aquella noche, allí durmieron.
44Onahuatque mochtin: —Man cepan tiacan.	Esa noche no salió, ya estaba muy cansado y durmió como una piedra.
Cualli mamazatl, tlen timitztlatlatia, ame titechcahuaz cana tomoixpolotin, huan topan tlatlayohuaz; tehuatl ye ticmati canica titechhuica. —Nocnihuan amo ximomotican, nehuatl amoca nitlatoz.	En la mañana temprano se levantó el venado y dijo a los que habían dormido con él: —Espérenme mientras voy a buscar por aquí algo qué comer; si encuentro, luego lo traeré.
Imán ye open tlatlayohua, oquinhuicac ipan cente tepetlaoztotl.	No iría muy lejos de su casa, cuando los demás animales oyeron que alguno, no sabían quién, venía corriendo.
Inon tonalli, man niquito inon yohualli, ompan ocochque.	Dijo el cordero: —Parece que es el venado el que viene corriendo, quién sabe qué le asustó.
Inon yohualli amo oquizaya, ociamictaya; ocochimic que cente tetl.	A lo que replicó el cabrito: —¿Qué quieres que le haya asustado? —¡Cómo no!
