[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
KO’ÁPE OĨ LINGÜISTA KATUPYRY ISRAEL-GUA OHESA’ỸIJOVA’EKUE.	AQUÍ ACCEDERÁ A LA CONFERENCIA DEL EXPERTO LINGÜISTA ISRAELÍ.
Ko enlace-pe rejuhu ha remboguejykuaáta reieténte karai katupyry Isarael-gua, Iair G. Or, ohesa’ỹijova’ekue ñane retãme upe arapokõindy ohasava’ekuépe hérava “El proceso de consolidación del hebreo como lengua moderna”.	En el siguiente enlace se podrá acceder y descargar de manera gratuita el documento que contiene la conferencia magistral sobre “El proceso de consolidación del hebreo como lengua moderna” ofrecida la semana pasada por el experto lingüista de Israel, Iair G. Or.
[NEW DOCUMENT 06/05/17 SP:10:04:a GN:10:07:a]	[NEW DOCUMENT 06/05/17 SP:10:04:a GN:10:07:a]
SÃMBYHYHÁRA ALCARAZ OHESA’ỸIJO GUARANI REHEGUA UNIDA-PE.	MINISTRA ALCARAZ DICTÓ UNA CONFERENCIA SOBRE EL GUARANÍ EN LA UNIDA.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, ohesa’ỹijo “Lengua guaraní y el acceso a los servicios de la salud y la justicia”.	La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, dictó una conferencia sobre la “Lengua guaraní y el acceso a los servicios de la salud y la justicia”.
Ko aty ombosako’i Universidad de Integración de las Américas (UNIDA), mbo’ehára ha temimbo’ekuéra ciencias jurídicas ha ciencias de la salud-pe oñemoarandúvape g̃uarã.	La actividad académica fue dirigida a profesores y estudiantes de las carreras de ciencias jurídicas y de la salud de la Universidad de Integración de las Américas (UNIDA).
[NEW DOCUMENT 06/05/17 SP:07:49:a GN:07:52:a]	[NEW DOCUMENT 06/05/17 SP:07:49:a GN:07:52:a]
ARANDUKAITA OÑEMBOJOPÓI MBO’EHAO POSADAS-PEGUÁPE HÉRAVA “REPÚBLICA DEL PARAGUAY”.	DONAN LIBROS A UNA ESCUELA DE POSADAS CON NOMBRE DE “REPÚBLICA DEL PARAGUAY”.
Peteĩ mbo’ehao Posadas táva, Argentina pegua, hérava “República del Paraugay”-pe oñembojopói heta aranduka Paraguái arandupy, rembiasa ha mombe’upy rehegua.	Un centro educativo de Posadas, Argentina, que lleva el nombre de República del Paraguay, fue beneficiado con un importante lote de libros sobre la cultura, historia y literatura paraguayas.
Ko jopói guasu oñemoakã Paraguái Consulado oĩva Posadas-pe guive, imoakãhára karai Heriberto Gamarra rupive, ha Paraguái Ñe’ẽnguéra Sãmbyhyha ñepytyvõ rupive.	La donación fue propiciada desde el consulado de Paraguay en Posadas, gracias a la gestión del cónsul Heriberto Gamarra, con el apoyo de la Secretaría de Políticas Lingüísticas.
[NEW DOCUMENT 06/05/17 SP:06:33:a GN:06:39:a]	[NEW DOCUMENT 06/05/17 SP:06:33:a GN:06:39:a]
QUIJOTE OÑEMBOHASA 150 ÑE’ẼME, GUARANÍME AVEI.	EL QUIJOTE EN 150 IDIOMAS, INCLUIDO EL GUARANÍ.
Ko haipy pyrusu Cervantes rembiapokue “El Quijote” oñembohasa ha oñeguenohẽ péina 150 ñe’ẽme, ha avei guaraníme.	La universal obra literaria de Cervantes “El Quijote” fue traducida y publicada recientemente en 150 idiomas, incluido el guaraní paraguayo.
Ko haipy ombohasa América ñe’ẽ ypy, guaraníme, karai Domingo Aguilera (Guarani Ñe’ẽ Rerekuapavẽ Yta), ha karai Almidio Aquino (Guarani Ñe’ẽ Rerekuapavẽ Ytamirĩ).	La traducción a la lengua autóctona de América estuvo a cargo de los Académicos de la Lengua Guaraní, Dr. Domingo Aguilera (Presidente) y Dr. Almidio Aquino (Vicepresidente).
[NEW DOCUMENT 06/01/17 SP:03:00:p GN:02:54:p]	[NEW DOCUMENT 06/01/17 SP:03:00:p GN:02:54:p]
OÑEHESA’ỸIJO KO ÁRAPE ISRAEL-PEPA MBA’ÉICHA OÑEÑANGAREKO ÑE’ẼNGUÉRA REHE.	EXPERIENCIA EN POLÍTICA LINGÜÍSTICA DE ISRAEL FUE SOCIALIZADA EN PARAGUAY.
Karai katupyry, Iair G. Or, ohesa’ỹijo ko arapo pyharevépe “Proceso de consolidación del hebreo como lengua moderna”.	El experto israelí, Iair G. Or, dictó este jueves una conferencia magistral sobre “Proceso de consolidación del hebreo como lengua moderna”.
Heta tapicha oĩ atýpe ha ohendu mba’e porã ohupytyva’ekue Israel iñe’ẽtee hebreo imbarete jey ha ojeporu meme hag̃ua ko’ág̃a.	El encuentro académico se realizó ante un numeroso público interesado, quienes escucharon la positiva experiencia de Israel en la normalización del idioma hebreo.
[NEW DOCUMENT 05/31/17 SP:11:31:a GN:11:32:a]	[NEW DOCUMENT 05/31/17 SP:11:31:a GN:11:32:a]
LINGÜISTA ISRAEL-GUA OHESA’ỸIJÓTA KO’ẼRÕ IMBA’EKUAAPY.	LINGÜISTA DE ISRAEL DICTARÁ MAÑANA UNA CONFERENCIA MAGISTRAL.
Tapicha katupyry oúva Israel retãgui, lingüista, Iair G. Or, ohesa’ỹijóta ko’ẽrõ pyhareve imba’ekuaapy “Proceso de consolidación del hebreo como lenga moderna”, heta temimoĩmby ha tapicha omba’apóva ko’ã mba’e rehepe g̃uarã.	El experto lingüista israelí, Iair G. Or, dictará una conferencia magistral sobre “Proceso de consolidación del hebreo como lenga moderna” destinada a instituciones y especialistas invitados.
	Será este jueves a las 09:30 horas en el salón de actos de la Academia Diplomática, en Humaitá y 14 de mayo de la ciudad de Asunción.
[NEW DOCUMENT 05/31/17 SP:11:09:a GN:11:14:a]	[NEW DOCUMENT 05/31/17 SP:11:09:a GN:11:14:a]
MOKÕI ARAHA OÑEMBA’APO LINGÜISTA OÚVA ISRAEL-GUI NDIVE.	SEGUNDA JORNADA DE TRABAJO CON LINGÜISTA DE ISRAEL.
Paraguái Ñe’ẽnguéra Sãmbyhyha mba’apoharakuéra ndive omba’apo mokõi araha ko ararundýpe karai lingüista katupyry oúva Israel-gui, Iair G. Or.	Directivos y técnicos de la Secretaría de Políticas Lingüísticas (SPL) compartieron este miércoles la segunda jornada de trabajo con el experto lingüista de Israel, Iair G. Or.
Ko karai katupyry ou oikuaaukávo mba’e porã ohupytyva’ekue Israel iñe’ẽtee hebreo imbarete jey ha ojeporu meme hag̃ua ko’ág̃a.	El especialista viene a compartir con Paraguay la experiencia positiva de Israel en el proceso de consolidación del idioma hebreo para constituirse en lengua moderna.
[NEW DOCUMENT 05/30/17 SP:11:10:a GN:11:13:a]	[NEW DOCUMENT 05/30/17 SP:11:10:a GN:11:13:a]
OÑEMBA’APO ÑEPYRŨMA LINGÜISTA OÚVA ISRAEL-GUI NDIVE.	PRIMERA JORNADA DE TRABAJO CON LINGÜISTA DE ISRAEL.
Paraguái Ñe’ẽnguéra Sãmbyhyha mba’apoharakuéra ndive omba’apo ñepyrũma ko araapýpe karai lingüista katupyry oúva Israel-gui, Iair G. Or.	Directivos y técnicos de la Secretaría de Políticas Lingüísticas (SPL) compartieron este martes la primera jornada de trabajo con el experto lingüista de Israel, Iair G. Or.
Ko karai katupyry ou oikuaaukávo mba’e porã ohupytyva’ekue Israel iñe’ẽtee hebreo imbarete jey ha ojeporu meme hag̃ua ko’ág̃a.	El especialista viene a compartir con Paraguay la experiencia positiva de Israel en el proceso de consolidación del idioma hebreo para constituirse en lengua moderna.
[NEW DOCUMENT 05/29/17 SP:11:13:a GN:11:41:a]	[NEW DOCUMENT 05/29/17 SP:11:13:a GN:11:41:a]
TAPICHA KATUPYRY ISRAEL-GUA OIPYTYVÕTA PARAGUÁIPE OMBA’APO PORÃVE HAG̃UA ÑE’ẼNGUÉRA REHE.	CON EXPERTO ISRAELÍ, PARAGUAY BUSCA FORTALECER POLÍTICA LINGÜÍSTICA.
Ko’ẽrõ arapy guive ha ág̃a arapoteĩ 2 jaypoteĩ meve, tapicha katupyry Israel-gua, Iair G. Or, omba’apóta moakãhara ha técnico-kuéra Paraguái Ñe’ẽnguéra Sãmbyhyha pegua ndive.	Desde mañana martes y hasta el día viernes 02 de junio, el experto lingüista de Israel, lair G. Or, compartirá mesas de trabajo con directivos y técnicos de la Secretaría de Políticas Lingüísticas.
Oikuaaukáta mba’e porã ohupytyva’ekue Israel iñe’ẽtee hebreo imbarete jey ha ojeporu meme hag̃ua ko’ág̃a.	Es con el fin de conocer y aprovechar la positiva experiencia de Israel en el proceso de consolidación del idioma hebreo para constituirse en lengua moderna.
[NEW DOCUMENT 05/26/17 SP:10:21:a GN:10:28:a]	[NEW DOCUMENT 05/26/17 SP:10:21:a GN:10:28:a]
CLUB OLIMPIA GUIVE OJEPORU AÑETÉTA GUARANI ÑE’Ẽ.	EL CLUB OLIMPIA UTILIZARÁ FORMALMENTE EL IDIOMA GUARANÍ.
Omboheraguapývo ñe’ẽme’ẽ omba’apo joaju hag̃ua Paraguái Ñe’ẽnguéra Sãmbyhyha ha club Olimpia, karai Marco Trovato, omoakãva ko club, he’i oñepyrũtamaha oiporu kyre’ỹ hikuái guarani ñe’ẽ, castellano ykére, ko temimoĩmby guive.	Tras la firma de convenio de cooperación entre la Secretaría de Políticas Lingüísticas y el club Olimpia, el presidente de dicha nucleación deportiva, Marco Trovato, dijo que comenzarán a utilizar formalmente el idioma guaraní, junto al castellano, en las comunicaciones institucionales.
[NEW DOCUMENT 05/24/17 SP:08:04:a GN:08:21:a]	[NEW DOCUMENT 05/24/17 SP:08:04:a GN:08:21:a]
CLUB OLIMPIA HA PÑS OÑE’ẼME’ẼTA KUATIÁRE OMOMBA’APÓVO GUARANI ÑE’Ẽ RÉRAPE.	EL CLUB OLIMPIA Y LA SPL FIRMARÁN CONVENIO PARA PROMOVER USO DEL GUARANÍ.
Club Olimpia ha Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombokuatiáta iñe’ẽme’ẽ ha omboheraguapýta omba’apojoajúvo mokõive ñane ñe’ẽtee rehehápe, guarani ha castellano.	El Club Olimpia y la Secretaría de Políticas Lingüísticas (SPL) firmarán un convenio de cooperación con el objetivo de promover acciones conjuntas que favorezcan al fortalecimiento del bilingüismo oficial, guaraní-castellano.
Ko ñe’ẽme’ẽ ñemboheraguapy oikóta ko arapoteĩ pyharevépe 09:30 aravo jave, hotel Deportista Róga kotýpe, opytáva Avda.	La firma del acuerdo será este viernes 26 de mayo a las 09:30 h. en el salón de actos del hotel Deportista Róga, en Avda.
Eusebio Ayala km 5-pe.	Eusebio Ayala km 5.
[NEW DOCUMENT 05/23/17 SP:12:00:p GN:12:06:p]	[NEW DOCUMENT 05/23/17 SP:12:00:p GN:12:06:p]
“SUBCOMISÓN DE INFORMACIÓN, COMUNICACIÓN Y LENGUA SE SEÑAS” OÑOMBYATY ÑEPYRŨ KO ÁRAPE.	SUBCOMISÓN DE INFORMACIÓN, COMUNICACIÓN Y LENGUA SE SEÑAS SESIONÓ HOY POR PRIMERA VEZ.
Ko araapy pyharevépe oñombyaty ñepyrũ “Subcomisión de Información, Comunicación y Lengua de Señas”, oĩva Comisión Nacional por los Derechos de las Personas con Discapacidad (CONADIS) ryepýpe.	Este martes sesionó por primera vez la Subcomisión de Información, Comunicación y Lengua de Señas de la Comisión Nacional por los Derechos de las Personas con Discapacidad (CONADIS).
Ko aty’i omono’õ heta temimoĩmby ha tapicha aty Estado pegua ha ipypegua’ỹvape, ha omoakã Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero.	La subcomisión mencionada está integrada por distintos organismos y entidades del sector público y privado, y es presidida por la titular de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero.
[NEW DOCUMENT 05/16/17 SP:09:02:a GN:09:06:a]	[NEW DOCUMENT 05/16/17 SP:09:02:a GN:09:06:a]
MEC OGUENOHẼ “PLAN NACIONAL DE EDUCACIÓN INTERCULTURAL BILINGÜE”.	EL MEC APRUEBA "PLAN NACIONAL DE EDUCACIÓN INTERCULTURAL BILINGÜE".
Tekombo’e ha Tembikuaa Moakãha (Ministerio de Educación y Ciencias, MEC) omoneĩ ramoite resolución N° 11643 rupive “Plan Nacional de Educación Intercultural Bilingüe” ombohováivo ñehekombo’e tekojoparaita ha ñe’ẽita apytépe.	El Ministerio de Educación y Ciencias (MEC) aprobó recientemente por resolución N° 11643 el “Plan Nacional de Educación Intercultural Bilingüe” fundamentado en la búsqueda de una mayor equidad como respuesta a la rica diversidad lingüística y cultural del país.
[NEW DOCUMENT 05/11/17 SP:07:52:a GN:08:05:a]	[NEW DOCUMENT 05/11/17 SP:07:52:a GN:08:05:a]
ESTADO REMIMOĨMBY, ARRN, OGUENOHẼ INSTRUCTIVO HA CARTELERÍA MOKÕIVE ÑE’ẼTEÉPE.	ENTIDAD ESTATAL, ARRN, APROBÓ INSTRUCTIVO Y CARTELERÍA BILINGÜE OFICIAL.
Estado remimoĩmby, Autoridad Reguladora y Radiológica Nuclear (ARRN), oguenohẽ haipy ha ta’anga oporohekombo’e ha oporomomarandúva mokõive ñe’ẽtee, guarani ha castellano-pe.	La Autoridad Reguladora y Radiológica Nuclear (ARRN) aprobó el instructivo y la cartelería de señalización de zonas de protección radiológica en su formato bilingüe oficial, guaraní-castellano.
Guaraníme ñembohasarã oipytyvõ Paraguái Ñe’ẽnguéra Sãmbyhyha.	La traducción al guaraní se dio con el apoyo de la Secretaría de Políticas Lingüísticas.
PÑS guive oñemomba’e guasu hetave rehe oĩ temimoĩmby ogueroikéva guarani jeporu joja, castellano ndive.	La SPL celebra que cada día más entidades se adhieran a la iniciativa de incorporar el uso formal de la lengua guaraní con el castellano.
[NEW DOCUMENT 05/10/17 SP:03:38:a GN:03:45:a]	[NEW DOCUMENT 05/10/17 SP:03:38:a GN:03:45:a]
MEC GUIVE OÑEPEPIRŨ MOKÕIVE ÑE’ẼTEÉPE.	TARJETA DEL MEC REDACTADA EN BILINGÜE OFICIAL.
Paraguái ñe’ẽtee, guarani ha castellano, jeporu joja, ikatu; ohechauka ñandéve Tekombo’e ha Tembikuaa Motenondeha (Ministerio de Educación y Ciencias, MEC) oporopepirũvo Marcha Cívica-rã oñemomorãvo Paraguái Ára Guasu.	El uso formal y equitativo de nuestras dos lenguas oficiales, guaraní-castellano, es posible; prueba de ello es la tarjeta de invitación a la Marcha Cívica Estudiantil por la Fiesta Patria divulgada por el Ministerio de Educación y Ciencias (MEC).
Paraguái Ñe’ẽnguéra Sãmbyhyha omomba’e guasu ãichagua, hi’ãva ova ha ojejapo avei opa ambue Estado remimoĩmbýre.	La Secretaría de Políticas Lingüísticas destaca el hecho y augura su emulación en las demás dependencias del Estado.
[NEW DOCUMENT 05/03/17 SP:03:59:p GN:04:09:p]	[NEW DOCUMENT 05/03/17 SP:03:59:p GN:04:09:p]
OLIMPIA NDIVE, PÑS OMOHERAKUÃSE GUARANI JEPORU MEME.	EN ALIANZA CON EL CLUB OLIMPIA, LA SPL BUSCA PROMOCIONAR USO DEL GUARANÍ.
Ko ararundy pyharevépe, Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty Club Olimpia moakãhára, Marco Trovato ndive. Ko karai he’i oipytyvõ kyre’ỹtaha guarani jeporu ha iñemoasãi ko Club guive.	En la mañana de este miércoles, la Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió con el presidente del Club Olimpia, Marco Trovato, quien expresó su firme interés en apoyar la promoción de la lengua guaraní en las actividades del Club.
[NEW DOCUMENT 04/29/17 SP:02:01:p GN:01:56:p]	[NEW DOCUMENT 04/29/17 SP:02:01:p GN:01:56:p]
PÑS SÃMBYHYHÁRA OHESA’ỸIJO MBA’EKUAAPY PETEĨ MBO’EHAOGUASÚPE.	CHARLA MAGISTRAL DE LA MINISTRA ALCARAZ EN UNA UNIVERSIDAD.
Paraguái Ñe’ẽnguéra Sãmbyhyhára Ladislaa Alcaraz de Silvero, ohesa’ỹijo ko arapokõi pyharevépe mba’ekuaapy “Políticas Lingüísticas en Educación Superior”.	La Ministra de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, dictó este sábado una Charla Magistral sobre “Políticas Lingüísticas en Educación Superior”.
Oiko Escuela de Posgrado de Maestría en Gestión de la Educación y Didáctica Universitaria Superior ojehekombo’ehápe, Universidad de la Integración de las Américas (UNIDA)-pe, Paraguay távape.	Fue en la Escuela de Posgrado de Maestría en Gestión de la Educación y Didáctica Universitaria Superior de la Universidad de la Integración de las Américas (UNIDA), en la ciudad de Asunción.
[NEW DOCUMENT 04/24/17 SP:09:46:a GN:09:55:a]	[NEW DOCUMENT 04/24/17 SP:09:46:a GN:09:55:a]
OÑEMONO’Õ GUARANI ÑE’Ẽ “ENCAJE JU” APÓPE OJEPORÚVA.	RESCATAN TÉRMINOS DE USO ESPECIALIZADO DE LA LENGUA GUARANÍ.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apohára, Ñe’ẽ Rapereka Moakãharapavẽ guive, karai Domingo Aguilera omoakãkuri upe arapokõi ohasava’ekuépe peteĩ tembiapo guasu Carapeguá távape oñemohu’ãmavo ojehóvo ñe’ẽnguéra guaraníme ojeporúva Encaje Ju apópe añónte.	Un equipo técnico de la Secretaría de Políticas Lingüísticas (SPL), liderado por el Director de Investigación Lingüística, Domingo Aguilera, realizó el pasado sábado un trabajo de campo en la ciudad de Carapeguá a fin de cerrar la última fase del inventario de vocabulario especializado en el rubro de la tejeduría de Encaje Ju.
[NEW DOCUMENT 04/20/17 SP:05:57:a GN:06:08:a]	[NEW DOCUMENT 04/20/17 SP:05:57:a GN:06:08:a]
SÃMBYHYHÁRA ALCARAZ OÑE’ẼTA GUARANI REHE REPÚBLICA DOMINICA-PE.	MINISTRA ALCARAZ EXPONDRÁ SOBRE EL GUARANÍ EN REPÚBLICA DOMINICANA.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽta “XX Feria Internacional del Libro Santo Domingo 2017”, República Dominicana-pe.	La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, ofrecerá dos disertaciones en la “XX Feria Internacional del Libro Santo Domingo 2017” del país caribeño República Dominicana.
Ohesa’ỹijóta Paraguái ñe’ẽ reko ha guarani rehe.	En sus ponencias abordará aspectos particulares de la situación lingüística paraguaya, en especial el guaraní.
[NEW DOCUMENT 04/19/17 SP:10:37:a GN:10:41:a]	[NEW DOCUMENT 04/19/17 SP:10:37:a GN:10:41:a]
OÑEHENÓI GUARANI TÉRÃ CASTELLANO HAIHÁRAPE.	LANZAN CONCURSO DE CUENTOS CORTOS EN GUARANÍ Y CASTELLANO.
[NEW DOCUMENT 04/19/17 SP:04:37:a GN:04:41:a]	[NEW DOCUMENT 04/19/17 SP:04:37:a GN:04:41:a]
KO ÁRAPE “DÍA DEL ABORIGEN AMERICANO” ÁRA.	HOY SE RECUERDA EL DÍA DEL ABORIGEN AMERICANO.
Indígena América-gua ára oñemomorã ko 19 jasyrundýpe ojegueromandu’ávo oñombyaty ñepyrũramo guare hikuái México-pe upe 19 jasyrundy 1940 arýpe.	El día del aborigen americano se celebra cada 19 de abril en conmemoración al Primer Congreso Indigenista Interamericano celebrado en México un 19 de abril de 1940.
Paraguáipe oĩ 19 pueblo indígena ijatýva 5 familia lingüística ryepýpe.	En Paraguay existen actualmente 19 pueblos indígenas reunidos en 5 familias lingüísticas.
Paraguái Ñe’ẽnguéra Sãmbyhyha guive oñemba’apo kyre’ỹ oñeñangareko, oñeñongatu ha oñemoasãi hag̃ua indígena ñe’ẽnguéra, ko’ýte umi ñe’ẽ ikangyve ha oguepotáva.	Desde la Secretaría de Políticas Lingüísticas se realizan tesoneros esfuerzos a el fin de preservar, documentar y promocionar las lenguas indígenas, principalmente las que se encuentran en peligro de extinción.
[NEW DOCUMENT 04/06/17 SP:04:06:a GN:04:12:a]	[NEW DOCUMENT 04/06/17 SP:04:06:a GN:04:12:a]
SÃMBYHYHÁRA ALCARAZ OÑE’ẼTA GUARANI REHE PORTUGAL-PE.	MINISTRA DE LA SPL HABLARÁ HOY SOBRE EL GUARANÍ EN PORTUGAL.
Ko arapópe 10:00 ñane retã aravópe, Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, oĩta Lisboa táva, Portugal-pe; upépe oguapýta peteĩ mesa jerépe oñeñe’ẽtahápe “Las Lenguas Amerindias de América Latina” rehe. Ha’e ohesa’ỹijóta guarani reko ha hekove Paraguáipe.	Este jueves a las 10:00 horas de Paraguay, la Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, participará en la ciudad de Lisboa, Portugal, de una Mesa Redonda “Las Lenguas Amerindias de América Latina”, donde hablará sobre el guaraní y su vigencia en Paraguay.
Ko mesápe oguapýta avei tapicha katupyry México, Chile ha Argentina-gua.	En la misma Mesa participarán expertos de México, Chile y Argentina.
[NEW DOCUMENT 04/03/17 SP:05:15:a GN:05:20:a]	[NEW DOCUMENT 04/03/17 SP:05:15:a GN:05:20:a]
SÃMBYHYHÁRA ALCARAZ OHESA’ỸIJÓTA KO ÁRAPE ÑANE ÑE’Ẽ REKO, LISBOA TÁVA, PORTUGAL-PE..	MINISTRA DE LA SPL OFRECERÁ HOY UNA CONFERENCIA MAGISTRAL EN LISBOA, PORTUGAL.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, Paraguái rérape, ohesa’ỹijóta ko árape ñane ñe’ẽkõi (guarani ha castellano) reko, rekove ojokuápe, ha ambueve; oikóta Lisboa táva, Portugal-pe, aty guasu hérava “VI Jornada de Lingüística Hispánica.	La Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, representando a Paraguay, dictará hoy lunes una conferencia magistral sobre el bilingüismo paraguayo (guaraní-castellano), rasgos particulares, influencia mutua, etc.; será en la ciudad de Lisboa, Portugal, durante la “VI Jornada de Lingüística Hispánica.
Variación e Indentidad”-pe, ombyatýva heta tapicha katupyry heta tetãgui.	Variación e Identidad” que reúne a cientos de expertos lingüistas de todo el mundo.
[NEW DOCUMENT 03/30/17 SP:09:54:a GN:10:06:a]	[NEW DOCUMENT 03/30/17 SP:09:54:a GN:10:06:a]
PODER EJECUTIVO GUIVE OJEJERURE OJEPORUMEME HAG̃UA GUARANI ÑE’Ẽ.	DESDE EL EJECUTIVO INSTAN A INCORPORAR USO DEL GUARANÍ.
Peteĩ circular rupive, Ministro-Secretario General ha Jefe de Gabinete de la Presidencia de la República, Juan Carlos López Moreira, ojerure ojeporu hag̃ua guarani ñe’ẽ atyhápe; avei Tetã Purahéi Guasu jepurahéi guaraníme, aty ñemoakã, mburuvicha oñe’ẽvo, ha Estado guive oñemomarandúvo tove tojeporu guarani.	A través de una circular divulgada recientemente por el Ministro-Secretario General y Jefe de Gabinete de la Presidencia de la República, Juan Carlos López Moreira, se recomienda el uso del idioma guaraní en los actos públicos protocolares; incluidos el canto del Himno Nacional en guaraní, el empleo de la lengua durante la conducción de eventos por los maestros de ceremonia, en las palabras de las autoridades, en la publicidad oficial y en los medios de comunicación oficial.
[NEW DOCUMENT 03/27/17 SP:09:40:a GN:09:47:a]	[NEW DOCUMENT 03/27/17 SP:09:40:a GN:09:47:a]
SÃMBYHYHÁRA ALCARAZ OMOIRŨ CONADIS ATY.	MINISTRA DE LA SPL ACOMPAÑÓ LA SESIÓN DE LA CONADIS.
Upe arapoteĩ ohasava’ekuépe oñombyaty peteĩhaitépe ko 2017 arýpe Comisión Nacional por los Derechos de las Personas con Discapacidad (Conadis).	El viernes último se realizó la primera sesión del 2017 de la Comisión Nacional por los Derechos de las Personas con Discapacidad (Conadis).
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoirũ ko aty ha oñe’ẽ umi mba’e ikatúva oñemotenonde ko temimoĩmby omoakãva guive, iñe’ẽngúva ñe’ẽ rehehápe.	La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, estuvo presente en dicha sesión y refirió los principales desafíos que se pueden acompañar desde la SPL en materia de lengua de señas.
[NEW DOCUMENT 03/21/17 SP:08:11:a GN:08:15:a]	[NEW DOCUMENT 03/21/17 SP:08:11:a GN:08:15:a]
PETEĨ EMPRESA GUASU OMOGUARANI UMI MBA’E OIKUAVE’ẼVA RYRU.	CONOCIDA EMPRESA TRADUCE AL GUARANÍ LA CAJA DE SUS PRODUCTOS.
Peteĩ empresa guasu oguerúva tetã ambuégui ohepyme’ẽ hag̃ua heta mba’e ogapýpe ha industria-pe g̃uarã “Comagro S. A.” imba’eporãitemi guarani ñe’ẽ ndive omoguaranívo, castellano ndive, umi mba’e oikuave’ẽva ryrukuéra.	La empresa importadora de artículos para el hogar y de Industria en general “Comagro S. A.” tuvo una muy buena iniciativa a favor del guaraní al incorporar el uso de esta lengua, con el castellano, en las cajas de sus productos.
[NEW DOCUMENT 03/21/17 SP:04:39:a GN:04:41:a]	[NEW DOCUMENT 03/21/17 SP:04:39:a GN:04:41:a]
SÃMBYHYHÁRA ALCARAZ OHESA’ỸIJO PETEĨ ATY GUASÚPE “POLÍTICAS LINGÜÍSTICAS EN EL MARCO DE LA EVALUACIÓN DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR”.	MINISTRA DE LA SPL DISERTÓ SOBRE “POLÍTICAS LINGÜÍSTICAS EN EL MARCO DE LA EVALUACIÓN DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR”.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero ohesa’ỹijo ko arakõi ka’arupytũme kuaapy “Políticas Lingüísitcas en el Marco de la Evaluación de la Calidad de la Educación Superior” rehegua.	Una disertación sobre “Políticas Lingüísticas en el Marco de la Evaluación de la Calidad de la Educación Superior” fue ofrecida este lunes por la Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero.
[NEW DOCUMENT 03/20/17 SP:11:42:a GN:11:47:a]	[NEW DOCUMENT 03/20/17 SP:11:42:a GN:11:47:a]
PÑS SÃMBYHYHÁRA OMOIRŨ ATY OÑEMOMORÃ HAG̃UA HAIHÁRA ROA BASTOS-PE.	MINISTRA DE LA SPL EN LA REUNIÓN DE LA COMISIÓN ROA BASTOS.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoirũ Aty Guasu omoakãva Augusto Roa Bastos 100 ary heñoihague ñemomorã. Upépe oñehesa’ỹijo ha oñembohape opa mba’e ojejaposéva haihára ñemomorãvo ko ary pukukue.	Como integrante de la Comisión Nacional de Conmemoración del Centenario de Augusto Roa Bastos, la Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero participó este lunes de la reunión informativa y de proyecciones sobre las distintas actividades en desarrollo y a concretarse en los próximos meses en el marco de los festejos de los cien años del natalicio de Roa Bastos.
[NEW DOCUMENT 03/17/17 SP:05:11:a GN:05:18:a]	[NEW DOCUMENT 03/17/17 SP:05:11:a GN:05:18:a]
PÑS GUIVE OJEYKEKO “TEST DE COMPETENCIA LINGÜÍSTICA” JEGUEROGUATA CAAZAPÁ TAVUSÚPE.	TÉCNICOS DE LA SPL ACOMPAÑARON APLICACIÓN DEL TEST DE COMPETENCIA LINGÜÍSTICA EN CAAZAPÁ.
