[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
Las notas finales se publicarán a través del	psicoténico ha ñomongetápe ohechaukáva ikatupyrykue.
portal: www.paraguayconcursa.gov.py.	Opa kyta ojehupytýva
	ojehechakuaáta ojeikévo: www.paraguayconcursa.gov.py.
[NEW DOCUMENT 10/20/17 SP:08:30:a GN:08:36:a]	[NEW DOCUMENT 10/20/17 SP:08:30:a GN:08:36:a]
FORO SOBRE USO DEL GUARANÍ EN CONTEXTOS NO HABITUALES.	GUARANI JEROIKE UMI NDOJEPORUIHÁPE GUETERI REHEGUA ATY.
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, dictó este viernes una conferencia magistral sobre “La utilización de la Lengua Guaraní junto al Castellano en contextos no habituales de uso”."	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, ohesa’?ijo ko arapote?me mba’ekuaapy hérava “La utilización de la Lengua Guaraní junto al Castellano en contextos no habituales de uso”."
"El evento se realizó en el salón municipal de San Ignacio, Misiones, ante un auditorio lleno."	"Ko aty guasu oiko San Ignacio, Misiones, Tavao kotýpe, omyenyh?va tapicha."
[NEW DOCUMENT 10/18/17 SP:10:45:a GN:10:57:a]	[NEW DOCUMENT 10/18/17 SP:10:45:a GN:10:57:a]
ORGANIZAN LA SEGUNDA EDICIÓN DE LA FERIA DE LENGUAS DEL PARAGUAY.	OÑEMBOSAKO’I PARAGUÁI ÑE’?NGUÉRA JEHECHAUKARÃ MOKÕIHA.
La Secretaría de Políticas Lingüísticas organiza la II Feria de Lenguas en el Paraguay “Toikove ñe’?nguéra Paraguáipe” con el objetivo de exponer ante la sociedad nacional la riqueza del plurilingüismo paraguayo.	Paraguái Ñe’?nguéra Sãmbyhyha ombosako’i Paraguái Ñe’?nguéra Jehechaukarã Mokõiha “Toikove Ñe’?nguéra Paraguáipe” ojehechauka hag?ua maymávape ñe’?ita oikovéva ñane retãme.
El evento contará con una nutrida agenda que será desarrollada por expertos nacionales y extranjeros; referentes de los pueblos y organizaciones indígenas.	"Ko aty guasúpe heta tapicha arandu, tetã ha pytagua, ha avei ypykuéra apytégui, ohesa’?ijóta heta mba’e kuaapy ñe’?nguéra rehegua."
[NEW DOCUMENT 10/18/17 SP:08:29:a GN:08:32:a]	[NEW DOCUMENT 10/18/17 SP:08:29:a GN:08:32:a]
REUNIÓN INFORMATIVA SOBRE CONCURSO PÚBLICO DE LA SPL.	"ATY ÑEMOMARANDURÃ, PÑS CONCURSO REHEGUA."
En la mañana de este miércoles se realizó en la sede de la	Ko ararundy pyharevépe oñehenói Paraguái Ñe’?nguéra Sãmbyhyha
Secretaría de Políticas Lingüísticas la reunión informativa con los admitidos del	rógape mayma tapicha oñemone?mava’ekue ojeporavo hag?ua mba’apohara payhu: 1
"concurso público para la selección de 1 comunicador social, 1 diseñador gráfico"	"comunicador social, 1 diseñador gráfico ha 1 planificador lingüístico."
y 1 planificador lingüístico.	"Oaranduchaukáta hikuái ág?a arakõi 23 jasypápe, Instituto Superior de Educación"
Las evaluaciones serán el día lunes 23 de octubre	"“Dr. Raúl Peña” rógape, opytáva Avda."
"en la sede del Instituto Superior de Educación “Dr. Raúl Peña”, Avda."	"Eusebio Ayala km 4,5 rapépe."
Eusebio	
"Ayala km 4,5."	
[NEW DOCUMENT 10/17/17 SP:11:12:a GN:11:19:a]	[NEW DOCUMENT 10/17/17 SP:11:12:a GN:11:19:a]
SE BUSCA IMPLEMENTAR BILINGÜISMO OFICIAL EN ENTES PÚBLICOS.	TETÃ REMIMO?MBYKUÉRA OMBA’APO MOKÕIVE ÑE’?TEE JEPORU JOJARÃ REHE.
"Este martes ser realizó la segunda reunión con los referentes de las Unidades de Asuntos Lingüísticos de los diferentes Organismos y Entidades del Estado (OEE), dependientes del Poder Ejecutivo."	Ko araapýpe oñombyaty mokõiha tetã remimo?mby moakãhakuéra o?va Tetã Pokatuvete poguýpe.
"El encuentro, organizado por la Secretaría de Políticas Lingüísticas, sirvió para trazar las líneas estratégicas de acción que apunte a la normalización del uso oral y escrito de la lengua guaraní en cada una de las instituciones."	"Ko aty, omoakãva Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) rupive, oñembohape mba’eichaitépa ojegueroguatáta guarani jeporu meme ayvu ha haipýpe ko’ã temimõimbyha rehe."
[NEW DOCUMENT 10/11/17 SP:11:21:a GN:11:26:a]	[NEW DOCUMENT 10/11/17 SP:11:21:a GN:11:26:a]
LA SPL TUVO SU NIÑA MINISTRA POR UN DÍA.	PETE? MITÃKUÑA OISÃMBYHYHA KO ÁRAPE PÑS.
"En adhesión a la campaña Niñas Al Poder 2017, la Secretaría de Políticas Lingüísticas (SPL) tuvo su Niña Ministra, Claudia, por un día."	"Ojeykekóvo Mitãkuñanguéra Pokaturapére 2017 (Niñas Al Poder 2017), Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) oguereko Mitãkuña Claudia-pe isãmbyhyára ramo ko árape."
"El evento, en recordación al Día Internacional de la Niña, es propiciado por Plan Internacional y busca que las niñas alrededor del mundo asuman como líderes políticos, sociales y económicos."	"Ko mba’e guasu, ojejapóva oñemomorãvo Mitã Kuña Ára Guasu (Día Internacional de la Niña), ogueroguata Plan Internacional ha ojehekahína péina tove mitãkuñanguéra tomoakã opa mba’e ojejapóva opa rupi."
[NEW DOCUMENT 10/10/17 SP:11:46:a GN:11:50:a]	[NEW DOCUMENT 10/10/17 SP:11:46:a GN:11:50:a]
LANZAN UN CONCURSO INTERNACIONAL PARA PREMIAR AL MEJOR VIDEO INDÍGENA.	OJEGUEROJERA ÑOHA’Ã GUASU OÑEMBOJOPÓI HAG?UA YPYKUÉRA TA’ANGAMÝI IPORÃVÉVA.
"Este martes se realizó el lanzamiento del concurso internacional Anaconda, que premiará al mejor video indígena y afrodescendiente Amazónico, del Chaco y los Bosques Tropicales de América Latina y El Caribe."	"Ko araapy pyharevépe ojeguerojera ñoha’ã guasu hérava Anaconda ha oiporavótava ypykuéra, afrodescendiente Amazónico, Chaco ha Bosques Tropicales de América Latina ha El Caribe ta’angamýi iporãvéva."
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, acompañó la presentación del concurso realizada en el Juan de Salazar."	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoir? ko ñoha’ã guasu jeguerojera oikóva Juan de Salazar-pe."
[NEW DOCUMENT 10/05/17 SP:05:01:a GN:05:03:a]	[NEW DOCUMENT 10/05/17 SP:05:01:a GN:05:03:a]
HOY SE RECUERDA EL DÍA MUNDIAL DEL DOCENTE.	KO ÁRAPE OÑEMOMORÃ MAYMA MBO’EHÁRAPE.
La Secretaría de Políticas Lingüísticas extiende las felicitaciones a todos los docentes paraguayos que dignamente cumplen el importante rol de formar a los ciudadanos de esta Nación.	Paraguái Ñe’?nguéra Sãmbyhyha guive oñembovy’apav? mayma Paraguái mbo’ehárape ko’? rei rehe oipykúiva ombo’évo ñane retãyguakuérape.
"Al mismo tiempo, reconoce la trascendental tarea que tienen los educadores en la formación lingüística de cada educando, en la construcción del aprendizaje a partir del respeto de los derechos lingüísticos de cada paraguayo."	"Avei, ohechakuaa mbo’eharakuéra rehe ae ojehekombo’e ñe’? jeporu hekópe, ha opa mba’ekuaapy oguerojeráva mayma temimbo’ekuéra ndive tove taiñañete ñe’?nguéra derécho Paraguáipe o?va ári."
[NEW DOCUMENT 10/04/17 SP:10:32:a GN:10:37:a]	[NEW DOCUMENT 10/04/17 SP:10:32:a GN:10:37:a]
MESA TÉCNICA PARA ESTABLECER SISTEMA NACIONAL DE LENGUA DE SEÑAS.	OÑEMBA’APOHÍNA OÑEGUENOH? HAG?UA IÑE’?NGÚVA ÑE’?TEERÃ PARAGUÁIPE.
"Este miércoles se reunió la mesa técnica de la Subcomisión de Información, Comunicación y Lengua de Señas de la Comisión Nacional por los Derechos de las Personas con Discapacidad (CONADIS)."	"Ko ararundýpe oñombyaty Subcomisión de Información, Comunicación y Lengua de Señas aty’i, Comisión Nacional por los Derechos de las Personas con Discapacidad (CONADIS) pegua."
Fue con el objetivo de identificar los desafíos y acciones posibles con miras a la elaboración de un plan de trabajo para establecer el sistema de lengua de señas del Paraguay.	Ko aty’ípe ojehechakuaa tekotev?mby ha mba’épa ojejapokuaa oñembohapévo tembiapo oguerojerátava iñe’?ngúva ñe’?teerã Paraguáipe.
[NEW DOCUMENT 10/03/17 SP:07:16:a GN:07:20:a]	[NEW DOCUMENT 10/03/17 SP:07:16:a GN:07:20:a]
MUNICIPALIDAD DE ASUNCIÓN ORGANIZA CONCURSO DE POESÍA EN GUARANÍ.	PARAGUAY TAVAO OMBOSAKO’I ÑOHA’Ã HA OHENÓI ÑE’?YVOTYJAKUÉRAPE.
Las personas interesadas deberán ceñirse a las siguientes:	"Mayma oikeséva ko ñoha’ãme, ápe omoñe’?kuaa jesarekorãnguéra:"
[NEW DOCUMENT 10/01/17 SP:06:00:a GN:06:03:a]	[NEW DOCUMENT 10/01/17 SP:06:00:a GN:06:03:a]
MINISTRA DE LA SPL DICTÓ UNA CONFERENCIA EN UN CONGRESO EDUCATIVO.	SÃMBYHYHÁRA ALCARAZ OÑE’? PETE? AMANDAJE TEKOMBO’E REHEGUÁPE.
	Amandaje “I Congreso Educativo.
	"La educación en la era digital”, ojapóva upe arapokõi ohasava’ekuépe Instituto de Formación Docente -Nuestra Señora de la Asunción-, ombyaty heta tapicha arandu ohesa’?ijóva imba’ekuaa."
	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, oñe’? avei upépe ñe’?nguéra rehehápe ñemba’apo Paraguáipe rehe, mba’épa ojehupytýma ha mba’épa tekotev?."
[NEW DOCUMENT 09/28/17 SP:11:04:a GN:11:08:a]	[NEW DOCUMENT 09/28/17 SP:11:04:a GN:11:08:a]
"EN UN SEMINARIO, EL TSJE INAUGURA CABINAS DE TRADUCCIÓN SIMULTÁNEA."	"PETE? AMANDAJÉPE, TSJE OGUEROJERA KOTY’I ÑE’?ASARÃ."
"En el seminario internacional “Compartiendo Experiencias Exitosas de Participación Política Electoral Indígena” que organiza el Tribunal Superior de Justicia Electoral (TSJE), se inauguró unas cabinas de traducción simultánea en tres idiomas (guaraní-castellano-inglés)."	"Pete? amandaje guasu hérava “Compartiendo Experiencias Exitosas de Participación Política Electoral Indígena”, omoakãva Tribunal Superior de Justicia Electoral (TSJE), ojeporu ñepyr? koty’i guive ñe’?asa mbohapy ñe’?me (guarani-castellano-inglés)."
La Secretaría de Políticas Lingüísticas aplaude la iniciativa de atender los derechos lingüísticos de los conciudadanos.	"Paraguái Ñe’?nguéra Sãmbyhyha guive oñemomba’e guasu ko oikóva, ojehechakuaáre péicha tapicha ñe’? dérecho."
[NEW DOCUMENT 09/28/17 SP:10:33:a GN:10:35:a]	[NEW DOCUMENT 09/28/17 SP:10:33:a GN:10:35:a]
MINISTRA DE LA SPL PARTICIPÓ DE LA III SESIÓN DE CONADIS.	SÃMBYHYHÁRA ALCARAZ OMOIR? CONADIS ATY MBOHAPYHA.
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, participó este jueves de la III Sesión de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis)."	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoir? ko arapópe, Comisión Nacional por los Derechos Humanos de las Parsonas con Discapacidad (Conadis) ñombyaty mbohapyha."
"Durante la reunión se refirió a los avances dados en la Subcomisión de Información, Comunicación y Lengua de Señas que lidera la Ministra."	"Ko atýpe, Sãmbyhyára omombe’u mba’eichaitépa ojegueroguata tembiapoita Subcomisión de Información, Comunicación y Lengua de Señas guive, aty omoakãva ha’e."
[NEW DOCUMENT 09/28/17 SP:03:25:a GN:03:29:a]	[NEW DOCUMENT 09/28/17 SP:03:25:a GN:03:29:a]
SERVIDORES PÚBLICOS FUERON CAPACITADOS EN GUARANÍ COMUNICATIVO.	TETÃ MBA’APOHARAKUÉRA OÑEMBOKATUPYRY GUARANÍME.
Ayer miércoles culminó el Curso de Guaraní Comunicativo para Funcionarios Públicos brindado por la Secretaría de Políticas Lingüísticas (SPL) y la Secretaría de la Función Pública (SFP) desde el Instituto Nacional de la Administración Pública del Paraguay (INAPP).	"Kuehe, ararundýpe, oñemohu’ã Guarani Jehekombo’e Tetã Mba’apoharakuérape, ogueroguatava’ekue Paraguái Ñe’?nguéra Sãmbyhyha (SPL) ha Tetã Rembijokuái Sãmbyhyha (TRS), Instituto Nacional de la Administración Pública del Paraguay (INAPP) guive."
[NEW DOCUMENT 09/27/17 SP:05:33:a GN:05:40:a]	[NEW DOCUMENT 09/27/17 SP:05:33:a GN:05:40:a]
SEÑALÉTICA BILINGÜE OFICIAL EN LA MUNICIPALIDAD DE ASUNCIÓN.	"PARAGUAY TAVAO RÓGAPE OJEPORÚMA GUARANI, CASTELLANO YKÉRE."
La primera muestra de	"Paraguay Tavao ohechauka ñepyrõ oiporu jojaseha guarani ha castellano, omoñe’?kõiteéma señalética hóga ryepýpe."
"normalización del guaraní, junto al castellano, en la Municipalidad de"	"Ko’ã haipyre ñemoguarani oipytyvõ Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), tetã remimo?mby omba’apojoajúva ko Tavao ndive."
"Asunción, ya se ve reflejada en la bilingüización oficial de la señalética"	
institucional.	
"La traducción al guaraní fue apoyada por la Secretaría de Políticas Lingüísticas (SPL), con quien la"	
Municipalidad tiene suscripto un convenio de cooperación.	
[NEW DOCUMENT 09/26/17 SP:10:38:a GN:10:41:a]	[NEW DOCUMENT 09/26/17 SP:10:38:a GN:10:41:a]
LIBRO DE ORO FUE DEPOSITADO EN EL ARCHIVO NACIONAL.	ITAJU ARANDUKA OÑEMBOJERE ARCHIVO NACIONAL-PE.
"Luego de casi 150 años, el Libro de Oro fue depositado nuevamente en el Archivo Nacional de Paraguay."	"Ohupytypotávo 150 ary, péina oñembojere jey Itaju Aranduka (Libro de Oro) Archivo Nacional kotýpe."
"El simbólico acto fue acompañado desde la Secretaría de Políticas Lingüísticas por la Directora de Gabinete, María Alvarenga de Sánchez y Walter Díaz."	"Ko mba’e guasuete oiko kuri ko araapy pyharevépe ha Paraguái Ñe’?nguéra Sãmbyhyha guive omoir? Sãmbyhyhára Pytyvõharapav? Moakãhára, María Alvarenga de Sánchez ha Walter Díaz."
[NEW DOCUMENT 09/26/17 SP:09:57:a GN:10:01:a]	[NEW DOCUMENT 09/26/17 SP:09:57:a GN:10:01:a]
CELEBRARON DÍA DE LA MUJER RURAL.	OJEGUEROHORY KUÑA OKARAYGUA ÁRA.
"En un evento realizado este martes en el Parque Litoral del Palacio de Gobierno, se reunió a más de mil mujeres rurales del país a fin de celebrar su día."	"Pete? aty guasu oikova’ekue ko araapy pyharevépe Parque Litoral del Palacio de Gobierno-pe, ijaty mil rasa kuña okaraygua omomba’évo hi’ára."
"La actividad fue presidida por el Presidente de la República, Horacio Cartes, y acompañada por altas autoridades estatales, incluida la ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero."	"Ko aty guasu omoakã tetã Mburuvichavete, karai Horacio Cartes, ha omoir? chupe heta ambue mburuvicha, ijapytepekuéra Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero."
[NEW DOCUMENT 09/25/17 SP:09:51:a GN:09:57:a]	[NEW DOCUMENT 09/25/17 SP:09:51:a GN:09:57:a]
ANUNCIAN PRÓRROGA EN POSTULACIÓN PARA CONCURSO DE LA SPL.	OJEIPYSOVE ÁRA OJEIKE HAG?UA PÑS OMBOSAKO’ÍVA CONCURSO-PE.
"La Secretaría de Políticas Lingüísticas informa la prórrada del plazo de postulación al Concurso Público de Oposición para cubrir los cargos: 1 (un) Profesional de Planificación Lingüística, 1 (un) Diseñador Gráfico, y 1 (un) Comunicador Social."	"Paraguái Ñe’?nguéra Sãmbyhyha oporomomarandu ojepysoveha ára ojeike hag?ua Concurso Público de Oposición-pe, ombosako’íva oiporavo hag?ua ko’ã mba’apohára pyahurã: 1 (pete?) Profesional de Planificación Lingüística, 1 (pete?) Diseñador Gráfico, ha 1 (pete?) Comunicador Social."
El plazo se extiende hasta el día miércoles 4 de octubre del corriente año.	"Ojepyso ág?a ararundy 4 jasypa, ko ary peve."
[NEW DOCUMENT 09/25/17 SP:08:05:a GN:08:08:a]	[NEW DOCUMENT 09/25/17 SP:08:05:a GN:08:08:a]
MINISTRA ALCARAZ ACOMPAÑÓ LA PRESENTACIÓN DE LA “MARCA PAÍS PARAGUAY”.	SÃMBYHYHÁRA ALCARAZ OMOIR? “MARCA PAÍS PARAGUAY” JEIKUAAUKA.
Esta mañana se realizó el lanzamiento	Ko arakõi pyharevépe ojeguerojera
de la tercera edición de la campaña “Paraguayo como vos” y la presentación de	"jey mbohapyha “Paraguayo como vos” ha oñeguenoh? avei “Marca País Paraguay”,"
"la “Marca País Paraguay”, iniciativa encarada por el Ministerio de Industria y"	"mba’e guasu ogueroguatáva Tetã Mba’e’apopy ha Ñemo Motenondeha, Unión"
"Comercio, la Unión Industrial Paraguay (Joven) y la Cámara Paraguaya de"	Industrial Paraguay (Pyahu) ha Cámara Paraguaya de Supermercados.
Supermercados.	Paraguái Ñe’?nguéra
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa"	"Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoir? ko aty guasu oikóva Tetã Mba’e’apopy"
"Alcaraz de Silvero, acompañó el evento realizado en el salón de actos del MIC."	ha Ñemo Motenondeha kotýpe.
[NEW DOCUMENT 09/22/17 SP:06:37:a GN:06:42:a]	[NEW DOCUMENT 09/22/17 SP:06:37:a GN:06:42:a]
CAPACITAN A FUNCIONARIOS DE LA SPL.	PÑS MBA’APOHARAKUÉRA OÑEMBOKATUPYRYVE.
Funcionarios de la Secretaría de Políticas Lingüísticas (SPL) están participando en estos momentos de un taller sobre Negociación y Resolución de Conflictos.	Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oñembokatupyryhína ko’ág?a “Negociación y Resolución de Conflictos”-pe.
"El objetivo del taller es que los servidores públicos adquieran conceptos, actitudes y herramientas de negociación y resolución de conflictos."	Ko jehekombo’e rupive oñeha’arõ mayma mba’apohárape hesakãvévo ko mba’ekuaapy oiporukuaátava imba’apoha ha hekohápe.
[NEW DOCUMENT 09/20/17 SP:09:53:a GN:10:09:a]	[NEW DOCUMENT 09/20/17 SP:09:53:a GN:10:09:a]
DESDE HOY CORRE FECHA DE POSTULACIÓN PARA CONCURSO DE LA SPL.	KO ÁRA GUIVE OJEIKEKUAA PÑS OMBOSAKO’ÍVA CONCURSO-PE.
"Desde hoy miércoles 20 y hasta el martes 26 de setiembre corre el plazo de postulación para participar del Concurso Público de Oposición de la Secretaría de Políticas Lingüísticas a fin de cubrir los siguientes cargos: 1 (un) Profesional de Planificación Lingüística, 1 (un) Diseñador Gráfico, y 1 (un) Comunicador Social."	"Ko ararundy 20 jasyporundy guive ha ág?a araapy 26 peve ikatu ojeike Paraguái Ñe’?nguéra Sãmbyhyha ombosako’íva Concurso Público de Oposición-pe oiporavo hag?ua ko’ã mbohapy mba’apohára pyahurã: 1 (pete?) Profesional de Planificación Lingüística, 1 (pete?) Diseñador Gráfico, ha 1 (pete?) Comunicador Social."
Todos los datos referentes al Concurso están disponibilizados en el portal: www.paraguayconcursa.gov.py.	Opaite marandu ko Concurso rehegua remoñe’?kuaa ko’ápe: www.paraguayconcursa.gov.py.
"Así mismo, las postulaciones deberán realizarse exclusivamente a través dicho portal virtual."	"Avei, oikeséva ko Concurso-pe, ojapova’erã ko página web rupive añónte."
[NEW DOCUMENT 09/20/17 SP:07:46:a GN:07:54:a]	[NEW DOCUMENT 09/20/17 SP:07:46:a GN:07:54:a]
PACTAN FORTALECER BILINGÜISMO OFICIAL EN ASUNCIÓN.	"PARAGUAY TÁVAPE, JOAJÚPE, OÑEMOMBARETESE MOKÕIVE ÑANE ÑE’?TEE."
"A partir de la firma de un acuerdo de cooperación entre la Secretaría de Políticas Lingüísticas y la Municipalidad de Asunción, concretada en la mañana de este miércoles, iniciarán los trabajos conjuntos a fin incorporar paulatinamente el uso oral y escrito del idioma guaraní, igual que el castellano, como lenguas oficiales del país."	"Pete? ñe’?me’? ári, oñemboheraguapyva’ekue ko ararundýpe, Paraguái Ñe’?nguéra Sãmbyhyha ha Paraguay Tavao omba’apo joajúta ojegueroike hag?ua guarani ha castellano jeporu joja, taha’e ayvu térã ijehaípe, Paraguái ñe’?teeháicha."
[NEW DOCUMENT 09/20/17 SP:03:34:a GN:03:36:a]	[NEW DOCUMENT 09/20/17 SP:03:34:a GN:03:36:a]
MINISTRA DE LA SPL ACOMPAÑÓ LA INAUGURACIÓN DE LA EtyC 2017.	SÃMBYHYÁRA ALCARAZ OMOIR? EtyC 2017 JEGUEROJERA.
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz"	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoir?"
"de Silvero, acompañó este martes la inauguración de la XV edición de la"	ange pyhare XV edición de la Exposición Tecnológica y Científica – EtyC 2017
Exposición Tecnológica y Científica – EtyC 2017 organizada por la	"ñemoñepyr?, ombosako’íva Facultad Politécnica de la Universidad Nacional de"
Facultad Politécnica de la Universidad Nacional de Asunción.	Asunción.
El acto inaugural	Ko mba’e guasuete ñemoñepyr? oiko kuri ko mbo’ehaovusu Kotypav?me.
tuvo lugar en el Aula Magna de la casa de estudios.	
[NEW DOCUMENT 09/19/17 SP:08:35:a GN:08:37:a]	[NEW DOCUMENT 09/19/17 SP:08:35:a GN:08:37:a]
FUNCIONARIOS DE LA SPL SE CAPACITAN EN COMUNICACIÓN.	PÑS MBA’APOHARAKUÉRA OÑEMBOKATUPYRYVE.
"Funcionarios de la Secretaría de Políticas Lingüísticas (SPL) participaron este martes de un taller de comunicación y lenguaje corporal; es con el objetivo de manejar mejor esta herramienta tan indispensable que es la comunicación, optimizar cada vez más las relaciones interpersonales tanto internas como externas y así mejorar el servicio que brinda la institución."	"Heta Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) mba’apohára oñembokatupyryve ko araapy pyharevépe ñemombe’u hekoitépe; ko taller rupive oñeñeha’ã mayma mba’apohára tove tokakuaa hembiapópe, toñomongeta ha toñemombe’u hekopeve, taha’e imba’apohápe térã okápe, ha upéichape oñangarekoporãve hag?ua hapicháre."
[NEW DOCUMENT 09/17/17 SP:07:23:a GN:07:19:a]	[NEW DOCUMENT 09/17/17 SP:07:23:a GN:07:19:a]
EN SAN PEDRO BUSCAN NORMALIZAR USO DEL GUARANÍ.	SAN PEDRO TAVUSÚPE OJEPORU MEMÉTA AVEI GUARANI.
"El viernes pasado se realizó en la ciudad de Lima, Departamento de San Pedro, el taller para la normalización del uso del guaraní, junto al castellano, en la atención pública y otros ámbitos de la sociedad."	"Upe arapote?me, Lima táva, San Pedro Tavusúpe oiko pete? aty guasu ha upépe oñeñe’? mba’éichapa ojegueroikekuaa guarani jeporu meme, castellano ykére, mamo henda rupi ha opa mba’erã."
"El evento fue dirigido por la ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, y técnicos lingüísticos de la SPL."	"Ko aty omoakã Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, imba’apo ir?nguéra ndive."
[NEW DOCUMENT 09/13/17 SP:10:43:a GN:10:48:a]	[NEW DOCUMENT 09/13/17 SP:10:43:a GN:10:48:a]
MINISTRA DE LA SPL DISERTÓ EN UNA EXPO LINGÜÍSTICA.	ALCARAZ OHESA’?IJO IMBA’EKUAAPY PETE? “EXPO LINGÜÍSTICA”-PE.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, disertó este miércoles en la Expo Lingüística organizada por el colegio San José de la ciudad de Asunción."	"Paraguái Ñe’?nguéra Sãmbyhyára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’?ijo imba’ekuaaty ko ararundy pyharevépe pete? Expo Lingüística-pe ombosako’íva mbo’ehao San José, Paraguay táva pegua."
El tema de su ponencia fue “El universo guaraní en las obras de Augusto Roa Bastos”.	Oñe’? “El universo guaraní en las obras de Augusto Roa Bastos” rehe.
[NEW DOCUMENT 09/13/17 SP:05:36:a GN:05:38:a]	[NEW DOCUMENT 09/13/17 SP:05:36:a GN:05:38:a]
SEÑALÉTICA BILINGÜE OFICIAL EN LA UNA DE CAACUPÉ.	"MBO’EHAOVUSU UNA, CAACUPÉ PEGUÁPE, OJEHECHAUKA GUARANI."
"En la Facultad de Ciencias Económicas de la Universidad Nacional de Asunción (UNA), Filial Caacupé, implementan el uso equitativo de las dos lenguas oficiales, guaraní-castellano, en la cartelería y señalética."	"Mbo’ehaovusu Ciencias Económicas, Universidad Nacional de Asunción (UNA), Caacupé táva pegua guive niko ojehechauka guarani jeporu joja castellano ndive, taha’e cartelería térã señalética rupive."
La Secretaría de Políticas Lingüísticas apoyó la traducción al guaraní de las señalizaciones de la mencionada casa de estudios.	Paraguái Ñe’?nguéra Sãmbyhyha guive ojeipytyvõ kuri chupekuéra omoguarani hag?ua ko’ã haipy.
[NEW DOCUMENT 09/11/17 SP:07:19:a GN:07:29:a]	[NEW DOCUMENT 09/11/17 SP:07:19:a GN:07:29:a]
SPL LLAMA A CONCURSO PARA CUBRIR TRES CARGOS VACANTES.	PÑS OHENÓI OMBA’APOSÉVAPE.
"La Secretaría de Políticas Lingüísticas (SPL) llama a un Concurso Público de Oposición para cubrir los siguientes cargos: 1 (un) Profesional de Planificación Lingüística, 1 (un) Diseñador Gráfico, y 1 (un) Comunicador Social."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ombosako’i Concurso Público de Oposición oiporavo hag?ua mbohapy mba’apohara pyahúpe: 1 (pete?) Profesional de Planificación Lingüística, 1 (pete?) Diseñador Gráfico, ha 1 (pete?) Comunicador Social."
Todos los datos referentes al Concurso están disponibilizados en el portal: www.paraguayconcursa.gov.py.	Opaite marandu ko Concurso rehegua remoñe’?kuaa ko’ápe: www.paraguayconcursa.gov.py.
"Así mismo, las postulaciones deberán realizarse exclusivamente a través dicho portal virtual del 20 al 26 de setiembre del corriente año."	"Avei, oikeséva ko Concurso-pe, ojapova’erã ko página web rupive 20 jasyporundy guive 26 peve ko 2017 arýpe."
[NEW DOCUMENT 09/11/17 SP:04:58:a GN:05:04:a]	[NEW DOCUMENT 09/11/17 SP:04:58:a GN:05:04:a]
ANALIZARON AVANCES Y DESAFÍOS DEL SISTEMA DE LENGUA DE SEÑAS DEL PARAGUAY.	PARAGUÁI PEGUA IÑE’?NGÚVA ÑE’? HA MBA’ÉPA OHA’ARÕ CHUPE REHE OÑEÑE’? KURI.
"El viernes último se realizó una mesa de trabajo entre varias instituciones para analizar los avances sobre el sistema de lengua de señas del Paraguay; asimismo, identificar los desafíos y acciones posibles con miras a la elaboración de un plan de trabajo para establecer el sistema de lengua de señas del Paraguay."	Upe arapote? ohasava’ekuépe niko heta temimo?mby rérape ijaty kuri tapicha oñe’? hag?ua Paraguái pegua iñe’?ngúva ñe’? rehe; ohechakuaa avei hikuái mba’épa ojejapokuaa oñembohape ha oñemopete? hag?ua ko ñe’? ñane retãme.
[NEW DOCUMENT 09/09/17 SP:05:25:a GN:05:33:a]	[NEW DOCUMENT 09/09/17 SP:05:25:a GN:05:33:a]
