[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
SPL ACOMPAÑA II REUNIÓN BILATERAL PARAGUAYO-ARGENTINA.	PÑS OMOIRŨ MOKÕIHA PARAGUÁI HA ARGENTINA MBURUVICHAKUÉRA ÑOMBYATY GUASU.
La Secretaría de Políticas Lingüísticas (SPL) acompaña la II Reunión de Ministros y Gobernadores Paraguayos y Argentinos de la frontera común.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) omoirũ aty guasu “II Reunión de Ministros y Gobernadores Paraguayos y Argentinos de la frontera común”.
Como integrantes del Comité Técnico Preparatorio, estuvieron trabajando este jueves el Sr. Damián Sánchez, Secretario General, y el Sr. Carlos Garay, Jefe del Departamento de Planificación y Evaluación Institucional.	PÑS rérape, oĩva Comité Técnico Preparatorio” ryepýpe, omba’apo ñepyrũmava ko arapo guivehína Damián Sánchez, Secretario General, ha Carlos Garay, Departamento de Planificación y Evaluación Institucional Moakãhára.
Fue en el Awa Resort Hotel de la ciudad de Encarnación.	Ko aty ha ñemba’apo oiko Awa Resort Hotel pe, Encarnación tavusúpe.
[NEW DOCUMENT 11/10/16 SP:04:42:a GN:04:51:a]	[NEW DOCUMENT 11/10/16 SP:04:42:a GN:04:51:a]
LA SPL CUMPLE CON EL 100 % DE LO REQUERIDO POR LA LEY DE TRANSPARENCIA.	PÑS OGUATA LÉI 5189 “DE TRANSPARENCIA” HE’IHAICHAITE.
Según un informe emitido por la Secretaría de la Función Pública, donde se detalla el grado de cumplimiento de la Ley 5189/14 “Que establece la obligatoriedad de la provisión de información en el uso de los recursos públicos sobre remuneraciones y otras retribuciones asignadas al servidor público de la República del Paraguay”, la Secretaría de Políticas Lingüísticas obtuvo la calificación óptima; es decir, es una de las instituciones que cumple con el 100 % de lo requerido por la Ley de Transparencia.	Tetã Rembijokuái Sãmbyhyha oguenohẽ peteĩ marandu he’ihápe mba’eichaitépa opa Estado remimoĩmby oguatahína Léi 5189/14 “Ojeruréva oñemoherakuã hag̃ua mba’eichaitépa ojeporu Estado viru ha ambueve mba’e”, he’i Paraguái Ñe’ẽnguéra Sãmbyhyha oguataha hekoitépe ko Léi ári ha omohovaipaiteha opa ojeruréva.
[NEW DOCUMENT 11/09/16 SP:11:52:a GN:11:56:a]	[NEW DOCUMENT 11/09/16 SP:11:52:a GN:11:56:a]
FUNCIONARIOS DE LA SPL FUERON CAPACITADOS EN MOTIVACIÓN Y COMPROMISO.	HETA PÑS MBA’APOHÁRAPE NDIVE OÑEHESA’ỸIJO MOTIVACIÓN HA COMPROMISO.
Directores generales y técnicos de la Secretaría de Políticas Lingüísticas (SPL) participaron este miércoles de un taller de capacitación en Motivación y Compromiso.	Moakãharapavẽnguéra ha heta ambue Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apohára ndive oñehesa’ỹijo ko ararundýpe Motivación ha Compromiso.
El taller fue desarrollado por el Sr. Sergio Carrón de la IMPROVE.	Ko mbo’epy ohesa’ỹijo karai Sergio Carrón, IMPROVE pegua.
[NEW DOCUMENT 11/08/16 SP:08:29:a GN:08:34:a]	[NEW DOCUMENT 11/08/16 SP:08:29:a GN:08:34:a]
PLANIFICAN USO DEL GUARANÍ CON ACTORES LOCALES DE MISIONES.	OJEHAPE’APO GUARANI JEPORURÃ, MISIONES GUAKUÉRA NDIVE.
La Secretaría de Políticas Lingüísticas, en coordinación con la Gobernación de Misiones, organizó este martes un taller para la Normalización del uso de la lengua guaraní.	Paraguái Ñe’ẽnguéra Sãmbyhyha, joajúpe Misiones Gobernación ndive, ombosako’i peteĩ taller “Guarani ñe’ẽ reporu añeteterã”.
El evento reunió a actores locales de diferentes sectores con el fin coordinar acciones para la implementeación de la Ley 4251 de Lenguas.	Ko taller ombyaty heta tapicha ko tavusu peguápe jahechápa toñembohape hendivekuéra Léi 4251 Ñe’ẽnguéra rehegua ñemoañete.
[NEW DOCUMENT 11/08/16 SP:06:11:a GN:06:16:a]	[NEW DOCUMENT 11/08/16 SP:06:11:a GN:06:16:a]
MINISTRA DE LA SPL DISERTÓ SOBRE DERECHOS LINGÜÍSTICOS.	SÃMBYHYHÁRA ALCARAZ OHESA’ỸIJO DERÉCHO ÑE’ẼNGUÉRA REHEGUA.
La Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, ofreció este lunes una disertación magistral sobre “Derechos lingüísticos y acceso a la justicia”.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’ỹijo peteĩ amandajépe, ko arakõi pyharépe, “Ñe’ẽnguéra derécho ha tekojoja jekupytyrã”.
Fue durante la conferencia organizada por alumnos del sexto semestre de la Facultad de Derecho y Ciencias Sociales de la Universidad Nacional de Asunción de la ciudad Pedro Juan Caballero.	Ko amandaje ombosako’i temimbo’ekuéra Sexto Semestre de la Facultad de Derecho y Ciencias Sociales de la Universidad Nacional de Asunción, Pedro Juan Caballero táva pegua.
[NEW DOCUMENT 11/07/16 SP:07:28:a GN:07:36:a]	[NEW DOCUMENT 11/07/16 SP:07:28:a GN:07:36:a]
DERECHOS LINGÜÍSTICOS Y ACCESO A LA JUSTICIA SERÁN TEMAS DE DEBATE EN PEDRO JUAN CABALLERO.	ÑE’ẼNGUÉRA DERÉCHO HA TEKOJOJA JEKUPYTYRÃ REHE OÑEÑE’ẼTA PEDRO JUAN CABALLERO TÁVAPE.
Los derechos lingüísticos garantizados en las normativas regidas en Paraguay y las nuevas políticas lingüísticas implementadas desde la Secretaría de Políticas Lingüísticas (SPL) serán expuestos por la titular de dicha institución, Ladislaa Alcaraz de Silvero.	Opa ñe’ẽnguéra derécho ojeguerekóva Paraguáipe ha ñe’ẽnguéra rehe ñemba’apo oñemotenondéva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) guive niko ohesa’ỹijóta Sãmbyhyhára Ladislaa Alcaraz de Silvero.
Será este lunes 7 a las 19:00 hs. durante una conferencia en el salón auditorio de la Gobernación de Pedro Juan Caballero.	Ko aty guasu oikóta ko arakõi ka’arupytũme 19:00 aravo ramo, Pedro Juan Caballero táva Gobernación kotýpe.
[NEW DOCUMENT 11/05/16 SP:09:51:a GN:09:57:a]	[NEW DOCUMENT 11/05/16 SP:09:51:a GN:09:57:a]
MINISTRA DE LA SPL DISERTÓ SOBRE POLÍTICAS Y PLANIFICACIÓN LINGÜÍSTICAS EN UN CONGRESO EN ITAPÚA.	PÑS SÃMBYHYHÁRA OHESA’ỸIJO ÑE’ẼNGUÉRA REHE ÑEMBA’APO, PETEĨ AMANDAJÉPE ITAPÚA TÁVAPE.
La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, disertó este viernes sobre las Políticas y Planificación Lingüísticas en Paraguay a cinco años de la vida institucional de la SPL.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’ỹijo ko arapoteĩme ñe’ẽnguéra rehe ñemba’apo ha iñembohape Paraguáipe, po ary ohupytývo PÑS rekove.
Fue durante las I Jornadas de Lengua y Literatura “Investigación y Realidad Lingüística”, organizado por la Universidad Nacional de Itapúa, desde su Departamento de Lenguas y la Jefatura de Investigación y Extensión de la Facultad de Humanidades, Ciencias Sociales y Cultura Guaraní.	Kóva oiko peteĩ amandaje guasúpe, hérava I Jornadas de Lengua y Literatura “Investigación y Realidad Lingüística”, ombosako’íva Universidad Nacional de Itapúa, Departamento de Lenguas y la Jefatura de Investigación y Extensión de la Facultad de Humanidades, Ciencias Sociales y Cultura Guaraní guive.
[NEW DOCUMENT 11/04/16 SP:04:42:p GN:04:47:p]	[NEW DOCUMENT 11/04/16 SP:04:42:p GN:04:47:p]
LA CIUDAD MÁS LIMPIA AHORA BUSCA SER MODELO EN PROMOCIÓN DE MULTILINGÜISMO.	TÁVA IPOTĨVÉVARAMO OJEKUAÁVA PÉINA TECHAPYRÃRAMO OJEGUEREKOKUAÁTA ÑE’ẼNGUÉRA ÑEMOHERAKUÃME.
La ciudad de Atyra, conocida como la más limpia del país, ahora se proyecta a ser modelo en la promoción y visibilización del multilingüismo paraguayo.	Atyra táva, ipotĩvévaramo ojekuaáva tetã tuichakue, péina ojeguerekokuaáta avei techapyrãramo ñe’ẽnguéra jeporu jehechauka ha ñemoherakuãme.
La cartelería, construida de manera artesanal, está siendo traducida del castellano al guaraní y en un breve tiempo se dispondrán en otros idiomas como el portugués, inglés, japonés, chino, y otros.	Umi cartelería, tembiapojeguakuénteva, oñembohasahína castellano gui, guaraníme, ha voikoiete osẽta avei ambueve ñe’ẽme, taha’e portugués, inglés, japonés, chino, térã ambueve.
[NEW DOCUMENT 11/03/16 SP:11:13:a GN:11:20:a]	[NEW DOCUMENT 11/03/16 SP:11:13:a GN:11:20:a]
JUEZA DE ENCARNACIÓN DICTÓ UNA SENTENCIA JUDICIAL EN GUARANÍ.	PETEĨ JUEZA ENCARNACIÓN TÁVA PEGUA OGUENOHẼ SENTENCIA JUDICIAL GUARANÍME.
El pasado 30 de setiembre, la Jueza en lo Civil y Comercial de la Circunscripción Judicial de Itapúa, Nilda Benítez Caballero, dictó una sentencia judicial redactada en la lengua guaraní.	Upe 30 jasyporundy ohasava’ekuépe, Jueza Civil y Comercial Itapúa tavusu pegua, Nilda Benítez Caballero, oguenohẽ peteĩ sentencia judicial ojehaíva guarani ñe’ẽme.
Se trata de una Sentencia Judicial Definitiva dictada en el marco de un juicio por Resolución de contrato e Indemnización de daños y perjuicios.	Kóva peteĩ Sentencia Judicial Definitiva, oñembohováivo peteĩ Resolución de Contrado ha indemnización de daños y perjuicios.
[NEW DOCUMENT 11/02/16 SP:11:02:a GN:11:13:a]	[NEW DOCUMENT 11/02/16 SP:11:02:a GN:11:13:a]
FUNCIONARIOS DE LA SPL FUERON CAPACITADOS EN ATENCIÓN AL CLIENTE.	HETA PÑS MBA’APOHÁRAPE OÑEHEKOMBO’E OÑANGAREKOPORÃVE HAG̃UA MAYMA TAPICHA REHE.
Varios funcionarios de la Secretaría de Políticas Lingüísticas (SPL) participaron este miércoles de un taller de capacitación en Atención al Cliente.	
El taller fue desarrollado por el Sr. Sergio Carrón de la IMPROVE.	
Los funcionarios capacitados fueron principalmente aquellos que están en permanente contacto con la ciudadanía.	
[NEW DOCUMENT 10/29/16 SP:11:16:a GN:11:19:a]	[NEW DOCUMENT 10/29/16 SP:11:16:a GN:11:19:a]
REALIZARON SIMULACRO DE JUICIO ORAL EN GUARANÍ.	OJEJAPO JUCIO ORAL ÑEHA’ANGA GUARANIETÉPE.
Egresados de un pos grado en Especialización en Terminología Guaraní con Énfasis a la Terminología Penal en Guaraní realizaron este sábado un simulacro de juicio oral totalmente en guaraní.	Mayma omohu’ãva peteĩ Pos Grado Especialización en Terminología Guaraní con Énfasis a la Terminología Penal en Guaraní, ombosako’i hikuái ko arapokõime Juicio Oral jejapo guaranietépe.
[NEW DOCUMENT 10/28/16 SP:05:58:a GN:06:03:a]	[NEW DOCUMENT 10/28/16 SP:05:58:a GN:06:03:a]
ORGANIZAN I JORNADAS DE LENGUA Y LITERATURA.	OÑEMBOSAKO’I ÑE’Ẽ HA ÑE’ẼPORÃHAIPYRE ATY PETEĨHA.
La Universidad Nacional de Itapúa, desde su Departamento de Lenguas y la Jefatura de Investigación y Extensión de la Facultad de Humanidades, Ciencias Sociales y Cultura Guaraní organiza las I Jornadas de Lengua y Literatura “Investigación y realidad lingüística”.	
Será el día viernes 4 y sábado 5 de noviembre del 2016, en el Campus de la UNI.	
[NEW DOCUMENT 10/25/16 SP:12:23:p GN:12:31:p]	[NEW DOCUMENT 10/25/16 SP:12:23:p GN:12:31:p]
PREMIAN A LOS GANADORES DEL CONCURSO DE CUENTOS CORTOS EN GUARANÍ Y CASTELLANO.	OÑEMBOJOPÓI HA’EVEVA’EKUE MOMBE’URÃ MBYKY JEHAÍPE, GUARANI HA CASTELLANO ÑE’ẼME.
El Centro Cultural de la República “El Cabildo” y la Academia Olímpica Paraguaya realizó este martes la entrega de premios a los ganadores del Concurso de Cuentos Cortos edición 2016 en sus dos categorías, guaraní y castellano.	Centro Cultural de la República “El Cabildo” ha Academia Olímpica Paraguaya ombojopói ko araapy pyharevépe opa umi tapicha ha’eveva’ekue Ñeha’ã Guasu Mombe’urã Mbyky jehaípe ko ary 2016 pe, guaraní ha castellano ñe’ẽme.
El certamen es organizado desde hace once y la temática que convocó a los creativos en esta edición fue el “respeto”.	Ko Ñeha’ã ojapóma 11 ary oñemoñepyrũ hague ha péina ko arýpe ojehaíkuri “respeto” rehe.
[NEW DOCUMENT 10/24/16 SP:11:57:a GN:12:00:p]	[NEW DOCUMENT 10/24/16 SP:11:57:a GN:12:00:p]
TALLER PARA LA NORMALIZACIÓN DEL GUARANÍ EN EL DPTO.	OÑEMBA’APO GUARANI JEPORUMEMERÃ REHE, TAVUSU CENTRAL PE.
CENTRAL.	Ko arakõi pyharevépe ojejapo peteĩ taller hérava “Guarani ñe’ẽ jeporu añeteterã” heta mburuvicha ha ambue tapicha, tavusu Central pegua ndive.
Este lunes se realizó el taller sobre “Normalización del uso de la lengua guaraní” con actores locales del departamento Central.	Ñe’ẽ Rape’apo Moakãharapavẽ, Paraguái Ñe’ẽnguéra Sãmbyhyha pegua, Celia Godoy, ambue hembiapo irũnguéra ndive, ohesa’ỹijo ko taller Gobernación koty guasúpe, táva Areguápe.
La Directora General de Planificación Lingüísticas de la Secretaría de Políticas Lingüísticas, Celia Godoy, y técnicos de la Dirección, ofrecieron el taller en la sede de la Gobernación, en Areguá.	
[NEW DOCUMENT 10/24/16 SP:11:26:a GN:11:34:a]	[NEW DOCUMENT 10/24/16 SP:11:26:a GN:11:34:a]
LA SPL DECLARA DESIERTA LA CONVOCATORIA AL CONCURSO PÚBLICO DE OPOSICIÓN Nº 1/2016.	PÑS OMBOTY ÑEHENÓI GUASU MBA’APOHÁRA PYAHU JEPORAVORÃ Nº 1/2016.
La Secretaría de Políticas Lingüísticas (SPL) emitió una resolución por la cual declara desierta la convocatoria Nº 1/2016 a Concurso Público de Oposición para cubrir cargos de Coordinador Técnico - Pedagógico en la institución.	Paraguái Ñe’ẽnguéra Sãmbyhyha (SPL) oporomomarandu peteĩ resolución rupive oñemboty hague Ñehenói Guasu oiporavótavakuri Coordinador Técnico – Pedagógico, ko temimoĩmbýpe g̃uarã.
[NEW DOCUMENT 10/24/16 SP:08:06:a GN:08:11:a]	[NEW DOCUMENT 10/24/16 SP:08:06:a GN:08:11:a]
REUNIÓN DE TRABAJO ENTRE AUTORIDADES DE LA SPL Y EL INDI.	PÑS HA INDI MBURUVICHAKUÉRA OÑOMBYATY HA OMBOHAPE TEMBIAPO JOAJU.
En la mañana de este lunes, la Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero y el Presidente del Instituto Paraguayo del Indígena (INDI), Aldo Zaldíver mantuvieron una reunión de trabajo a fin de coordinar acciones conjuntas para la atención de las lenguas y culturas indígenas del Paraguay.	Ko arakõi pyharevépe, Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero ha Instituto Paraguayo del Indígena (INDI) Moakãhára, Aldo Zaldívar, oñombyaty ha oñomongeta mba’éichapa ombohapéta tembiapo joaju oñeñangarekóvo ypykuéra ñe’ẽ ha iñarandupykuéra rehe, Paraguái retãme.
[NEW DOCUMENT 10/20/16 SP:02:17:p GN:02:21:p]	[NEW DOCUMENT 10/20/16 SP:02:17:p GN:02:21:p]
UNIVERSIDAD AMERICANA INCLUYE CÁTEDRA DE GUARANÍ EN SU MALLA CURRICULAR.	GUARANI ÑE’Ẽ OÑEHEKOMBO’E MBO’EHAOVUSU AMERICANA PE.
La Universidad Americana de Asunción incluyó desde hace más de dos años la enseñanza del guaraní en la carrera de Derecho y en un breve tiempo se enseñará en otras carreras más en la casa de estudios.	Mbo’ehaovusu Americana, táva Paraguaypeguápe, ojapóma mbohapy ary potaite oñembo’eha guarani opa umi oñemoarandúvape abogado rã, ha avei vokoiete ambueve mba’épe oñemoarandúvape.
La Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, destacó la iniciativa de formar a los futuros profesionales en la lengua guaraní.	Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omomba’e ko guarani jeroike mbo’ehaovusúpe ha upégui osẽva oiporukuaátare ko ñe’ẽ.
[NEW DOCUMENT 10/19/16 SP:11:06:a GN:11:08:a]	[NEW DOCUMENT 10/19/16 SP:11:06:a GN:11:08:a]
TALLER PARA LA NORMALIZACIÓN DEL GUARANÍ EN PRESIDENTE HAYES.	OÑEMBA’APO GUARANI ÑE’Ẽ JEPORU AÑETETERÃ REHE TAVUSU PRESIDENTE HAYES PE.
Este miércoles se realizó el taller sobre “Normalización del uso de la lengua guaraní” con actores locales del departamento de Presidente Hayes.	Ko ararundy pyharevépe ojejapo peteĩ taller hérava “Guarani ñe’ẽ jeporu añeteterã” heta mburuvicha ha ambue tapicha, tavusu Presidente Hayes peguakuéra.
La Directora General de Planificación Lingüísticas de la Secretaría de Políticas Lingüísticas, Celia Godoy, y los técnicos de la Dirección, Alcibiades Brítez y Rossana Arias, ofrecieron el taller en la sede de la Gobernación.	Ñe’ẽ Rape’apo Moakãharapavẽ, Paraguái Ñe’ẽnguéra Sãmbyhyha pegua, Celia Godoy, ha hembiapo irũnguéra, Alcibiades Brítez ha Rossana Arias, ohesa’ỹijo ko taller Gobernación koty guasúpe.
[NEW DOCUMENT 10/18/16 SP:08:13:a GN:08:20:a]	[NEW DOCUMENT 10/18/16 SP:08:13:a GN:08:20:a]
LA LENGUA GUANÁ ESTÁ VIVA.	GUANÁ ÑE’Ẽ OHECHAUKA OIKOVEHA.
Una jornada que quedará para la historia se vivió ayer durante el conversatorio “El pueblo Guaná levanta su voz, vive, siente y habla al Paraguay”, donde la Secretaría de Políticas Lingüísticas y miembros de la comunidad Río Apa del pueblo Guaná presentaron los avances en el proceso de documentación y revitalización de la lengua propia de la comunidad, caracterizada en peligro de extinción.	Mba’eguasuete ojejapo kuehe pyhareve aty guasu hérava “El pueblo Guana levanta su voz, vive, siente y habla al Paraguay”, Paraguái Ñe’ẽnguéra Sãmbyhyha ha Guaná kuéra, comunidad indígena Río Apa pegua, ohechauka haguépe opa mba’e ojejapómava iñe’ẽnguéra ñembokuatia, ñeñongatu ha jekuaauka rehehápe, ko ñe’ẽ itenondéva ikangyvémava ñane retãme.
[NEW DOCUMENT 10/15/16 SP:02:50:p GN:02:56:p]	[NEW DOCUMENT 10/15/16 SP:02:50:p GN:02:56:p]
EL PUEBLO GUANÁ LEVANTA SU VOZ, VIVE, SIENTE Y HABLA AL PARAGUAY.	GUANÁ OÑEHENDUKA, OIKOVE, OÑANDU HA OÑE’Ẽ MAYMA PARAGUAIGUÁPE.
El próximo lunes 17 de octubre, a las 10:00 horas, en el Salón Auditorio de la Gobernación de Concepción, la Secretaría de Políticas Lingüísticas (SPL) y miembros de la Comunidad Indígena Río Apa, del Pueblo Guaná, realizarán un conversatorio “El pueblo Guaná levanta su voz, vive, siente y habla al Paraguay” donde se expondrá la experiencia del trabajo realizado en el marco de la documentación, promoción y revitalización de la lengua del mencionado pueblo indígena.	Ko arakõi 17 jasypápe, 10:00 aravo guive, Gobernación de Concepción koty guasúpe, Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Comunidad Indígena Río Apa, Guaná kuéra ndive, ojapóta peteĩ ñomongeta guasu hérava “El pueblo Guaná levanta su voz, vive, siente y habla al Paraguay”, ojehechaukatahápe opa mba’e ojejapómava Guaná ñe’ẽ ñembokuatia, ñeñongatu ha jekuaauka rehehápe.
[NEW DOCUMENT 10/14/16 SP:01:27:p GN:01:34:p]	[NEW DOCUMENT 10/14/16 SP:01:27:p GN:01:34:p]
DIFUNDEN POR RADIO NACIONAL EL PROCESO DE NORMALIZACIÓN DEL GUARANÍ EN EL MINISTERIO PÚBLICO.	RADIO NACIONAL RUPIVE OÑEMOASÃI GUARANI JEPORU MEME MINISTERIO PÚBLICO PE.
Durante el programa radial oficial de la Secretaría de Políticas Lingüísticas “Paraguái Ñe’ẽtee” emitido este viernes de 10 a 11 horas por la 920 AM Radio Nacional de Paraguay, los funcionarios del Ministerio Público, Nancy Ovelar y Esteban Ortega, hablaron sobre el proceso de aplicación de la Ley 4251 de Lenguas que lleva adelante la institución.	Paraguái Ñe’ẽnguéra Sãmbyhyha rembiapo “Paraguái Ñe’ẽtee” iñasãiva’ekue ko arapoteĩme 10 aravo guive 11 peve, 920 AM Radio Nacional del Paraguay rupive, Ministerio Público mba’apoharakuéra, Nancy Ovelar ha Esteban Ortega, omombe’u opa tembiapo ombosako’íva ko temimoĩmby, omoañetévo Léi 4251 Ñe’ẽnguéra rehegua.
[NEW DOCUMENT 10/13/16 SP:01:39:p GN:01:57:p]	[NEW DOCUMENT 10/13/16 SP:01:39:p GN:01:57:p]
AVANZA PROCESO DE NORMALIZACIÓN DEL GUARANÍ EN CONCEPCIÓN.	OGUATA OHÓVO GUARANI JEPORU MEME CONCEPCIÓN TAVUSÚPE.
El Instituto de Formación Decente de Concepción presentó este jueves los avances obtenidos en el proceso de normalización de la lengua guaraní en el Departamento.	Instituto de Formación Docente, Tavusu Concepción pegua oikuaauka ko arapópe hembiapokuéra guarani jeporu meme rérape.
Fue durante el Taller de Normalización del Guaraní, ofrecido por los técnicos de la Secretaría de Políticas Lingüísticas (SPL), Rossana Arias y Alcibiades Brítez.	Kóva oiko peteĩ taller ryepýpe, oroguatáva Paraguái Ñe’ẽnguéra Sãmbyhyha, guarani jeporu memerã ayvu ha ijehaípe opárupi ha opa mba’erã.
	Ko taller omoakã mokõi PÑS mba’apohára, Rossana Arias ha Alcibiades Brítez.
[NEW DOCUMENT 10/13/16 SP:06:23:a GN:06:26:a]	[NEW DOCUMENT 10/13/16 SP:06:23:a GN:06:26:a]
ÚLTIMOS DÍAS DE INSCRIPCIÓN PARA EL CONCURSO PÚBLICO DE LA SPL.	OÑEMBOTYPOTÁMA ÁRA ÑEHENÓI GUASÚPE JEIKERÃ.
Quedan pocos días para el cierre del plazo de inscripción de los interesados en postularse al Concurso Público de Oposición que lleva adelante la Secretaría de Políticas Lingüísticas (SPL) a fin de cubrir seis cargos permanentes en la institución.	Mbykypaitéma ára hembýva ha upéi oñembotýtama Ñehenói Guasu Mba’apohara Pyahurã oroguatáva Paraguái Ñe’ẽnguéra Sãmbyhyha ha oiporavótava poteĩ tapicha mba’apohára pyahurã.
Los interesados podrán postularse hasta el día lunes 17 de octubre de 07:30 a 15:00.	Agã arakõi 17 jasypa peve, 07:30 aravo guive 15:00 oñeha’arõta kuatia mayma tapicha oikeséva Ñehenóimegui.
[NEW DOCUMENT 10/13/16 SP:05:56:a GN:06:00:a]	[NEW DOCUMENT 10/13/16 SP:05:56:a GN:06:00:a]
MINISTRA DE LA SPL DICTÓ UNA CONFERENCIA MAGISTRAL SOBRE DERECHOS LINGÜÍSTICOS EN UN CONGRESO EN ITAPÚA.	SÃMBYHYÁRA ALCARAZ OÑE’Ẽ ÑE’ẼNGUÉRA DERÉCHO REHE PETEĨ AMANDAJE GUASÚPE, ITAPÚA PE.
La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue una de las expositoras en la LIV Reunión de la Sociedad Latinoamericana de Investigación Pediátrica (SLAIP) realizada hoy miércoles en un conocido Hotel de la ciudad de Encarnación.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽ ko ararundýpe, ambuei tapicháicha, LIV Reunión de la Sociedad Latinoamericana de Investigación Pediátrica (SLAIP) aja, oikóva peteĩ Hotel guasúpe, Encarnación távape.
La titular de la SPL expuso sobre “Derechos lingüísticos y acceso a los servicios de la salud”.	Sãmbyhyhára Alcaraz ohesa’ỹijo “Derechos lingüísticos y acceso a los servicios de la salud”.
[NEW DOCUMENT 10/11/16 SP:03:21:p GN:03:24:p]	[NEW DOCUMENT 10/11/16 SP:03:21:p GN:03:24:p]
MINISTRA DE LA SPL ACOMPAÑÓ LA CELEBRACIÓN DEL DÍA DE LAS MUJERES RURALES.	PÑS SÃMBYHYHÁRA OMOIRŨ KUÑA OKARAYGUA ÁRA ÑEMOMORÃ.
Con una masiva concurrencia de mujeres de diferentes puntos del país, se realizó este martes la celebración del Día de las Mujeres Rurales.	Hetaiterei kuña tetãpy tuichakuégui ndive oñemomorã ko araapy pyharevépe Kuña Okaraygua Ára.
Fue en el Parque Litoral del Palacio de Gobierno y contó con la presencia del Presidente de la República, Horacio Cartes.	Oiko Parque Litoral, Palacio de Gobierno renondépe, ha omoakã tetã Mburuvichavete, karai Horacio Cartes.
[NEW DOCUMENT 10/11/16 SP:04:26:a GN:04:29:a]	[NEW DOCUMENT 10/11/16 SP:04:26:a GN:04:29:a]
CUENTOS INDÍGENAS MEXICANOS NARRADOS EN LENGUAS ORIGINARIAS.	MOMBE’U MBYKY, INDÍGENA MÉXICO PEGUA ÑE’ẼME.
A través de la página web: www.68voces.mx se podrá acceder a una seria de relatos animados en la lengua original, con el subtitulado en castellano, de las diferentes agrupaciones lingüísticas mexicanas.	Ko página web: www.68voces.mx rupive ikatúta ojehecha ha oñehendu heta mombe’u mbyky opa umi indígena México pegua ñe’ẽme ha castellano pe.
Estos relatos son difundidos bajo la premisa “Nadie puede amar lo que no conoce” y busca fomentar el orgullo, respeto y uso de las lenguas indígenas.	Ko’ã mombe’u mbyky ñemoasãi heñói he’ívo castellano pe “Avave ndohayhumo’ãi upe mba’e ndoikuaáiva”, ha upéicha ojeheka taijaguara, toñemomba’e ha tojeporu opa indígena ñe’ẽ.
[NEW DOCUMENT 10/10/16 SP:02:36:p GN:02:43:p]	[NEW DOCUMENT 10/10/16 SP:02:36:p GN:02:43:p]
MINISTRA DE LA SPL SE REUNIÓ CON UNA DELEGACIÓN CULTURAL COLOMBIANA.	SÃMBYHYHÁRA ALCARAZ OÑOMBYATY ARANDUPY MOASÃIHÁRA, COLOMBIA GUA NDIVE.
La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, mantuvo este lunes un encuentro con una delegación cultural de Colombia a fin de dialogar sobre la diversidad lingüístico-cultural existente en ambos países.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty ko arakõi pyharevépe, heta tapicha arandupy moasãihára Colombia gua ndive, oñomongeta hagua hikuái ñe’ẽ ha tekojoparaeta oguerekóva mokõive tetã.
Al mismo tiempo, la titular de la SPL detalló a los visitantes las funciones, logros y desafíos de la institución a su cargo.	Sãmbyhyhára Alcaraz oikuaauka avei ko’ã tapichápe mba’e mba’épa PÑS rembiapo, mba’épa ohupytýma ha mba’e tapépa oipykúi ñe’ẽnguéra rérape.
[NEW DOCUMENT 10/07/16 SP:05:24:p GN:05:28:p]	[NEW DOCUMENT 10/07/16 SP:05:24:p GN:05:28:p]
PROMOCIONAN POR PARAGUAY TVHD EL CONCURSO PÚBLICO DE LA SPL.	OÑEMOASÃI PARAGUAY TVHD RUPIVE ÑEHENÓI GUASU MBA’APOHÁRA PYAHU JEPORAVORÃ.
Durante el noticiero central de Paraguay TVHD fue difundido el Concurso Público de Oposición para cubrir seis cargos vacantes en la Secretaría de Políticas Lingüísticas.	Momaranduha iñasãiva Paraguay TVHD rupive oñemoasãi Ñehenói mba’apohára pyahu jeporavorã oroguatáva Paraguái Ñe’ẽnguéra Sãmbyhyha.
