[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Mochipa otlamauismamanka, otlatetskaliutimanka.	De esta manera era oído, así llora.
	Decían que cuando era oído, descubría la muerte, la enfermedad; era augurio de muerte.
Ma sel kana se tlasoli ouetstoka.	El que lo oyó quizá muera; quizá termine; quizá se canse.
	Morirá en su tierra, o quizá morirá en la guerra; o quizá morirá uno de sus hijos; o quizá un esclavo huirá; o quizá se destruirá su hogar; será sacada la tierra; el agua brotará; persistirá el yerbazal en la puerta, en el patio; las paredes serán derribadas, serán arrancadas, demolidas; ahí defecará la gente, se orinará, excrementará; será arrojada basura; se secará el salitre, la tierra echará vaho.
Au in ikaltech ayak uel omaxixaya, teauaya.	Entonces será objeto de habladurías, será objeto de escándalo.
Yu in axkan ye sa yukan; sa tepantli yeuatok.	Así, aquí estaba ésta, la casa donde era honrado, donde se venía a afamar el dueño. siempre se mantuvo honrada; estaba toda barrida.
	Pero ahora aquí es echada la basura: Junto a su casa ninguno podía orinarse ni reñir: Y ahora ya solo así quedó; sólo permanecen las paredes.
Inic macuilli capítulo .	Capítulo quinto.
Itechpa tlatoa in tecuencholhuiliztli.	Habla acerca de la acción de pasar sobre alguien.
In itechpa tecuencholhuiliztli no centlamantli innetlapololtiliz in nican tlaca; in icuac tla aca melahuatoc piltontli, necuiliuhtoc, intla aca oconcuencholhui, niman cahua in aquin otecuencholhui, quilhuia: “¿Tle ipampa in ticcuencholhuia?”Quilmach in ayocmo manaz in piltontli; ca ixquichton yez.	Otro desatino de la gente de aquí, acerca de la acción de pasar sobre alguien: Cuando algún niño está echado por donde se pasa, si alguien lo salta, entonces riñen al que lo saltó, le dicen: “¿Por qué lo saltas?”Dizque por esto el niño ya no crecerá; sólo será tamañito.
Auh inic compatiaya, inic amo ipan mochihuaz piltontli, oc ceppa quihualpancholhuia.	Y para curarlo, para evitar que le suceda [el mal], otra vez lo saltan en sentido contrario.
Ic ompatia.	Así lo curan.
Inic matlactli onnahui capítulo .	Décimo cuarto capítulo.
Itechpa tlatoa in comalco mocuelpachoa tlaxcalli.	Habla acerca de la tortilla que se dobla en el comal.
In icuac tlaxcaloa in cihua, intla ocuelpachiuh itlaxcal, no oncatca innetlapololtiliz.	Cuando las mujeres hacen tortillas, si su tortilla se dobla, también hay un desatino.
Quitoa: “Aquin ye huitz; oquihualtiliczac. ”Auh in anoce ioquichhui in canapa hueca oya, quitoaya: “Ca ye huitz, ca quihualtiliczac in notlaxcal. ”Inic cempoalli ommatlactli capítulo .	Dicen: “Alguien viene ya golpea con el pie”. ~~~ Y si quizá su marido [de la que hace tortillas] fue a algún lugar lejano, dice: “Ya viene, ya golpea con el pie mi tortilla. ”Trigésimo capítulo.
Itechpa tlatoa in acucholiztli.	Habla acerca del estornudo.
In icuac aca acuchoa quitoaya in ye huecauh: “Aquin nechitoa, aquin nechtenehua. ”.	Antiguamente se decía cuando alguno estornudaba: “Alguien habla de mí, alguien me mienta. ”
Anoce quitoaya: “Aquin nechicoitoa. ”	O quizá decía: “Alguien habla de mí. ”
Anoce quitoa: “Aquique in noca mononotza. ”	O quizá decía: ~~~ “Algunos discuten acerca de mí. ”
Quil yehuatl quinezcayotiaya, yehuatlic quimatia, in icuac acuchoa in aca, canapa, hueca quintenehua.	Dizque cuando estornudaban esto les demostraba, esto les daba a conocer que alguno, en lugar lejano, los mentaba.
Inic cempoalli on caxtolli omome capítulo .	Trigésimo séptimo capítulo.
Itechpa tlatoa in icuac huetzi intlan pipiltonti.	Habla acerca de los niños que mudan los dientes.
In icuac huetzi intlan pipiltotonti, in tenanhuan itlacoyocco contlaza in quimichin, anoce inpilhuan quimilhuia: “Itlacoyocco xictlali in quimichin. ”	Cuando caen los dientes de los niños, sus madres los echan en el agujero del ratón, o quizá les dicen a sus hijos: “Ponlo en el agujero del ratón. ”
Yehica quil intlacamo yuh quichihuazque, amo huel ixhuaz in itlan piltontli, zan tlancotoctic yez.	Porque dizque si así no lo hicieran, no podrían nacer los dientes de los niños, sólo serían desdentados.
[NEW_DOCUMENT].	[NEW_DOCUMENT].
	Mucho honraban los mexicas a Huitzilopochtli, sabían ellos que su origen, su principio fue de esta manera: En Coatepec, por el rumbo de Tula, había estado viviendo, allí habitaba una mujer de nombre Coatlicue.
In Uitsilopochtli, in senka kimauistiliaya in Mexika.	Era madre de los cuatrocientos Surianos y de una hermana de éstos de nombre Coyolxauhqui.
	Y esta Coatlicue allí hacía penitencia, barría, tenía a su cargo barrer, así hacía penitencia, en Coatepec, la Montaña de la Serpiente.
Iuin in kimatia, in itsinyilis, in ipeualis, ka in Koatepek, iuikpa in Tulan, semiluitl kitstika, ompa nenka siuatl, itoka Koatlikue: innan sentsonuitsnaua.	Y una vez, cuando barría Coatlicue, sobre ella bajó un plumaje, como una bola de plumas finas. ~~~ En seguida lo recogió Coatlicue, lo colocó en su seno.
	Cuando terminó de barrer, buscó la pluma, que había colocado en su seno, pero nada vio allí.
Au inueltiu, itoka Koyolxau.	En ese momento Coatlicue quedó encinta.
Au in yeuatl Koatlikue, onkan tlamaseuaya, tlachpanaya, kimokuitlauiaya, in tlachpanali.	Al ver los cuatrocientos Surianos que su madre estaba encinta, mucho se enojaron, dijeron: «Quién le ha hecho esto?, ¿quién la dejó encinta?
Inik tlamaseuaya, in Koatepek.	Nos afrenta, nos deshonra».
Au seppa in ikuak tlachpanaya, in Koatlikue ipan ualtemok iuitl, yukin iuitelolotli, niman konkuitiuets in Koatlikue: ixilan kontlali, au in ontlachpan niman konkuiskia in iuitl, in ixilan okitlalika aok tle kittak, niman ik otstik in Koatlikue.	Y su hermana Coyolxauhqui les dijo: «Hermanos, ella nos ha deshonrado, hemos de matar a nuestra madre, la perversa que se encuentra ya encinta. ~~~ ¿Quién le hizo lo que lleva en el seno?»Cuando supo esto Coatlicue, mucho se espantó, mucho se entristeció.
	Pero su hijo Huitzilopochtli, que estaba en su seno, la confortaba, le decía: «No temas, y osé lo que tengo que hacer».
	Habiendo oído Coatlicue las palabras de su hijo, mucho se consoló, se calmó su corazón, se sintió tranquila.
Au in okittake in sentsonuitnaua in innan ye otstli, senka kualanke kitoke ¿ak okichiuili i? ¿akin okotsi? techauilkixtia, techpinautia.	Y entretanto, los cuatrocientos Surianos se juntaron para tomar acuerdo, y determinaron a una dar muerte a su madre, porque ella los había infamado.
	Estaban muy enojados, estaban muy irritados, como si su corazón se les fuera a salir, Coyolxauhqui mucho los incitaba, avivaba la ira de sus hermanos, para que mataran a su madre.
	Y los cuatrocientos Surianos se aprestaron, se ataviaron para la guerra.
Au in inueltiu in Koyolxau: kimilui nokichtiuan techauilkixtia san tikmiktia in tonan, in tlauelilok in ye otstli: ak okichiuili in itik ka.	Y estos cuatrocientos Surianos eran como capitanes, torcían y enredaban sus cabellos, como guerreros arreglaban su cabellera.
Au in okima Koatlikue: senka momauti, senka motekipacho.	Pero uno llamado Cuahuitlicac era falso en sus palabras.
	Lo que decían los cuatrocientos Surianos, en seguida iba a decírselo, iba a comunicárselo a Huitzilopochtli.
	Y Huitzilopochtli le respondía: «Ten cuidado, está vigilante, tío mío, bien sé lo que tengo que hacer».
Au in ikoneu in itik katka kiyolaliaya, kiualnotsaya kiluaya, maka ximomauti ye ne nikmati, in okikak in Koatlikua, in itlatol in ikoneu, senka in moyolali, motlali in iyolo, yukin yukantlama.	Y cuando finalmente estuvieron de acuerdo, estuvieron resueltos los cuatrocientos Surianos a matar, a acabar con su madre, luego se pusieron en movimiento, los guiaba Coyolxauhqui.
Au in ye yiuki, in sentsonuitsnaua in okisentlalike in intlatol, in okisemitokin, isa kimiktiske in innan, yeijka ka otlapinauti, sa senka mochikauaya, senka kualania, yuki in kisaya in iyolo, in Koyolxauki, senka kineleuaya, kiniolokokoltiaya in yokichtiua, in makuele miki in innan.	Iban bien robustecidos, ataviados, guarnecidos para la guerra, se distribuyeron entre sí sus vestidos de papel, su anecúyotl, sus ortigas, sus colgajos de papel pintado, se ataron campanillas en sus pantorrillas, las campanillas llamadas ayohualli. ~~~ Sus flechas tenían puntas barbadas.
	Luego se pusieron en movimiento, iban en orden, en fila, en ordenado escuadrón, los guiaba Coyolxauhqui.
	Pero Cuahuitlicac subió en seguida a la montaña, para hablar desde allí a Huitzilopochtli, le dijo: «Ya vienen».
Au in Sentsonuitsnaua, niman ye in mosenkaua, moyauchichiua.	Huitzilopochtli le respondió: «Mira bien por dónde vienen».
Au in yeuantin sentsonuitsnaua, iukin tekiuake katka tlakuiaya, tlakuauikuiaya, kikuauikuiaya in intson, in inkuatson, in inkuatson.	Dijo entonces Cuahuitlicac: «Vienen ya por Tzompantitlan». ~~~ Y una vez más le dijo Huitzilopochtli: «Por dónde vienen ya?».
Au se itoka Kuauitlikak, nekok kitlalitinenka in itlatol, in tlein kitouaya sentosnuitsnaua, niman koiluiaya, konnonotsaya in Uitsilopochtli.	Cuahuitlicac le respondió: «Vienen ya por Coaxalpan». ~~~ Y de nuevo Huitzilopochtli preguntó a Cuahuitlicac: «Mira bien por dónde vienen».
Au in Uitsilopochtli: kiualiuiaya in Kuauitlikak: senka tla tikmomachtia notlatsine, uel xonmotlakakilti ye ne nikmati.	En seguida le contestó Cuahuitlicac: «Vienen por la cuesta de la montaña».
Au in ye yuki in yekene okisemitoke, in konetetix in intlatol, inik kimiktiske, inik kitlatlatiske in innan, niman ye ik ui teyakana in Koyolxauki, uel mochichikaua, mosesenketsa, moyauchichiuke, motlamamakake, intech kitlalike in imamatlatki, in aneukyotl, intsitsikas, amatitech pipilkak, tlakuiloli, iuan in koyoli inkotstitech kiyilpike, inin koyoli mitoaya ayouali, iuan inmiu tlatsontektli, niman ye ik ui, tetekpantiui, tlatlamantitiui, tlayeyekotiui, momamantiui, teyakana in Koyolxauki.	Y todavía una vez más le dijo Huitzilopochtli: «Mira bien por dónde vienen». ~~~ Entonces le dijo Cuahuitlicac: «Ya están en la cumbre, ya llegan los viene guiando Coyolxauhqui».
Au in Kuauitlikak, niman ye in motlalotitleko, in kinonotsas in Uitsilopochtli kilui ka ye uitse, niman kito in Uitsilopochtli uel xontlachie kan ye uitse, niman ye ik koniluia in Kuauitlikak: ka ye tsonpantitlan, ye no seppa kiualiuia in Uitsolopochtli kan ye uitsa niman konilui ka ye koaxalpan uitse, ye no seppa kiualilui, kan ye uitse niman konilui in Kuauitlikak: ka ye tlatlakapan yatiuitse.	En ese momento nació Huitzilopochtli, se vistió sus atavíos, su escudo de plumas de águila, sus dardos, su lanza-dardos azul, el llamado lanza-dardos de turquesa. ~~~ Se pintó su rostro con franjas diagonales, con el color llamado «pintura de niño».
Au in Uitsilopochtli: ye no seppa kiualilui, in Kuauitlikak.	Sobre su cabeza colocó plumas finas, se puso sus orejeras.
Kilui tla xontlachia kan ye uitse. niman ik konilui in Kuauitlikak, ka yekene ualpanuetsi, yekene ualasi teyakantiuits in Koyolxauki.	Y uno de sus pies, el izquierdo era enjuto, llevaba una sandalia cubierta de plumas, y sus dos piernas y sus dos brazos les llevaba pintados de azul.
Au in Uitsilopochtli: niman ik ualakat, niman itlatki ualietia in ichimal, teueueli, iuan in imiu, iuan iyatlau xoxoktik, mitoa xiuatlatl, iuan ikxitlan tlatlan, ik ommichiu in ikonekuitl, mitoaya ipilnechiual, mokuapotoni, ixkuak, iuan inanakastlan, au se pitsauak in ikxi iyopochkopa, kipotoni in ixokpal, iuan kitexouauan in imets omexti. iuan omexti in iakol.	Y el llamado Tochancalqui puso fuego a la serpiente hecha de teas llamada Xiuhcoatl, que obedecía a Huitzilopochtli. ~~~ Luego con ella hirió a Coyolxauhqui, le cortó la cabeza, la cual vino a quedar abandonada en la ladera de Coatepetl. el cuerpo de Coyolxauhqui fue rodando hacia abajo, cayó hecho pedazos, por diversas partes cayeron sus manos, sus piernas, sus cuerpo.
Au se itoka Tochankalki kontlati in xiukoatl, kiualnauati in Uitsilopochtli: niman ik kisil in Koyolxauki: au niman kechkotontiuets, in itsontekon ompa ommokau in itenpa Koatepetl.	Entonces Huitzilopochtli se irguió, persiguió a los cuatrocientos Surianos, los fue acosando, los hizo dispersarse, desde la cumbre de Coatepetl, la montaña de la culebra.
Au in itlak tlatsintlan uetsiko tetextitiuets, sesekkan ueuets in ima, in ikxi, iuan itlak.	Y cuando los había seguido hasta el pie de la montaña, los persiguió, los acosó cual conejos, en torno de la montaña.
Au in Uitsilopochtli: niman ye ualeua, kinoualtoka intlan aki, kinoualtemouia, kinoualtepeua in Sentsonuitsnaua, in Koatepetl ikpak.	Cuatro veces los hizo dar vueltas. ~~~ En vano trataban de hacer algo en contra de él, en vano se revolvían contra él, al son de los cascabeles y hacían golpear sus escudos.
	Nada pudieron hacer, nada pudieron lograr, con nada pudieron defenderse.
Au in okimaxitiko in tlalchi, in tlatsintlan, niman ye ik kintoka, kiniayaualochti in Koatepetl, nappa in kintlatlayaualochti, in kiniayaualochti, ok nen kiualoyutiuia ok nen kiualoyouiaya, ualmochimaluitektiuia, aok tle uel kichiuke, aok tle ual axke aokmo uel kitsauilike, san kinsemeuiti in Uitsilopochtli: kinsentepotstli, uel kinpopolo, uel kimistlati, uel kinpoktlantili.	Huitzilopochtli los acosó, los ahuyentó, los destruyó, los aniquiló, los anonadó. ~~~ Y ni entonces los dejó, continuaba persiguiéndolos. ~~~ Pero ellos mucho le rogaban, le decían: «¿Basta ya?»Pero Huitzilopochtli no se contentó con esto, con fuerza se ensañaba contra ellos, los perseguía.
Au in sa aokmo uel kinkauaya, in ouel in sentech mopilo, senka kitlatlautiaya, kiluiaya ma ixkich.	Sólo unos cuantos pudieron escapar de su presencia, pudieron librarse de sus manos.
Au in Uitsilopochtli: amoik moyolseui, ka senka intech motlapalo in kintokak, Au sa keskitoton in ixpanpa euake, in imakpa kiske ompa itstiake, inin Sentsonuitsnaua, in okiskintin in imatitlanpa kiske in Uitsilopochtli: Au in ye yuki in okinmikti, in oyielelkis kinkuili in intlatki, in innechichiual in anekuiyotl, kimotlatkiti, kimaxkati, kimotonalti, yukin kimotlauisti.	Se dirigieron hacia el sur, porque se dirigieron hacia el sur, se llaman Surianos, los pocos que escaparon de las manos de Huitzilopochtli. ~~~ Y cuando Hiutzilopochtli les hubo dado muerte, cuando hubo dado salida a su ira, les quitó sus atavíos, sus adornos, su anecúyotl, se los puso, se los apropió, los incorporó a su destino, hizo de ellos sus propias insignias.
Au in Uitsilopochtli: no mitoa tetsauitl, yejika ka san iuitl, in temok inik otstik in inan in Koakue: kayak nes in ita.	Y este Huitzilopochtli, según se decía, era un portento, porque sólo una pluma fina, que cayó en el vientre de su madre, Coatlicue, fue concebido.
Yeuatl in okipiaya in mexika inik otamanitiaya, inik kimauistiliaya, okitlaekoltiaya, iuan in itech mochiuaya in Uitsilopochtli.	Nadie apareció jamás como su padre. ~~~ A él lo veneraban los mexicas, le hacían sacrificios, lo honraban y servían. ~~~ Y Huitzilopochtli recompensaba a quien así obraba.
Au in yeuatl in tlamauistililistli okatka, ka ompa tlamatli in Koatepek, in yu mochiui ka ye uekau.	Y su culto fue tomado de allí, se Coatepec, la montaña de la serpiente, como se practicaba desde los tiempos antiguos.
[NEW_DOCUMENT].	[NEW_DOCUMENT].
Au niman ye mononotsa in teteo.	Y en seguida se convocaron los dioses.
Kitoke:—¿Aki in onos kaomoman in iluikatl kaomoman in tlalteuktli aki onos Teteoye?Ye nentlamati in Sitlaliikue in Sitlalatonak in Apanteuktli, Tepankiski, tlalamanke, uiktlolinki Ketsalkouatl, Titlakauan.	Dijeron:—¿Quién vivirá en la tierra? porque ha sido ya cimentado el cielo, y ha sido cimentada la tierra. ~~~ ¿Quién habitará en la tierra, oh dioses?Estaban afligidos Citlalinicue, Citlaltonac, Apantecuchtli, Tepanquizqui, Quetzalcóatl y Tezcatlipoca.
Au niman ye yau in Ketsalkoatl in Miktlan: itech asito in Miktlantekutli in Miktlansiuatl, niman kilui:—Ka yeuatl ik niuala in chalchiuomitl in tikmopielia ka nikkuiko.	Y luego fue Quetzalcóatl al Mictlan, se acercó a Mictlantecuhtli y a Mictlancíhuatl y en seguida les dijo:—Vengo en busca de los huesos preciosos que tú guardas, vengo a tomarlos.
Au niman kilui:—¿Tle tikchiuas, Ketsalkouatlé?Au yenoseppa kilui:—Ka yeuatl ik nentlamati in teteo: akin onok in tlatikpak.	Y le dijo Mictlantecuhtli:—¿Qué harás con ellos, Quetzalcóatl?Y una vez más dijo (Quetzalcóatl):—Los dioses se preocupan porque alguien viva en la tierra.
Au yenoseppa kito in Miktlantekutli:—Ka ye kuali, tla xokon pitsa in noteksis, au naupa xik tlayaualochti in nochalchiuteyaualko.	Y respondió Mictlantecuhtli:—Está bien, haz sonar mi caracol y da vueltas cuatro veces alrededor de mi círculo precioso.
Au amo makoyonki in iteksis; niman ye kinnotsa in okuilme, kikokoyonike; niman ye ik ompa kalaki in xikoti in pipiolme; niman ye kipitsa, kiualkak in Miktlantekutli.	Pero su caracol no tiene agujeros; llama entonces (Quetzalcóatl) a los gusanos; éstos le hicieron los agujeros y luego entran allí los abejones y las abejas y lo hacen sonar.
Au yenoseppa kilui in Miktlantekutli:—Ka moka ye iksen nikitki.	Al oírlo Mictlantecuhtli, dice de nuevo:—Está bien, toma los huesos.
Au niman ye kiluia in ititlauan in Miktlantekutli:—In mikteka, xokon iluitin: ¿Teteué, san kikkauakiu?Au in Ketsakouatl niman kiualito:—Ka moka ye iksen nikitki.	Pero dice Mictlantecuhtli a su servidores:—¡Gente del Mictlan! ~~~ Dioses, decid a Quetzalcóatl que los tiene que dejar.
Au niman kiluia in inaual:—Ka xikimon ilui san nikauakiu.	Quetzalcóatl repuso:—Pues no, de una vez me apodero de ellos.
Niman kiualiui in kitsatsilitiu:—San nikkauakiu.	Y dijo a su nahual:—Ve a decirles que vendré a dejarlos.
	Y éste dijo a voces:—Vendré a dejarlos.
	Pero, luego subió, cogió los huesos preciosos.
	Estaban juntos de un lado los huesos de hombre y juntos de otro lado los de mujer y los tomó e hizo con ellos un ato Quetzalcóatl.
Au ik uel on tlekok, niman ye ik ye konkui in chalchiuomitl, sekni temi in okichtli in iyomio, no sekni temi in siuatl iyomio, niman ye ik kitkits.	Y una vez más Mictlantecuhtli dijo a sus servidores:—Dioses, ¿de veras se lleva Quetzalcóatl los huesos preciosos? ~~~ Dioses, id a hacer un hoyo.
	Luego fueron a hacerlo y Quetzalcóatl se cayó en el hoyo, se tropezó y lo espantaron las codornices.
	Cayó muerto y se esparcieron allí los huesos preciosos, que mordieron y royeron las codornices.
	Resucita después Quetzalcóatl, se aflige y dice a su nahual:—¿Qué haré, nahual mío?Y este le respondió:—Puesto que la cosa salió mal, que resulte como sea.
	Los recoge, los junta, hace un lío con ellos, que luego llevó a Tamoanchan.
Au yenoseppa kimilui in Miktlantekutli in ititlauan:—Teteoyé, ye Nely kitki in Ketsalkouatl in chalchiuomitl.	Y tan pronto llegó, la que se llama Quilaztli, que es Cihuacóatl, los molió y los puso después sobre un barreño precioso.
Teteoyé, xik ualalili in tlaxapochtli.	Quetzalcóatl sobre él se sangró su miembro.
Niman kontlalilito inik onkan motlaxapochui, motlauitek, iuan kimautike sosoltin: miktiuets au in chalchiuomitl niman ik kisenmantiues, niman kikankuake in sosoltin, kiteteiske; au niman ik ualmoskali in Ketsalkouatl, niman ye ik choka, niman ye kiluia in inaual:—¿Nonaualé, ke yes i?Au niman ye kiluia:—Kenin yes, kanel otlatlakau masonel yuki yau.	Y en seguida hicieron penitencia los dioses que se han nombrado: Apantecuhtli, Huictolinqui, Tepanquizqui Tlallamánac, Tzontémoc y el sexto de ellos Quetzalcóatl. ~~~ Y dijeron:—Han nacido, oh dioses, los macehuales (los merecidos por la penitencia). ~~~ Porque, por nosotros hicieron penitencia (los dioses).
Au niman ye konnechikoa, kon pepen, konkimilo; niman ik kitkik in Tamoanchan, au in okonaxiti niman ye kitesi itoka Kilaxtli, yeuatl is Sippakouatl; niman ye ik kitema in chalchiuapasko, au niman ye ipan motepoliso in Ketsalkouatl; niman mochintin tlamaseua in teteoin nipa omoteneuke; niman Apantekutli, in Uiktlolinki, Tepankiski, Tlalamanak, Tesontemok, techikuaseka in Keskouatl: au niman kitoke:—Otlakatke in teteo in maseualtin.	Así pues de nuevo dijeron (los dioses): ~~~ —¿Qué comerán (los hombres), oh dioses? ~~~ ¡Que descienda el maíz, nuestro sustento!Pero entonces la hormiga va a coger el maíz desgranado, dentro del Monte de nuestro sustento Quetzalcóatl se encuentra a la hormiga, le dice:
Ye ika in otopantlamaseuke.	—¿Dónde fuiste a tomar el maíz? dímelo.
Yenoseppa kitoke:	Mas la hormiga no quiere decírselo.
	Quetzalcóatl con insistencia le hace preguntas.
	A cabo dice la hormiga: —En verdad allí.
—¿Tlein kikuaske, teteoyé?Au niman kikuito in askatl in tlaoli in itik Tonakatepetl, au niman ye kinamiqi in askatl in Ketsalkouatl kilui:	Entonces guía a Quetzalcóatl, éste se transforma en hormiga negra. ~~~ La hormiga roja lo guía, lo introduce luego al Monte de nuestro sustento.
—¿Kan otikkuito? ~~~ Xi nechilui.	Entonces ambos sacan y sacan maíz.
	Dizque la hormiga roja guió a Quetzalcóatl hasta la orilla del monte, donde estuvieron colocando el maíz desgranado.
Au amo kiluisneki, senka kitekitlatlania, niman kiluia ka nechka niman ye kiuika, au niman ik tlilaskatl mokuep in Ketsalkoatl, niman ye kiuika; niman ye ik kalaki, niman ye ik kisasaka neuan in tlatlaukiaskatl in mache kiuikak in Ketsalkouatl tlatempan kiualalia in tlaoli, niman ye kitki in Tamoanchan, au niman ye ik totenko kitlalia “inik tiuapauke”, au niman ya kitoua:—¿Ken tikkchiuaske in Tonakatepetl?Au niman san ya kimamasneki in Ketsalkouatl, kimekayoti, au amo keu; au niman ye kitlapouia in Oxomoko, au niman ye kitlapouia in Sipaktonal in isiuau…Aun niman kitike in Oxomoko in Sipaktonal ka san kiuiteki in Nanauatl in Tonakatepetl.	Luego Quetzalcóatl lo llevó a cuestas a Tamoanchan. ~~~ Allí abundantemente comieron los dioses, después en nuestros labios puso maíz Quetzalcóatl, Y luego dijeron los dioses:—¿Qué haremos con el Monte de nuestro sustento?Mas el monte allí quiere quedarse, Quetzalcóatl lo ata, pero no puede jalarlo. ~~~ Entre tanto echaba suertes Oxomoco, y también echaba suertes Cipactónal, la mujer de Oxomoco, porque era mujer Cipactónal.
Ka okitlapouike.	Luego dijeron Oxomoco y Cipactónal:
	—Tan sólo si lanza un rayo Nanáhuatl, quedará abierto el Monte de nuestro sustento.
	Entonces bajaron los tlaloques (dioses de la lluvia), los tlaloques azules, los tlaloques blancos, los tlaloques amarillos, los tlaloques rojos.
Au niman ye netlaluilo in Tlaloke: in xoxouki Tlaloke, istak Tlaloke, tlatlauki Tlaloke, kosauki Tlaloke; niman ye kiuiteki in Nanauatl au niman ye namoyelo in Tlaloke in tonakayotl: in istak, in yauitl, in kostik, in xiutoktli, in etl, in uautli, in chian, in michiuautli: ixkich namoyolok in tonakayotl.	Nanáhuatl lanzó enseguida un rayo, entonces tuvo lugar el robo del maíz, nuestro sustento, por parte de los tlaloques. ~~~ El maíz blanco, el obscuro, el amarillo, el maíz rojo, los frijoles, la chía, los bledos, los bledos de pez, nuestro sustento, fueron robados para nosotros.
[NEW_DOCUMENT].	[NEW_DOCUMENT].
Mitoa in ok youayan, in ayamo tona, in ayamo tlatui, kilmach, mosentlalike, mononotske in teteo in umpa Teotiuakan, kitoke, kimoluike:—Tla xi ualuian, teteoé, ¿akin tlatkis, akin tlamamas in tonas, in tlatuis?Au niman ye ik yeuatl unkan ontlatoa, onmixketsa in Tekusistekatl, kito:—Tetetoé, ka neuatl niyes.	Dicen que cuando aún es de noche, cuando aún no sale el Sol, cuando no amanece, dizque se juntaron en uno, se convocaron los dioses allá en Teotihuacan, dijeron, se dijeron unos a otros:—Venid acá, dioses, ¿quién tomará el trabajo, quién se echará a cuestas el hacer salir el sol, el hacer amanecer?Y luego por cierto por allá habla aquel, se presenta delante Tecuciztecatl, dijo:—¡Dioses, yo tengo que ser!Una vez más dijeron los dioses:—¿Quién otro más?Luego por esto juntos, se ponen a ver, se miran unos a otros, se dicen:—¿Cómo ha de ser esto?
Okseppa kitoke in teteu:—¿Akin okse?Niman ye ik nepanotl mota, kimottitia, kimoluia:—¿Ken onyes ji, ken tonyeske?Ayac motlapaloya, in occe onmixquetzaz; zan muchi tlacatl momauhtiaya, tzinquetzaya.	¿Cómo seremos nosotros?Nadie se atrevía para presentarse como otro más: sólo todas las personas tenían miedo, retrocedían.
Auh amo onnezticatca in ce tlacatl.	Y no se estaba presentando delante de otra persona.
Nanahuatzin uncan tehuan tlacacticatca in nenonotzalo: niman ic yehuatl connotzque in teteo, quilhuique:—Tehuatl tiyez, Nanahuatzé.	Nanahuatzin allí junto a ellos estaba oyendo lo que se determinaba: luego pues a este llamaron los dioses, le dijeron:—Tú tienes que ser, Nanahuatzin.
Niman quicuitihuetz in tlatolli, quipaccaceli, quito:—Ca ye cualli, teteoé, oannechmocnelilique.	Luego él vino en tomar la orden, la recibió de buena gana, dijo:—Está bien, dioses, vosotros me habéis hecho una gracia.
Niman ic compehualtique in ye tlamacehua, mozauhque nahuiilhuitl omextin in Tecuciztecatl.	Al punto, pues, comenzaron a hacer penitencia, ayunaron cuatro días ambos, él y Tecuciztecatl.
Auh niman no icuac motlali in tletl, ye tlatla in uncan tlecuilco, quitocayotia in tlecuilli teutexcalli.	En seguida por consiguiente se encendió fuego, ya arde allá en el fogón, y el fogón tenía el nombre de “roca divina”.
Auh in yehuatl Tecuciztecatl in ipan tlamacehuaya muchi tlazotli: in iacxoyauh, quetzalli; in izacatapayol, teocuitlatl; in ihuitz, chalchihuitl; in ictlaezhuilli tlaezzotilli, tapachtli, auh in icopal, huel yeh in copalli.	Ahora bien, aquello con que Tecuciztecatl hacía penitencia, todo precioso: sus ramas de abeto, plumas de quetzal; sus bolas de grama, oro; sus espinas, jades; sus cosas ensangrentadas, sus sangramientos, coral, y su incienso un muy buen incienso.
Auh in Nanahuatzin in iacxoyauh mochiuh zan zacatl xoxouhqui, acaxoxouhqui, eein tlalpilli, tlacuitlalpilli, nepan chicunahui ye muchi; auh in izacatapayotl, zan yeh in ocozacatl; auh in ihuitz, zan ye no yeh imehuitztli auh in ic quezhuiaya huel yeh in iezzo, auh in icopal, zan yeh in inanahuauh concocolehuya.	Pero por lo que toca a Nanahuatzin, sus ramas de abeto se redujeron a cañas verdes, cañas tiernas, en manojos, gavillas, diversas atadas, todas ellas nueve, y sus bolas de grama, solo (eran) hoja seca de pino, y sus espinas no (eran) sino verdaderas espinas de agave y lo que se sangraba bien (era) en verdad su sangre, y su incienso, no más que la raedura de sus llagas de que estaba doliente.
In omextin hin cecentetl intepeuh mochiuh, in umpa ontlamaceuhtinenca nauhyohual (mitoa yin axcan tetepe tzacualli: itzacual tonatiuh, ihuan itzacual metztli), auh in ontzonquiz nauhyohual in tlamacehualiz, niman quitlatlazato, quimamayahuito in imacxoyauh ihuan ye muchi ipan otlamaceuhque.	A cada uno de estos se le hizo su monte, en donde estuvieron haciendo penitencia cuatro noches (dicen, por cierto, ahora a estos montes, “pirámides”: la pirámide del sol y la pirámide de la luna). ~~~ Y cuando acabó el (término) de cuatro noches, de hacer penitencia, luego echaron por el suelo, arrojaron sus ramas de abeto y todo aquello con que habían hecho penitencia.
In hin mochiuh ye in neehualco, icuac in yehualyohua tlacotizque, teotizque.	Esto se hizo en el término de levantar la penitencia, cuando ya anochece para ponerse a su oficio, para hacerse dioses.
